,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.239053506411366,0,0,0,0,0,-0.206478378767699,0,0,0,0,0,0,0,0,0,0,0,0.459746381548964,0.455523599494385,0,0,0.11130454057354,0,0,0,0,0,-0.0830376920580724,0,-0.180458491391218,0,0,0,-0.617183039522515,0,0,-0.0895786222217115,0,0.0320212711925038,0,0,0.0317411501360421,0,0,0,0.00784657222713763,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0880308082521997,0,0,0.172237881243817,0.0124770754621382,0,0,0,0,0,0.0113125748071284,0.157151662601457,0.236369523022815,0,0,0,0,0,0,0,0,0,0,0.020383672822883,0,0,0,-0.0558432076261255,0,0,0,0,0,0,0,0,0,0,0,-0.00785995479507038,0,0,0,0,0,0,0,0.366544362130927,0,0,0,0.0999501490523058
X601288.CH.EQUITY,0,0,0.244141614098195,0,0.388055540861892,0,0,0.0565667338914119,0,0,0.0278853794466928,0,0.130099596797346,0,0.0114486880835831,-0.0258908063455894,0,0,0.0882001494172222,0,0,0.0518860470046131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752045087871523,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.339888373096945,0.14821496747445,0,0,0,0,0,0.0468295826831281,0,0.0243105140269855,0,0,0,0,0.106722523476619,0,0.0760408467120184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421226853782889,0,0,0.116629739603772,0,0,0,0,0,0,0,0,0.192980722068646
X600036.CH.EQUITY,0,0.00736471148838121,0.0911551808425611,0,0,0,0.0312593896287979,0.0622311347838948,0,0,0,0.105212902041179,0,0,0,0,0,0,0,0.127937335824091,0,0,0,0,0.00977552585020334,0,0,0,0,0,0,0,0,0.390246934565508,0,0,0,0,0,0,0,0,0,0,0,0.0782699617996082,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0,0.0148212730303267
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128938022222807,0,0.0560169342455324,-0.0394452388720563,0.0618298740021853,0,0,0,0,0,0.232492278280227,0,0,0,0,0,0.186842139651742,0.100677029997296,0,-0.0368659658210444,0,0,0,0,0,0.321625817150105,0.00394092475386167,0,0,0,0.2414510568681,0.133823249044247
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405295533030089,0,0,0,0,-0.452875176783389,0.652296536953328,0,0,0.121500770913602,0.614406694597207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498043605189862,0,0,0,0,0,0.181875219972367,0,0
X601658.CH.Equity,0,0,0,0.0168165712194203,0.0445590347459442,0,0,0,0,0,0,0,0,0,0,0,0,0.2211115228746,0.150953146304941,0,-0.129458434401145,0,-0.00638190129793567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264080172761355,0,0.290864662669231,0,0,0,-0.0258755136095181,0,0,0,0,0,0
