,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265255792066354,0.160309451137012,0,0,0,0,0,0,0,0,0,0,0.188508999387436,0,0,0,0,0,0,0,0,0,-0.297071545384502,0,0,-0.190185639494119,0.853105567024691,0,0,-0.0384246821025288,0.0516912613693655,0,-0.030052593457531,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.092953936979904,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972541,0,0,0,0,1.38777878078145e-17,0,0,0.0198616136933658,0,0,0,0,0,0,0.125249368466802,0,0.0483269535569578,0.265404007152013,0,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.271479721299405,0,0,0,0.0847018469580328,0,0,0,0,0.159921093392921,0,0,0,0,0,0,0,0.0783424326509943,0,0,0,0,0,0,0,0,0,0,0.0602214215842535,0.0593769882125819,0,0,0,-0.223776544421407,-0.175480125530882,0,0,0.12051649598807,0.480967523125271,0,0,0,0,0,0,0.0707688924354021,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354954580953115,0.0939048891467976,0.0479473239885025,0.394188862100701,0,0,0,0.270597445117279,0.0235000689213285,0,0,0,0,0,0,0,-0.182147985765394,0,0,0,0,0,0,0,0,-0.606653891276232,0,0,0,0,0,0,0,0,0,0,0,0.408395157217796,0,0,0.126246506810269,0,0,0
X5.HK.EQUITY,-0.0527441209007807,-0.152854632278497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622274737918972,0,0.225491884449624,-0.0426347431794575,0.223151645113563,0,0,0.103599138316413,0.187552297887442,0,0,0,0,0,0,0,-0.0540297041966671,0,0,0,0,-0.0713999312845517,0,0,0,0,0.0363115302568127,0,0,0,0,0,0,-0.0984974755856928,0.155331011890386,0
X601988.CH.EQUITY,-0.10375363962161,0,0,0,0.379473665965125,0,0,0,0,0,0,0,0,0,0.0679860455005123,0,0,0,0.445855951511943,0,0,0,0,-0.111209866663258,0,0,0,0,0,-0.332605650308692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781287192113249,0,0,0,0,0
X600036.CH.EQUITY,0,0.391757897703061,-0.0685931891251215,0,-0.0338562319899105,0.0223437104190341,0,0,0,0.559833924612825,0,0.0936248031810741,0,0,0,0,8.67361737988404e-19,0,0,0,-0.100322357368391,0,0,0.270640904527203,0,0,0.105552549675313,0,0,0,0,0.0389867985335877,0,-0.301230449801829,0,0,0,0,0,0,0,0.124239771265197,0,0,0.139380590538286,-0.0385539112712456,0,0,0,0,0.0512660081547843
X1299.HK.EQUITY,0,0,0,0,0.18201710924487,0,0,0,0,0,0,-0.0783393192376315,0,0,0.0322675733697455,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.158973046372325,0,0,0.101870501417491,0,0.253613752883968,0,0,0.058974282634245,0,0,0,-0.0350468100481271,0,0,0,-0.0928644475460155,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.000775571301896606,0.0475430488177164,0.0158360993135241,0,0,0,0,0,0,0.109191119870229,0,0,0.444527870919,0,0,0,0,0.0201202990453172,-0.0204354300567893,0,0,0,0,0,0,0,0,0,0,0,-0.0414536891447078,0,0,0,0.151066603334222,0,0,0.0113601182941166,0.136480588628265,0,0,0,0,0,0.041139815865731,0,0,0,0,-0.163645790439673
X601328.CH.EQUITY,0,0,3.46944695195361e-18,0.00659738170356985,0,0,0.481662201504509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538366554817997,0,0.21581627639407,0,0.178425403079834,0.108564545167314,0,0,0,0,0,0,0,-0.170831216768098,0,0,0,0,0,-0.0561763854241014,0,0.102659951230769,0,0,-0.0291505109335653,0,0,0,0,-0.23258855732229
