,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.5642482329377,0,0.0412352807883806,0,0,0.0442709182750909,0,0,0,0,0.0915469948993382,0,0,0,0,0,0,0.136977449612419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213771076836652,0,0,0,0,0.0942321280171088,0,0.0562425136097875,0,-0.0483746431822819,-0.0220341310908182,-0.0129450354410425,0,0.0151362433968855,0,0.0125721151205603
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0,0
X601939.CH.EQUITY,0.123447189551416,0,0,0.379880417687605,0,0.195296498528375,0,0,0,0,0,0,0,0,0,0,0,0.0238339998840082,0,0,0.018378980759979,0,0,0,0,0,0,0,0.0865610704929317,0,0,0,0,0.102544761154624,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0540595114106414
X601288.CH.EQUITY,0.0133625475350503,0,0.288851902181014,0,0,0,0,0,0,0.211323345640703,0,0,0,0,0,0,0,0,0,0.0500719809657004,0,0,0,0,0.0131329412482181,0.22466742544265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720432171956007,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.450829447961755,0,0,0,0,0,0,0,0.119173180536509,0,0.210120498168267,0.16551517619493,-0.0925726126929898,0,0,0,0,0,0.31513173336164,0,0,0,0,0.0378155178543111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449353313946101,0,-0.709604628750389,-0.154810261747053,0,0,0.145305813020639,0
X601988.CH.EQUITY,0,0,0.110746006237952,0,0.036087993825208,0,0,0,0,0,0,0,0.0650347585746497,0.0579703131411464,0,0,0,0,0,0.00596352184075994,0,0,0.620386097153398,0.0150735199040929,0,0,0,0,0,0.107728817746208,0,0,0,0,0,0,0,0,0,0,0.0461126624806661,0,0,0,0,0,0,0,0,0.0852657771156653,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431436328455852,0,0,0,0.261095948052819,0,0,0,0.172411721631956,0,0,0,0.0743870205936245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.0054688783429602,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333183,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111996020472764,0,0,0,0,0.150360370091895,0,0,0,0,0,0.189856505770859,0,0,0,0,0,0,0,0.267047046819286,0,0,0,0,0,0,0.0409496840985948,0,0,0.000209608463245568,0,0,0,0,0,0,0,0.0397125221078415,0.206489316834795,0.022330461776346,0,0,0,0,0,0,0.0119091690303023,0,0
