,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.360922431881203,0,0.310463212728438,0,0,0,0,-3.46944695195361e-18,0.0477125700558646,0,0,0,0,0.0513334757134109,0,0,0,0,-0.0444545904815834,0,0,0,0,0,0,0,0.0441568292495508,0,0,0,0,0,0,0,0,0,0,0,0,0.0902115475469307,0,0,0,0.0582144611360953,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0,0
X601939.CH.EQUITY,0,0,0,0.340431315255423,0,0.071166986906735,0,0,0,0,0,0,0.434307887490604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0544533235016237,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386214799608234,0,0,0,0,0.256851898201925,0,0,0,0,0,0,0,0,0.0378002092016573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195879907109375,0,0,0.0260190598682634,0,0,0,0.025679706538491,0.0841825255190446,0,-0.0171743799517206
X5.HK.EQUITY,0,0,0,0.00856334690105781,0,0,0,0.00852574220949117,0.203434787898729,0,0,0,0,0,0.0483634102763753,0,0,0,0.467556314761804,0.0659113404347508,0,0,0.018258382213157,0,0,0,0,0.111527235596052,0.115944196352828,0,0,0,0,0,0,-0.144615139323059,0,0,0,0,0,0,0,0,0,0,0,0,0.0739344881367929,0,0,-0.0406376782690659
X601988.CH.EQUITY,0.386399043813103,0,0,0.00302762913357734,0,0,0,0,0,0,0.0657567673141257,0,0,0,0,0,0,0,0.0148564879808749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162113656643007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330816394567036,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750561709017666,0,0,0,0.428389443888364,0,0,0,0.120450640064913,0.0536310978903406,0,0,-2.77555756156289e-17,0,0,0,0,-0.0349401862056623,0.406741530462117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.10972383455178,0,0,0,0.264408188336281,-0.176445965323012,0,0.184346349012336,-0.225256674786545,0,0,0,0,0,0,0,0,0.626455683962954,0,0,0,0,0,0,0.118878566755108,0,0,0,-0.00754222786221348,0,0,0,0,0,-1.16855262035092,0,0,0,-0.255732797833484,1.16831444427189,0,0,0,0,0,0
