,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231768736488345,0,0,0,0,0,0,0,0,0,0,-0.270540552312848,0,0,0,0,0,0,0,0,0,0,0,-0.319266051874766,0,0,0.786026373290664,0,-0.180397157503482,0,0,-0.0510924602439327,0.268730975532206,0,-0.0225139545775272,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.145279321504764,0,0.121544918122491,0.0318300927561557,0,0,0,0.0401780457401881,0,0,0.028708746222546,0.148349727517492,0,0,0,0,0,0,0.0402360836197779,0,0,0,0,0.0644852724482364,0,0,0,0,0,0,0,0,0,0.372370744137195,-0.0771696250588405,0.0273747223245918,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.229844739301217,0,0,0,0,0,0,0,0.0115149815705374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104996877086654,0,0,0,0,0.0386772490058618,0,0.0328531850325977,0,0,0,0,0,0,0.345350176886893,0,0,0,-0.00650140159184228,0.0961795579667844,0,0,0,0,0,0.0382444260330183,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.245319177646557,0,0,0,0,0,0,0.0899278826521981,0,0,0,0,0,0.125367301096316,0,0,0,0,0,-0.0130874421801378,0,0.108661681923059,-0.015585149193865,0,0,0,0,0,0,0,-0.0739442303709643,0,0,0,0.270812723849296,0,0,0,0.180413371681731,0,0,0,0.0859239117162657,0,0,-0.0268029220626446
X5.HK.EQUITY,-0.101902248351506,-0.252027493681687,0,0.113450202940696,0,0,0,0,0,0,0,0,0,0,0,0,0.326539076205614,0,0,0.126632388598783,0,0,0.198676566657812,0.405648002500226,0,0,0,0,0,-0.0539179219107963,0,0,0,0,0,0,0,0,0,0,0,0.181672671811613,0.0363018802509691,0,0,0,-0.0387496048460834,0,0,0,0
X601988.CH.EQUITY,0.237178665628412,0,0,0.572760112588249,0,0,0,0,0,0,0.118344379026991,0,0.143877867966764,0,0,0.081134525830092,-0.0667997703385364,0,0,0.00892764137535796,0,0.0177324310136202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376132107071085
X600036.CH.EQUITY,0,0.679062966476002,0,0,0,0,0,0,-0.118273026934274,0,0,0,0,0,0,0,0,0,0.0314902740741061,0.0738138520259717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220466520408969,0,0,0,0.0608212329954136,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.00216086214438228,0,0,0,0,0,0,0,0,0,0,0,0,0.401249227811668,0,-0.136330832403578,0.128271183442673,0.0941431823114938,0,0,0,0,0.100499545985662,0.215611403013471,0,-0.141732742530927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505291402760803
X601628.CH.EQUITY,0,0.172462330293743,0,0.0183083846952795,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.268860523418996,0,0,0,0,0.00101791204794116,0,0,0,0,0,0.145417339467666,0,0,0,0,-0.0402604999813624,0,0,0,0,0,0,0.113096258797671,0,0,0.08876575310425,0,0,0,0,0,0,0,0,0.108292187201406,0,0
X601328.CH.EQUITY,0,0.0935732064122618,0.108484227088946,0.342175046830409,0,0,0,0,0,0,0,0,0,0,0.0356441512632342,0,0,0,0.042727637076799,0.013229358719072,-6.93889390390723e-18,0.00901701250681699,0,0,0,0,0,0.166853129088993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169530505814954,0.0865859921815544,0,0,0,0,0,0,-0.244999774032359
X601166.CH.EQUITY,0,0,0,0,0,0.332158740907554,0.0605374742843769,0,0.135141185230559,0,0,0,0,0.668591699790862,0,0,0,0,0,0,0,0,0,0,-0.387853004698512,0,0,0,0,0,0.0343188609990162,0,0,0.387425862052919,0,0,0,0.266098798426157,0,0,0,-0.139186389076807,-0.216585905545666,0,0,0,0,-0.0518538528597122,0,0,-0.0483523552382986
X600000.CH.EQUITY,0.13577768304198,0,0,-8.67361737988404e-19,0,0,0.227137163710399,0,0,0,0,0,0,0.0153025359016411,0,0,0,0,0,0,0,0,0,0,0,0.378025769431115,0.0062019227905154,0,0,0,0,0,0,0,0,0,0,0.177251771684396,0,0,0,0.0314050820869682,0,0,0,0.19091227075836,0,0,0,0,0.0774118504300669
X601319.CH.EQUITY,0.0957932325892655,0,0,0,0,0,0,0,0.351661117115216,0,0,0,0,0,0,0,0,0,0,0.161839568897273,0,0,0,0.0831806654471371,0,0,0,0,0,-0.00119902291991729,0,0.0390618125681871,0,0,0,0,0,-0.0440205728716142,0,0,0,0,0,0,0.179265058977389,0,0.12709336968356,0.135661861728459,0,-0.036820616354449,0
X601601.CH.EQUITY,0,0,0,0,0,-0.14516642443582,0,0,0.250923453134464,0,0.0947354298618948,0.0378303057251772,0,0,0,0,0.224051157859262,0.292346852709104,0,0,0,0,0,0,0,0.0778700635841701,0.0604118039991288,0,0,0,0.0289202974036599,0,0,0,0,0,0,0,0,0,0,-0.162298844279925,0,0,0,0,0,0,0,-0.0625072111330531,0.16697340121719
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0171452755320269,0,0,-0.0201693773220171,0,0,0,0,0,0,0,0.0242833990803527,0,0,0,0,0,0,0.225572420277199,0,0,0,0.131714016444507,0.114732906250033,0.184799165722373,0,0,0,0.160448018502141,0,0,0,0,0.346522915542592,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.129528058541654,0,0,0,0.0959862926090078,0,0,0.34118941514845,0,0,0,0,-0.0281191903869356,0,0,0,0,0,0,0,0,0,0.152832977184781,0,0.155021065397034,0,0,0.0359403018013798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0831808844587007,0,0,0,0,-0.131207043401808,0,0,0,0
X000002.CH.EQUITY,0,0,-0.0981829934699525,0,0.105624930109001,0,0,0,0,0,0,0,0,0.33197549384166,0,0,0,0.14199799356104,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.269211440132327,0,0.329357926252688,-0.304903369001056,-0.0996459375936217,0,0,0,0,0,0,0,0,0,0.116620460944844,0,0,0,0,0,0,0,0.344569117008546,0
X000001.CH.EQUITY,0,0.041749415521354,0.0429107922823857,0,0,0,0,0,0,0,0,0,0.0734526221402656,0,0,0,-0.0521221849392063,0,0.134760579781996,0,0.0517946540414994,0,0,-0.029192149047243,0,-0.149569873436671,0,-0.0906349395627105,0,0,0,0.0969506749786071,0,0,0,0.249362583166595,0,0.323383807326191,0.0829639278463218,0,0,0,0,0,0,0,-0.00271254213536703,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0681381537557078,0,0.32948252907928,0,-0.0941253631028991,0.0197615815036614,0,0,0,0,0.0975734607936126,0,0,0,0,0,0,0,0.254393658434244,0,0.0821666338894795,0.00607510454135577,0,0.0364697451684736,0,0,0,0,0,0.0154736233247872,0,0,0,0,0,0,0,0,-0.197045405922329,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0246334596350111,0,0.0945750663132263,0.479155730306458,0,0,0,0,0,0.0844036998668997,0,0,-0.129097351563561,0.0177475174241188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429076813076885,0,0,-0.313582265374256,0,0,0,0.305119261685227,0,0,0,-0.00696237819359417,0.430759760135162,0,-0.0775892136125987,0.0504096967568551,0,0
X600030.CH.EQUITY,0.0661122482414512,0.0551314963123993,0,0,0,0.120769750019116,0,0,0,0,0,0,0,0,0,0.0159384127738183,0,0,0.108218597849629,0,0,0,0.0110984173126632,0,0,0,0,0,0,0,0,0,0,0,0.424240536315571,0,0,0,0.055759592543287,0,0,8.67361737988404e-19,0,0,0,0.0950183536955621,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.304887353623873,0,0.108844057587932,0,0,0,0,0,0,0,0,0,0,0,0.0171595904452097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106308942433911,0,0,0,0,0,0,0,0.133286229772461,0,0.150723786357655,0,0,0,0,0.0913354375904461,0
X2388.HK.EQUITY,0.0301801568623124,0,0,0,0.533774172218666,0,0,0,0.0475025138897318,0,0,0,0,0,0.251111697763489,0.0256627213731438,0,-0.0715774003623902,-0.0723887626382626,0,0,-0.0481383362697771,0,0,0.42398556129743,0,-0.0171916287950601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351496015605071
X601998.CH.EQUITY,0,0,0,0,0.126412481647218,0,0,0,0,0,0,0.312041322679952,0,0,0,0,0,0,0,0,0,0,0,0,0.248001656146796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103106428640625,0.0801104850578732,0.091215095479548,0,0,0,0.0906959834893943,0,0,0
X688.HK.EQUITY,0,0.118097044494314,0,0,0,0.112848483823368,0,0.1064358553126,0,0,0,0,0,0,0,0,0,0.123139361022029,0,0,0,0,0.198792861150943,0,0,0.0657450742914753,0,0.294161404993327,0,0,0,0.211964805742542,0,0,0,0,0,0,0,0,0,0,0,0,0.0679526455251587,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.00642676331087276,0,0,0,0.0379439297306031,0.034483548897968,0.149364738913174,0.199979546744633,0.297336726964238,-0.0795870536249745,0,0,0,0,0,0,0,0,0.148964812756447,0,0,0.069532615141534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691401331105387,-0.0129798862617355,0
X601818.CH.EQUITY,0,0,0,0.332674727072515,0,0.0409606867144423,0,0,0,0,-0.213719346091496,0.127543677677507,0,0,0,-0.093737263719581,0,0,0,0,0,0,0,0.210387272189539,0,0.168638057274978,0,0,0,0.112999510731335,-0.0157419254082137,0,-0.114312351028417,0,0,0,0,0,0,0,0,0.00916250420515573,0,0,0,0,0,0,-0.0966639501473956,0,0
X2007.HK.EQUITY,0,-0.0462598792789284,0,0,0,0,0,0,0,0,0.0410999437472603,0,0,0,6.93889390390723e-18,0.03879910473589,0.174052830408724,0,0,0,0,0,0,0,1.73472347597681e-18,-6.93889390390723e-18,0,0,0,0,0.0178392873791302,0,0,0,0,0,0,0,0,0,0.436702528723105,-0.0523192548388446,0,0,0.0929359913969817,0,0,0,0,-1.0842021724855e-19,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.248431064765422,0.0826233147812437,0,0,0.115049608846287,0.306500632143648,0,0,0.112476427593214,0,0,0,0,0,0,0.00632795383189083,-0.0366941343402701,0.0558071525081027,0,0.0499199514552166,0,0,0,0,0,0,0,0,0,0,0.0116409637951319,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0.0485242043277264,0,0,0,-0.151032362923812,0,0.088218165401632,0,0,-0.21105099478568,0,0.108848919823989,0,-0.0292765066089862,-0.122220345825656,0,0,0,0,0,0,0,0,0.442614844721524,0,0,0,0,-0.0600926570786989,0,0.30158409142509,0,0,-0.0835145096492961,0.201413689173241,0,0.00491903259499481,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,-0.0264410465187431,0,0,0,0,0,0,0,0,0,0,0,0,0.193569160081351,0.0899093534368015,0,0,0.189076806350665,0,0,0,0,0,0.356137035063024,0,0,0,0,0,0,0,-0.0928803387606364,-0.0630251952362801,0,0,0.268115904240759,-0.0468563794614448,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0.233814855970097,0,0,0,0,0,0,0.247353916230195,0.268684023519498,0,0,0,0.0257100155873289,0,0,0,0,0,0,0,0,0.0582482000729462,0.0548768554475215,0.0176772560481626,0,0,0,0,0,0,-0.0720981326087081,0,0,0.107277485113144,0,0,0,0,0,0.0184819826187253,0,0,0,-0.106488682516049
X601688.CH.EQUITY,0.162640900990035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480549367945078,0,0,0,0,0,-0.073329270762065,0,0,0,0,0,0,0.00142513695518564,0.199815531445704,0.0476324611984039,0.0482350419739856,0,0,0,0,0,0,0.103245788766909,4.33680868994202e-19,0.27005613562687,0,0.251457503105753,0,0,-0.0629854939290992
X601066.CH.EQUITY,0,0,-0.0998001606918124,0,0,0,0,0,-0.0589484622426895,0,0,0,0,0,0,0,0,0,0,0,0.00053584483589848,0,0,0,-0.0165859925097642,0,-0.0217704873061975,0,0,0,0,0,0.59407066198687,0,0,0,0.027865090654219,0,0,0,0,0.0631393949596833,0,0.00337513147587565,0,0,0,0.0923173092495,0,0,0
X601211.CH.EQUITY,0.00497458460800541,0,0,0,0,0,0,0.0285819379993501,0,0,0,0,0.244677156248138,0,0,0,0,-0.122419243526397,0,0.000248219110716051,0.360919488408687,0.0559663192608975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641497224523462,0,0,0,0.259168377346317,0,0,0,0.0162683562150015,0.0214854747845692
X001979.CH.EQUITY,-0.101225023085186,0,-0.0900127876638411,0,0,0,0,0,0,0,0,0,0.0143559111741351,0,0.080048732331813,0,0,0.113150914176478,0,0,0,0,0,0,0,-0.154011995663648,0,0,0.0674774431050813,0.272021930855569,0,0.0641517460457584,0,0,0,0,0,0,0,0,0,0.254485727995313,0,0.480377838732716,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.132170331765893,0,0,0,0,0,0,0,0.0464335402440702,0,0,0,-0.0286271247370213,0,-0.0297653461702405,0,0,-0.0544929790530742,0,0,0,0.0232245520740813,0,0,0,0,0,0,0,0,0,0,0.118114247944792,0,0,0.302785260530043,0.319745552275615,0,0.0580271814093183
X002142.CH.EQUITY,0,0.0240340267954055,0.269453461320799,0,0,0,0,0,0,0,0.118835409511688,0,0,0,0,0,0.0727963855729765,0.223457744257017,-0.00515565619858109,0,0,0,0,0,0,-0.087633079923124,0,0,0,0,0,0,0,0.0409583932558472,0,0,0,0,0.0434604496510608,0,0,0,0,0,0,0,0.0835507385574093,0,0,0,0.0902566061695532
X601229.CH.EQUITY,0.509535365718161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196467947249792,0,0,0,0,0,0.150626522808123,0,-0.027636266265573,-0.178063560528251,0,0,0,0,0,0,0,0,0,0,0.109303309702706,0,0,0,0,0,0,0,0,0.256580931564971,0,0,0,0
X601336.CH.EQUITY,0.0571423331619321,0,0,0,0,0,0.0674692493887527,-0.056472669674812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941136757591811,0,0,0.0111509895542603,0,0.0880884667736685,0.219455424629542,0,0,0,0,0,0.144395172826843,0,0,0.33592729492216,0,0.167200924773441,0,0,0,0
X1997.HK.EQUITY,0.135523713230359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160667259701116,0,0,0,0,0.181224483397027,0,0.0671804394766159,0,0,0,0.212391733869687,0,0.325504945710787,0,0.0220131515607126,0,0,-0.153053461695269,0,0,0,0,0,-0.127532853233828,0,0,0,0,0,0,-0.0401081098257257,0,-0.14451416803827
X2882.TT.EQUITY,0,0,0,0,0,0,0.0915917354177191,0,0,0,0,0,0,0,0,0,0.0672831856018446,0,0,-0.0244375999068554,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00451227127326193,-0.0973428367070162,0,0,0.00697071043747645,0.0858444604403187,0,0,-0.051686594009533,0,0.0490051535415115,0,0,0,0,0.0224590602106325,0,0.271260015629062,0,0,0,0
X600015.CH.EQUITY,0,0,8.67361737988404e-19,0.0996458500914397,0,0.0531653188029736,0,0,0,0,0,0.21439432254708,0,0,0,0,0,0,0,0.0273607084058445,0,0,0,0,-4.33680868994202e-19,0,0,0,0.05167471993929,0.104759936941442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469120706434945,0,0,0,0,0,-4.33680868994202e-19,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.449922798405774,0,0,0,0,-0.0136596438478412,0,0,-0.100496457056184,-0.00807951779390661,0,0,0,0,0.13644674855213,0,0,0,0.135926792890531,0,0,-0.0413170062710749,0,0,0,0.168511609117617,0,0.344759720388347,0,0,0,0,0,0,0.798825047377672,0,0,0,0,0,-0.136651921421858,0,0.0337197028655769
X000166.CH.EQUITY,0.0747943468537306,0,0,0,0,0,0,0,0,0,0,0.00946527230747965,0.0647860393580203,0,0,0,0,0,0,0,0,0,0,0,0,0.0668332525035092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085154613322597,0,0,0,0,0,0.436123310194525,0,0.0992936100993495,0.196660102242879,-0.0454079774202543,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0697173168429212,0,0.041557382333639,0,0,0,0,0,0.288817385243324,0.0512454800675698,0,0,0,0,0.0123800294358619,0,0,0,0,-0.141254158336956,0,0,0,0.197421527764386,0,0.342510017219169,0,0,0,0,0.0113305100735654,1.0842021724855e-19,0.0372710874499173,0,0,-0.033130778770592,0,0.0165930180943609,-0.0359558587811036,0
X2881.TT.EQUITY,0,0.052337415373737,0,0,0,0,0,0.135195432990384,0.292971999615467,0.0465515119675993,0,0,0,0,0,0,0,-0.302814993899983,0,0,0,0,0,-0.325840369992468,0,0,0,0,0,-0.184021027458583,0,0.10517664216596,0,-4.33680868994202e-19,0,0,0,0,0.378120963514808,0.268586177799209,0,0,0,0,0,0,0,0,0,0,0.413257668326364
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.178164385565818,0,0,0,0,0.108331318918809,-0.0287300570027967,0.157428601096362,0,0,0,0,0,0.162223079911855,0,0,0.0416324832868277,0,0,0,0,-0.113907800328527,0,0,0,0,0.122946728113528,0.0145312769693988,0,0.11217757276714,-0.0298540047370102,0,0,0,0,0,0,0.128478724536583,0,0,0,0,-0.115580215114008,0
X002736.CH.EQUITY,0,0,0.0295136348572985,0,0,0,0,0,0,0,0.155044502724717,0.107347654746572,0,0,0.0931264866024707,0,0,0,0,0,0,0,-0.115590549117256,0.0996175822737964,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.184990014141923,0.0253463059870846,0.00135083389697211,0,0,0,0,0,0,0.262530346812072,0.132910373971501,0,0,0,0,0.0163299685848667
FXI.US.EQUITY,0,-0.0755963872177138,0,0,0.026182524129944,-0.0524491658347017,0,0,0,0,0.0364372334345711,0,0,0,0,0,0.0498509441212517,0,0,0,0,0.726426173569709,0.127692818056441,0,0,0,0.131669454863514,0,0,0.117227028170423,-0.173599030659968,0,0,0,0,0,0,-0.0350086036305171,0,-0.253212612560272,0,0.164292413138655,-0.0242587849616147,-0.0196498547316055,0,0,0.0187669109837524,0,0,0,0
CN2YR,0,-0.517629042208533,0,0,0,0.14867188666998,0,-0.232586041702317,0,0,0,0,0,0,0,0,0.158000448423052,0,0.210946349710359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411588160278345,-0.100394367189781,0.080932989013775,0.317155108067818,0.0940971415985994,0,0,0,-0.11624866497662,0,0,0,0,0.454377673407621,0,0.00172073994062886,0,0
