,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.237816811563538,0,0,0.0875570242971543,0,0.2397267686182,0,0,0,0,0,0.128699889467005,0,0,0,0,0,0,0,0,0,0,0,0,0.0383122495572129,0,0,0,0,0,0.0939634141404074,0,0,0.0234637172406191,0,0,0,0,0,0,0,0,0,0.107450546721476,0,0,0,0,0
X601318.CH.EQUITY,0.19208661568676,0,0,0,0,0,0,0,0.269846703229829,0,0,0,0,0,0,0,0.367489428799847,0,0.132182426520972,0,0,0,0,0,0,0,0,0.0311260507976664,0,0,-0.0613300792481567,0,0,0,0,0.0448153734276951,0,0,0,0,0,0.00207738061863832,0,0.0335087884426522,0,0,0,0,0,0.0339849119215692,0,0
X601939.CH.EQUITY,0.0609443527271938,0,0,0.271798449814284,0,0.0510966380496096,0,0,0,0,0,0,0,0.429008146707739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445743367832099,0,0,0.0667739818894337,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352287657257051,0,0.0262793566785322,0,0,0.488078028305787,0,0,0,0,0,0,0,0,0.0301162639792027,0,0,0,0,0,0,-0.0290293296761166,0.0174487817053331,-3.46944695195361e-18,0,0,0,-0.000287774959503823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101458091796998,0,0.00345166921233169,0,0
X5.HK.EQUITY,0,0,-0.0936112188201023,0,0,0,0,0.0344263398333496,0,0,0,0,0.00268214029462468,0,0,0,0,0,0,0,0,0,0.426412308859983,0,0,0,0,0.0767864978992976,0.41503903533026,0,0.00606692918702234,0.253590583813437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441415582205196,0.188618343285027,0
X601988.CH.EQUITY,0.372397754438321,0,0.000241556943294345,0,0,0,0,0,0,0,0.0954429097533812,0,0,0,0,0,0,0,0.0246225732389896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158498544487138,0,0,0,0,0,0,0,0,0,0,0,0.302612290710494,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601608138637252,0,0,0,0.470462455342373,0,0,0,0.122786350217762,0,0.10655203198059,0,0,0,0,0,0,0,0.269412762595204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304569065361989,0,0,0,0,0,0.205441724606881,0,0,-0.241371474656645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602094196332248,-0.0975579638008165,0,0,0,0,0,-0.0271253227404854,0,0,0.753576391059715,0,0,0,0,0,0.623821396022675,-0.0864367803028326,0,0,0,0
