,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.096971728142946,0.404149984582247,0.0602435741956325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139147950110775,0,0,0,0,-0.0418640365973547,0.00553153064665835,0,0.0410435698829963,0.0649727295703597,0,0,0,-0.0828714668321572,0
X601318.CH.EQUITY,0,0,0.0642271314866256,0,0,0,0,0,0.115816113799477,3.46944695195361e-18,0.0337620410592354,0,0.0547363062705766,0,0,0,0,0.0751922671213667,0,0.143149345679497,0,0.0655805179960447,0,0,0,0,0,0.0832598570434848,0,0,0.0522394956220384,0,0,0,0,0,0,0.145553011488262,0,0,0,0,0,0,0,0,0,0.062142379397105,0,0,0,0.0956840780083575
X601939.CH.EQUITY,0,0,0,0,0.0944287303724926,0,-0.0301558762182618,0,0,0,0.0974140535194696,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0080629362984594,0,0.619539116926579,0,0,0.151635521583849,0,0.0992775047425876,0.0183053901216571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0841114280469839,0,0.0578575821581435,0,0,0.00475885424540913,0,0.392109271591767,0,0,0,-8.67361737988404e-19,0,0,0,0.00738518135792423,0,0,0,0,0,0,0,0,0,0,0,0,0.157936139144901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149806850589132,0,0,0,-0.0267432152160811
X601628.CH.EQUITY,0,0,0,0,0.0953150232050662,0,0,0,0,0,0,0,0,0,-0.182294775363083,0,0,0,0.0152507407442326,0,0,0.0564152942069704,0,-0.0120690538734893,0,0,0,0,0,0,0,0,0,0.641366062421154,0.0360422049046952,0,0,0,0,0,0,0,0,0,0,0,0,0.0749994277755147,0,0,0,0.209740275197162
X1299.HK.EQUITY,0,0,-0.12984560045752,0,0,0,0,0,0,0,-3.46944695195361e-18,0.127368119079247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852356083977772,0,0,0,0.128391604166516,0,0.0392975310214009,0,0,0,0,0,0,0.168367850943701,0,0.0462055461668222,0.278491312707214,0.0912421050970381,0.157462611294457,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,8.67361737988404e-19,0.231583080992283,0.71119608534291,0,0,0,0,0,0,0,0.00686617179819346,0,0,0,0.0445837565915373,0,0,0,0.0723748229102208,0,0,0.103639046514265,0,0,0,0,0,0,0.0903941941057666,-0.119115026331344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034424338360081
X5.HK.EQUITY,0,0,0,0,0,0.00938510156253855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131352477310875,0,0,0,0,0.0846647750364755,0,0.176223603310794,0.0153623322072693,0,0,0,0,0,0,0,0,0,0,0,0.337389774016983,0,0,0.162192558110618,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.028345798081775,0.0588442464616012,0,0,0,0,0,0,0.0638488126606581,0,0.151199202141938,0,0.112334843115343,0,0,0,0,0,0,0,0,0.177555771579383,0,0,0,-1.73472347597681e-18,0.381703882672078,0,0,0,0,0.0301660140858601,0,0,0,0,0,0,0,0,0,0,0,-0.0101519068200466,0,0,0,0,0,-0.00629813486591715
