,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.152701872159948,0,0,0.00385957227587876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994286675852163,0.358691339886907,0.0892299188480051,0,0,0,0,-0.111933574036796,0,0,0,0.190911187422878,-0.205998358893653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170008157687037,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.880388090282349,-0.00550305974832706,0,0,0,0.00988830422477008,0,0,0,0,0,0,0,0,0,0,0.0619748248354823,0,0,0,0.0295503073594578,0,0,0,0,-0.108597613780756,0,0.0912956548156364,0,0,0,0,0,0,-0.0181546710259549,0,0,0,0.0591386474324712,0,-0.0656585232975819,0,0,0.0411710479635795,0,0,0,0.0666436733096793,0
X601288.CH.EQUITY,0.0242941587286757,0,0.756831314484112,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0454108797382355,0,0.259609890127472,0,0,0.00752728910554736,0.122766903761069,-0.0105424265544735,0,0,0,0,0,-0.103691586421455,0,0.0382154356885676,0,0,0,0,0,0,0,-0.0623117554174522,0,-0.104326206505647,0,0,0,0,-0.0417750797514318,0,0,0,0,0,0,0,0,-0.0244184405283279,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.539643315545066,0,0.284935082286698,0,0,0.115407574441322,0,0,0,0,0,0,0,0.046834794182004,0,0,0.0267335390286785,0,0,0,0,0,0,0,0,0,-0.0914881196184056,0,0,0,0,0,0,0,0.0906472816978938,0,0,0,0,0,0,0.100005948203147
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0
X600036.CH.EQUITY,0,0,0.280575713160368,0.164947226214821,0,0,0,0.0805381256812412,0.0608863707841613,-0.0712894485025279,0,0,0,0,0.109086852076751,0,0,0,0,0.0303618564455821,0,0,0,0,0,0,0.0189663447774914,0,0,-0.00620789389093832,0,0,-0.0136167798051083,0.246473627727565,0,0,0,0.0551843475552711,0,0,0,-0.0997878281438822,0,0,0,0,0,0.0552234878142147,0,0,0.0864557765294844,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857394672698014,0,0,0,0,0,0,0,0,0,0,0.0348735669044378,0,0,0,0,0.183291840811934,0,-0.0613339114564966,0,0,0,0,0.165334621055588,0,0,0,0,0,0,0,0,0.038299086441298,0.0229892633132188,0,0,0.175752608233168,0.116697212223293,0,0,0,0,0.443766896724876,0,0,0.0840036708075467,0
X5.HK.EQUITY,0,0,0,0,0,-0.251695425850027,0,0,0,0,0,0,0,0,0,0,-0.108915203579309,0,0,0.163503063341775,0,-0.073308398211533,0,0,0,0.808755660521854,-0.287604236644363,0,0,-1.38777878078145e-17,0.691761634534806,0,0,0,0,0,0.16417089673416,-0.145267259516281,0,-0.0936634476029305,0,0,0,0,0.0907263149089563,0,0,0,0.221823912265105,0,0.258434952934359,0
X388.HK.EQUITY,0,0.236709353581105,0,0,0.0472716493459839,0,0,0,0,0,0,0,0,0,0.0032364808350083,0,0,0,-0.278513584725411,0,0,0.23283326556926,0.502085403049403,0,0,0,0.0166724095854264,-0.07766565796826,0,0,0,0,0,0.149241386615686,0,0,0.0605112684229876,0.26812106150692,0,0,0,0,-0.347420949639814,-0.0494672661403052,-0.0414284114981589,0,0,0,0,0,0,0
