,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.123275333903189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165844062047911,0,0,0.445099478529737,0.52320819142603,0,0,-0.227833150658826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727184895425845,0,0,0,0,0,0,0,-0.0644416734618075
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241
X601939.CH.EQUITY,0,0.0253052715994241,0,0.763942971412233,0,0,0,0,0,0.00735087492192778,0.106617867642463,0,0,0,0,0,0.0889919722300154,-4.33680868994202e-19,0,0,0,0,0.00514613656155834,0,0,0,0,0.0122910612957296,0.0672986574730737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.986068691856686,0,-0.00752157214846916,0,0,-0.0602189590795996,0,0.0229720845831716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501819473772721,0,0,0,0,0,0,0,0,0,0.0174622663449375,-8.67361737988404e-19,-0.0411400970980014,0,0,0,0,0.0664851357308554,0,0,0,0,-0.112797521320087,-0.0120136302354562
X601628.CH.EQUITY,0,0.083764971110865,0,0,0,0,0,0,-0.0693343265065213,0.252854670558144,-0.0616705948680405,0.302536392653813,0,0,0,0,0,0,0.337065814453724,0,0,0,0,0,0,0,0,0,-0.0830377695421984,0,0.0175531570389131,0,0,0,0,0,0.151336001847133,0,0,0,0,0,0,0,0,0.148527733130384,0,0,0,0,0,0.0179700138201055
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0627025588106508,0,0.0132765395433537,0,0,-0.0572204947449223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730992499019388,0,0,0,0,0,-0.025653699279985,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000464034355011365,-0.134229474482629,0,0.999771693542593,1.73472347597681e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.206332225677239,0,0,0,0,0,0,0,0,0,0,0,0.291201722665143,0,0,0,0.0512982949519393,0,0,0,0,0,0,0,0.137417222617928,0,0,0,0.0534263857133853,0.13487311079577,0,0,0,0.00839902696855056,0.0630650473073937,0,-0.0136273520965118,0,0,0,0.165260395214722,0,0.041036852935167
X5.HK.EQUITY,0,0,0,0,-0.0203785088362053,0,0,-0.0261953488773372,0,0,0,0,0,0,0,0,0,0,0,0,0.0253783714067467,0,0,0,0.198092458158144,0.332570581490828,-0.103775838916172,0,0,0,0.0233274484936476,0,0,0,0,0,0,0,0.0238312515852824,0,0,0,0,0.291801654150466,0,0.0314344513734658,0,0,0,-0.306525935941793,0.239284208300481,-0.0615786736312442
X388.HK.EQUITY,0,0,0,0,0.214140529673977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121943220270984,0.253774937068539,0,0,0,8.67361737988404e-19,0,0.128089361379262,-0.0142055140306054,0,0,0,0,0.126757130110107,0,0,0,0,0,0,-0.00430015665908406,0,0,0,0,0,0,-0.183522382682365,0,0,0,0.288889245921958
