,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.143959361807869,0,0.0166268121695536,0,0,0,0,0,0,0.283024464759309,0.244499754670661,0,0,0,-0.096234694961428,0,0,0.0178969282514345,0,0,0,0,0,0,0,0,0,0,0,0,0.265288238485543,0.0253126456988474,0,0,0,0,0,0.0408284660440433,0,0,0.0614880958375722,0,0,0,0.0203435143552718,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0
X601939.CH.EQUITY,0.473983594740287,0,0,0,0,0.18421925739519,0,0,0,0,0,0,0,0.061224796892514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370528288423547,-0.11539265805046,0,0,0.0490421669720527,0,0,-0.0446113995885759,0,0,0,0,0
X601288.CH.EQUITY,0.523617947286853,0,0.15190091030516,0,0.126329241297955,0.0102486932899134,0,0,0.0835980711127272,0,0,0,0,0,0,-0.055501982223173,0,0,0,0,0,0,0,0,0,0,0.0934098511411371,0,0,0,0,0,0,0.00580287902088627,0,0.0461341707836403,0,0.069946226020055,0.178644738466962,0,0,0,-3.46944695195361e-18,0,0,0.0121073172454232,0,0,0,0,-0.0578879207878992
X5.HK.EQUITY,0,0,0.217190433540781,0.0729067955520226,0,0,0,-0.108345571810857,0,0,0.100033913845985,0.229458895352294,0,0,0,0,0,0.625001788187522,0,0,0,0,-0.148300070337351,0.0410275001591325,0,0,-0.159240823736519,0,0,0,0,0,0,0,0,0.0335512277258749,0,0,0,0,0,0,0,0,0,0.171691578480701,0,-0.0316106884202582,0,0,0
X601988.CH.EQUITY,0.0913611684022461,0,0.134232652675649,0.145875628832939,0,0,0,0,0.144030134195204,0.1079889546502,0.163082969243446,0,-0.325012964011729,0,0,0,0,0,0.00079115982711847,0,0,0.213839672291387,0,0,0,0,0.0698571202940603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247430711423798,0,0,0,0.0180051860891443,0,0
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129130780388028,0,0,0,0,-0.0165958090263982,0,-0.0323977955969887,0,0,0.225676898684169,0.259458422950356,0.197253641338558,0,0,0,0,0,0,0,0.0957986434056996,0,0,0.0238108294879726,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601628.CH.EQUITY,0.290523114664688,0.1763460557108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889017059880603,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.150666032233802,0,0,0,0,0,0.0420511900004473,0,0,0,0,0,0,0,0,0,0,0,0.0559100085918702,0,-0.0949188878261302,0,0.274358146958179,0.0558982702096121
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
