,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.28254290755175,0.0432491993575297,0.0108532818263126,0,0,0.431402198694577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102319427082,0,0,0,0.0488217320240387,0,0,0,0.0184629673068354,0,0,0,0,0,0,0.0747111185173227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.182689367290316,0,0,0,0,0,0.203955536471013,0,0,0,0.0551510400692844,0,0.165326428649128,0,0,0.0969801223241994,0,0.0516795754275129,0,0,0,0,0,0,0,0,0.1165989547509,0,0,0,0,0,0,0.0526326700411162,0,0.023047131336972,0,0,0,0,0,0,0.0662806295424959,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.447062983739039,0.172025477325854,0,0,0,0,0,0.235657996274669,0,0,0,0,0,0,0,0,0.0123646593332494,0,0,0,0,-0.115522948107217,0,0,0,0,0,0,0.143526121943319,0,-0.0413297709398747,0,0.139392365234677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112493504418176,0.126939159961884,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.529670547519186,0,-0.0776426825072072,0,0.0708321263657045,0,0,0,0,0,0,0,0,0,0,0.147726923680258,0.0633841210439181,0,0,0,0,0.121130248747575,0,0,0,0.0331974454999033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429561419400283,0,0,0,0
X600036.CH.EQUITY,0,0.143191566274484,0,0,0,0.0256517573544533,0,0.00407619294735542,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0
X1299.HK.EQUITY,0,0,-0.161860586991976,0,0,0,0,0,0,0.167490371776136,0,0,0,0,0,0,0,0,0,0,0,0,0.0451201635301423,0.169358984988458,0,0,0,0,0,0,0,0,0.1735855263312,0,0,0.096656182577855,0,0,0.0891888424659969,0,0,0.0553293290881511,0.311761812404616,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0487008895744587,0,0,0,0,0,0,0,0,0,0,0,-0.0287479400058116,0,0,-0.113435660234853,0,0,0,0,0,0.0796343688392044,0,0,0,0,-0.115189721945532,0,0,0,0,0,0,0,0.533963814736271,0,0,0,0.00117725872899613,0,0,0,0,0,0,0,0,0,0,0,0,0.0459297035851307
X601988.CH.EQUITY,0.0400320100122116,0,0.0908290225033873,0.3559504684833,0,0,0,0,0,0,0,0,0.20814737252569,0,0,0,0.150021168644184,0,0.0177895712550441,0,0,0,0.026070743771014,0.00931580450953066,0,0,0,0,0,0.117211978326256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0
X5.HK.EQUITY,0,0.352519642684122,0,0,0,0,0,0,0,0,0,0,0,-0.202954770085614,-0.0801647177112311,0,0,0,0,0,0,0,0,0.269007269403985,0,0.134362779063329,0,0.0484193954729354,0,0,0,0,0.00256560529192253,0,0,0,0,0,0,0,0.216916578441549,0,0.127542375087027,0,0,0,0,0.136507447250526,0,0,0.0234099446356713,-0.051443928410809
X388.HK.EQUITY,0,0,0,0,-0.0996466841646445,0.265672388375533,0,0,0,0,0,0,0.0277471456723906,0,-0.00292478976664374,0,0,0,0,0,-0.130716033362931,0.43242090709517,0,0,0,0,0,0.0368465331405472,0,0,0,0,0,0,0,0,0,0,0.0599453219885351,0.121059955010583,0,-0.0884398104502339,0,0.168396690282541,0,-0.350597140719778,0,0.0183143837003744,0,0,0.177788805717996,-0.0344329414837865
