,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.329673405831302,0,0.240398766155518,0.0570587763254885,0,0,-0.0926613059210135,0,0,0,0,0,0,0,0.0517118550174102,0,0,-0.0723782530916838,0,0,0,0,0.0304268147402289,0,0,0,0,0,0,0,0.0620204229671611,0,0,0,0,0,0,0,0,0,0.00797813970371434,0.411356346091779,0,-0.0415822588821261,0,0,0,-0.10562961343981,-0.0245165340795481
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0,0.173847916391256
X601939.CH.EQUITY,0,0,0,0.70161857626951,0,0,0,0,0,0.0685469899566865,0,0.277726842814711,0,-0.0347146870221531,0,0.034458074336078,0,0,0,0,0,0,0.0357011534476639,0,0,0.00224202034390304,0,0,0,0.00329662988733739,0,0,0,0,0,0.0421887021736704,0,0,0,0,0,0,0,-0.027139033360653,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.161923128841689,0,0.840653478867951,0,0,0,0,-0.0711344728314734,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0167513807877192,0,0,0,0.0209168490158647,0,0,0,0,0,0,0,0,0,0.0234190331086721,0,0,0,0.0281118989356533,0,0,0,0,0.0284484939199104,0,0,-0.154465489193783,0,0,0,0,0,0,0,-0.051447243078816,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.103766922295557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567453647825493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913620726317445,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.129946149734966,0,0,0,0.0323941215095893,-0.0572946082411209,0,0,0,0,0,-0.133256784658682,0.295178334587083,0,0,0,0,0,0,0.0482036453196641,0,-0.14030741536193,0,0,0,0,0,0.0690590931407623,0.0455303952230326,0,0,0.0731576527389299,0,0,0.255006681495412,-0.0253554306292323,0,-0.00240775789912109,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177867727709105,0,0,0,0,0,-0.0240394632869631,0,0,0,0,0,0,0.0275860790011496,0.303402016721478,0,0,0,0.0764454860533715,0,0,0,-0.183971365601807,0,0,0.0577843804540332,0,0,0.0770689826310227,0,0,0.320411808946677,0.110663194894704,0,0.0345549643853269,0,0,0.0321745649394393,0,0
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0,0.0711974973202577
X600030.CH.EQUITY,0,0,0,0,0.0196954995714145,0,0,0,0,0.0534354552745444,0,0,0,0.447464561186468,0,0,0.00400357936387518,0,0,0.0736603515932804,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00748146919913409,0.0648571088485842,0,-1.0842021724855e-19,0,0,0,0.236233887182923,0,0,-0.0231428977878663,0,0,0,0,0,0.231708917376495,0,0,0,0
X601658.CH.Equity,0.130808856668948,0.0300434513256579,0.300478870504675,0.0254900387132847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314544344025487,0,0,0,0,0,0,0,0.175035014660314,0,0,0,0,0,0.157816104963295,0,0,0.0296333922459038,0,0,0.0176871829970604,-0.0469324480481109,0,0,0,0,0.0836805335191543,0,0,0,0.0773492521807769,0,0
