,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.345433380655628,0.0736808337130381,0.0686752009358269,0.048214854461254,0,0,0,0,0,0.239696473124776,0,0,0,0,0,0,0,0,0,0,-0.00364964878645477,0,-0.0308117190917813,0,0.031140753791362,0,0,0,0.00350535333914585,0,0,0,0,0,0,0,0,0,0,0,-0.00589238413224571,0,0.0427196001607341,0,0,0,0,0,0,0.155546874970891,0
X601939.CH.EQUITY,0.449871656472039,0,0,0.0802436782023537,0,0,0,0,0,0,0,0,0,0.105197404780051,-0.14620757868596,0,0,0,0,0,0,0,0,0,0,0.278343162364344,0,0,0,0,0,0,0,0,0,0,-0.0206146004777826,0,0,0,0,0,0,0,0,0,0,0.140353966404483,0.0718732707425701,0,-0.0724845994797158,3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296136788284921,0.0954269760104755,0,0,0.174310225627441,0,0,0,0,0,0,0,0,0.18964880423144,0,0,0,0,0,0.0454509254134168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120910950172421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379404384211485,0,0,0,0,0,0.336472522978762,0,0,0,0,-8.67361737988404e-19,0.208433335429354,0,0.139138266141645,0,0,0,0,0,0,0,0,0,0.0684152806138727,0,0,0,0,0,0,0,0,-0.480034601446514,0,0,0,0,0,0,0,0.0114229277925221,0,0,0,0,0,0,0.310588343538969
X600036.CH.EQUITY,0,0.0258754082263543,0,0,0,0,0,0,0.0530886998819081,0,0,0,0.146333108643088,0,0,0,0,0.0512169706542819,0,0.0276884419594492,0,0,0.153339764044074,0,0,0,0,0,0,0,0,0.357231774769151,0,0,0,0,0,0,0,0,0.0580680737771791,0,0.0407736296752953,0.187052811578245,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0889708743428705,0,0.149547628889709,0,0,0.150096568981599,0,0,0.241805603802521,0,0,0,0,0.225893676032303,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.143424597419357,0,0,0,0,0,0,0,0,0,0,0,0.0548969166985279,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0680680786721025,0,0,0,0,0,-0.108771696779926,0,0,0,0,0,0,0,0,0.0864517660328046,0,0.296126069203905,0.119145648214956,0,0,0,0,0,0,0,0,0.0404291668420958,0,0,0.0758085452615534,0,0,0,0,0.114820637722777,0.0034242755038207,0,0,0,0,0,0,0,0,0.15976083780287,0.0598112816225917
X601658.CH.Equity,0,0,0,0.0229308611315788,0.125241616421965,0,0,0,0,0,0,-0.126018158566824,0,0.20755888901401,0,0,0,0.225908096145967,0,0,0.0878251130870265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271070414505061,0.122906271338318,0,0,0,0,-0.0367635582230608,0,0,0,0,0,0,0,0,0,0
