,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.427112381731741,0,0,0,0,0,0,0,0,0,0,0,0.0700100530444297,0,0,0.139730429198538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0688695801227473,0,0,0,0,0,0,0,0,0,0.0784778296164444,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172105659012789,0,0.220066693167486,0,0,0,0,0,0,0,0,0.242893803430978,0,0.0695191817621313,0.0142463760983467,0,0,0,0,0.132492640602211,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.132231214529606,0,0,0,0.0379734216377832,0,0,0,0,0,0,0,0.0414047348022443,0.0462041205848102,0,0
X601939.CH.EQUITY,0,0,0,0.729475685389344,0.0320499661103348,0.0541061935173724,0,0,0,0.235592097494046,0,0,0,0,0,0,0,0,0,0,0.0501798977055486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234075800161362,0,0,0.0231382953685453,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.41205358738954,0,0.0302378558828944,0,0.942747619432953,0,0,0,0,0,0,0,-0.142842485813056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15234803617199,0,0,0,0,0,0,0,0,0,0,0.0492015759692095,0,0,0
X5.HK.EQUITY,0.0086635597764029,0,0,0,0,0.120742363787586,0.39753513360011,0,0,0,0,0,0,0,0.0447226462049396,0,0,0,0,0,0,0,0,0,0,0,0,-0.206842176452232,0,0,0,0,0,0,0,0,0.0959546373825143,0,0,0.322483580258389,0,0,0,0,0,0,-0.0975568697931648,0,0.0213174756601276,0,0
X601988.CH.EQUITY,0,0,0,0,0.340285470930737,0,0.00720372237026305,0,0,0,0,0,0,0,0,0.0842600335594655,0.105519544624045,0,-0.0775625144630225,0,-0.0627081393194463,0,0,0,0.265453820987663,0,0,-0.0138837448978468,0,0,0,-0.253319785347979,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0771170782395944,0,0,0,0,0,0,0,-0.0182651838553219,0.127468322881423,0
X1299.HK.EQUITY,0,0,0,0,0.228125800218803,0,0,0,0,0,0,0,0.0242446272984542,0,0,0,0.19732667826598,0,0,0,0,0,0,0,0,0.0609883810764471,0,0.108559483141767,-0.141181336044174,0,0.0926603626561989,0,0.0103590727748032,0,0,0,0.397955875258472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408913511328689
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.408189011755236,0,0,0,0,0.0385607432761432,0,0,0.120658743565066,0,-0.110529836657947,0,0,0,0,0.181374996683653,0,0,0,0,0,0.2194657969436,0,0,0,0,0.11501709449167,0,0,-0.0306331210022415,-0.162339560784441,0.0818496292181159,0,0,0.132014713722176,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0819013374991965,0,0.00154234918828098,-0.0846255157635525,0,0,0,0,0,0,0.0516204294543875,0,0,0,0,0,0.204876233070537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405423805569704,0,0,0,0,0,0.21556287193795,0,0.0878616415424356,0.0633840901244048,0,-0.0110675325246205,0,0,0,-0.0178748986092376
X601328.CH.EQUITY,0,0,0.21052086812308,0,-0.0497993146149078,0,0,0.467555319493621,0,0,0,-0.0571378426913239,0.370190592435786,0,0,0,0,0,0,0,0.0342427399903907,0,0,0.0303767710419647,0,0,0,0,0,0,0,-0.162977425589344,-0.239252913013445,0.196452877416345,0,0,-0.00382880504044024,-0.181518538332655,0,0,0,0,0,0,0,-0.0155886732458032,0,0,0,0,0
