,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.213477710677732,0,0,0,0,0,0,-0.0562788462514541,0.165912018983442,0,0,0,0,0,0,0,0,0,0,0,0,-0.209958957142525,0,0,0,0,-0.170268280784121,0,0,0,0,-0.237415857962727,0,0,0.0560352518101494,0,0.734090575772232,0,0.330801446751689,0,0,0,0,0,0,-0.0182577629745982,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,-0.0537802884432574
X601939.CH.EQUITY,0.323672325236048,0,0,0,0,0,0,0,0,0.0151918366762535,0,0,0,0,0,0,0,0.131742633015997,0,0,0,0,0.0246549527365646,0,0.0224301472053564,0,0,0,0.138663473470828,0.0996789335304493,0,0,0,0,-0.174248529867455,-0.0172651032076115,0,0,0.444487124179688,0,0,0,0,0,0,0,0,0,0,0,0.108936546399424
X601288.CH.EQUITY,0,0,0,0,0,0.0317178045839895,0,-0.117248643052135,0.130996497546111,0,0.557265274979198,0,0,0,0.0878408214922085,0,-0.20687448493122,0,0,0,-0.0644765428746185,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.791307816815966,0,0,0,0,0,0,0,0,0,0,0.388175867861457,0,0,0,0,0.212265364495069,0,0,0,0
X5.HK.EQUITY,-0.154883761864478,-0.104884620632003,0,0,0,-0.0463794689358204,0,0,0,0,0,0,0,0,0,0.304265107580521,0,0,0,0.294370304908069,0.0470900684451739,0,0,0,0.417774233982064,0,0,0,0,0,0,0,-0.0247996409141025,0,0,0,0,0,0,0,-0.172812319991207,0,0.183114992214287,0,0,0,-0.0188791641142706,0,0,0,0
X601988.CH.EQUITY,0.137154943711307,0,0.0151285413524333,0.399137282827468,0,0,0.0352646780192371,0,0,0,0.177723819280541,0,0,0,0,0,0.196917903935065,0.14891461878894,0,0,0,0.0352930179966669,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892137314521403,0,0,0,0.123089551854788,0,0,0,0,0.0907586262006403,0.162599162700572,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.09237850435094,0.0139395736695892,0,0,0,0,0,0.0248178528427784,0,0,0,0,0.144012516747361,0.22246281143543,0,0,0,0,0,0,0,0,0,0,0.023733668075348,-0.0025346677156832,0,0,0.0207248685705576,0,0.304968531028147,0,0,0,0,0,0,0,-0.104675100612013,0,0,0,0,0,0,0.0778001691884375,0,0,0,0
X601628.CH.EQUITY,0,0.0374040656219875,-8.67361737988404e-19,0.0535026974315483,0,0,0,0,0,0,0,0,0,0.318781570233622,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0861973794883334,0.0277375004680806,0,0,0,0,0,0,0,0,-0.0540570503128381,0,0,0,0.0451290494911205,0.230606138505746,0.00747510233413435,0,0,0,0,0,0,0.140927860804192,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299862404049731,0,0,0,0,0,0.191357925197459,0,0,0,0,0,0,0,0.254992368612169,0,0.0542215268885825,0,0,0.0881868799666042,0,0,0,0,0,0,0,-0.172545377213859,0,0,0,0,0,0,0,0,0,0.0875351052728043,-8.67361737988404e-19,0,0,0,0,0,-0.23011681512654
