,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0344563831663908,0,0,0,0,0,0,0,0,0,0,-0.00193044757661018,0,0.536649774577039,0.789828522417963,-0.107315842772308,0.010890621988866,0,0,0.207393784526408,0,-0.234031546904794,0,0,0,0,-0.324458004007882,0,0,0,-0.0450272483114047,-0.0801983557330228,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.20797812619246,0,0,0,-0.0185291642460024,0,0,0,0,0,0,0,0.0854488411422639,0,0,0,0,0,0,0,0,0,0,0,0.0325486369983898,0,0.0707734722180614,0,0,0,0,0,0.245999518311816,0,0,0,0,0,0,0,0.0982371562682732,0,0,0,0.218548667428771,0,0.0818516462949053
X601939.CH.EQUITY,0,0,0,0.826022786459947,0,0,0,0,0,0.0184495326696925,-0.0766607745541891,0,0,0,0,0,0.0687925137697667,0.0735581454357496,0,0,0,0.00170434618707213,0,0,0,0,0.055191921531205,0,0.0301296273914222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217929845907998,0,0,0,0,0.0280955758752737,0.0350502970427853,0,0
X601288.CH.EQUITY,0,0,0.918400057878985,0,-0.0849075193455824,0,0,0,0,0,0,0,0,0,0,0,0,0.141191558002924,0,0,0,0,0,0,0,0,0.0639857457832953,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0579541903867862,0,0,0,0,0,-0.00547048999610439,0,0,0,0,-0.0600076998319333,0
X601628.CH.EQUITY,0,0.0172876530918154,0,0,0,0,0,0,0,0.0627528723549954,-1.73472347597681e-18,0.419980849840039,0,0,0,0,0,0,0,0,0,0.102862932863888,0,0,0,0,0,0,0,0,0,0,0,0,0.362289004782721,-0.0812575895848071,0,0,0,0,0,0,0,0.124204874025864,0,0,3.46944695195361e-18,0,0,0,0.0777645909085077,0.126386494193032
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0774639196580066,-0.148999175308992,0.0247451863060996,0,0.0506436038687676,0,0,0,-3.46944695195361e-18,-0.065878511935417,-2.16840434497101e-19,0,0,0,0,0,0,-0.106424077315802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711095662556394,0,0,0.00706753269245406,0.0281165364195409,0.0204253457240827,0,0,0,0,1.04432124344711,0,0
X1299.HK.EQUITY,0,0,0,0,0.206638558768991,0,0,0,0,0.262743590736353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202018854464082,0,0,0.336632448918554,0,0,0.244326182582361,0.120192421900176,0.138480075263773,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.122401786576126,0,0,-0.0737898240635467,0,0,0,0,0,0.100031873982406,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478329719932038,0,0,0,0.0748747629024949,0,0,0,0.295907581518076,0.405739471580922,0,0,0,0,0,0,-0.045100264925524,0,0,0,0,0,0,0,0.0355001477099835,-0.158120205719916,0,0,0,0,0,0,0.214593878387347,-0.0972509451539973
X388.HK.EQUITY,0,0,0,0,0.303878961843812,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158813566720399,0,0,0,0,0,0,0.409362397922811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116310998671464,0.223443294473818,-0.146585401076704,0,0.0803949618472982,0,0,0,-0.135021802082437,0.0588297370674302
