,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0901121569216565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46677878565111,0.368111444962915,0,0,0,-0.23833051542576,0,0.334775425955894,0,0,0,0,-0.0838257727716364,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190080131312604,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0,0.108073583870607
X601939.CH.EQUITY,0,0.0684950299774077,0,0.804172842502898,0,0,0,0,0,0.00205353729434154,0,0,0,0,0,0,0.0829052234006816,0.0184500245908576,0.0584057109302324,0,0,0.00323263936886989,0,0,0,0.0104599832933126,0,0,0,0.00997715954782482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0376696522015673,0,0.899497220654621,0,-0.0798854528103765,0,0,0,0,0,0,0,0,0,0,0.0416190317980999,0,0.138760939269218,0,0,0,0,0,0,0,0.0235341017994506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290097760565448,0,0,-0.0878575702773296,0,0,0,0,0,0,-0.0227181590251998,0,-0.0474473361831328,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.397607780533157,0.0109281232087432,0,0,0,0,0,0,0,0,0.0919911220461455,0,0,0,0,0,0,0,0,0.00611536020162844,0,0,0,0,0.3081972729928,0,0,0,0,0,0,0,0,0,0.111175649596762,0.0474371767320972,0,0,0,0,0.0785467878110079
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,-3.46944695195361e-18,-0.0602576266047578,0.147760517525766,0,0,0,0,-0.0546540619514691,-0.0788379083395916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257003306299134,0,-0.108706046105996,0,0,0,0,0,0,-0.0489133743099266,1.07499396685849,0.0142906939415112,0
X1299.HK.EQUITY,0,0,0,0,0.154919944031626,0,0,0,0,0.132248232468308,0,0,0,0,0,0,0,0,0,0,0,0,-0.204695050692388,0,0,0.414951873364072,0,0.0823996776187461,0.160100495498802,0,0.375279931209083,0.0953581011234444,0,0,0,0,0,0,0,0,0,0,0,0,-0.168256816714247,0,0,0,0,0,0.0899647690885519,0
X5.HK.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0938213858710722,0,0,-0.103600900856213,0,0,0,0,0,0,0.35916680882281,0.39453141524862,0,0,0,0,0,0,0,0,-0.0484665902877125,0,0,0,0,0,0,0,0.0352617871250364,0,-0.0820160351336249,0,0,0.174587071693524,0,0.198846393065335,-0.0662597424735151
X388.HK.EQUITY,0,0,0,0,0.303424336383531,0,0,0,0,0,0,0,0,0,0,0,-0.0268422463437647,0,-0.101307775956529,0,0,0,0,0,0.36389931012423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111133019724861,-0.153149412597401,0.228266652096709,0.0967827864543986,0,0,0,-0.138099396812978,0.0991101737734385
