,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.115398342470992,0,0,0,0,0,0,-0.00486130577635852,0,0,0,0,0,0,0,0,0,0,-0.169713971332642,0,0.049403230156429,0.692166155432181,0,-0.247305032174356,0.499515092200997,0,0,-0.152859479459516,0,0,0,0,-0.0376891333739785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120005796975073
X601318.CH.EQUITY,0,0,0,0,0,0.325044198145839,0,0,0,-0.062469139236608,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836166612675874,0.0955142712177271,0,0,0,0,0.223015937710496,0,0,0,0,0,0,0,0,0,0,0,0.0564428505139179,0,0,0,0.0526194361780258
X601939.CH.EQUITY,0,0.00543549771098529,0,0.788940235271433,0,0,0,0.00151846401793499,0,0.0478550974391562,0.0790475570350356,0,0.0133074501570072,-0.0612571564570105,0.00202024491174758,0,0.0623376810480227,0,0,0,0,0,0,0,0.0399598272939589,0,0,0,0,0,0,0,0,0,0,0,0,0.124337157218605,0,0,0,0,0,0,0,0,0,0,0,0,0.0324011437172653,0
X601288.CH.EQUITY,0.0100003264445774,0,0.817391984302385,0,-0.031632163007216,0,0,-0.101253296841093,0,0.0346898501592519,0.17871584579547,0,0,0,0,0.0406612665504939,0,0,0.0357244748321635,0,0,0,0,0,0.0495634831548463,0,0,0,0,0,0,0.0806477314135227,0,0,0,8.67361737988404e-19,0,0,0,-0.0897691842515792,-0.135849088639249,0,0,0,0,0,0,0,0,0,-0.058405322894105,0
X601628.CH.EQUITY,0.003423276725418,0,0,3.46944695195361e-18,0,0,0,0,0,0.305151357972753,0,0.0624187281573991,0,0,0,0,0,0,0,0.169141905290285,0,0,0,0,-0.0350151724505097,0,0,0,0,0,0,0,0,0,0,0,0,0.319819885071879,0,0,0,0,0,0,0,0.158966892144199,0,0,0,0.286678107371548,0,0.0821760361426539
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871487130668041,-0.0455127522733698,0,0,0,-0.0202338829437364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175381072636252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125885719807739,1.00171089811176,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.236758910011723,0,0,0,0.00127432027491279,0,0,0,0,0,0,0,0,0.276653954181325,-0.0110595773600592,0,0,0,0.0728846965504324,0,0,0,0,0.179196948029735,0,0,0,0.0509444437974269,0,0.0881556087774161,0,0,0,0.0331088196922518,0.0508347499126803,0,0,-8.67361737988404e-19,0,0,0.162289121875575,0,0.0434778758005391
X5.HK.EQUITY,0,-0.0797381196047281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230028325059655,0,0,0,0,0,0.0807826352305249,0.344480548971459,0,0,0,0,0,0,0,-0.13975612395852,0,0,0,-0.0239920837903043,0,0,0,0.0539296406816002,0,0,0,0,0.0965793019049761,-0.16730485078046,0.166198936736066,-0.0222793062468877
X388.HK.EQUITY,0,0,0,0,0.212804325395266,0,0,0,0,0,0,0,0,0.00435085310796773,0,0,0,0,0,0,0.11578906178822,0,0.259194784276466,0,0,0.121609155426268,0,0,0,0,0,0,0.143143142611837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188807861158049,0,0,0.277095535053546
X601658.CH.Equity,0,0,0,0.266068178458552,0,0,0,0,0,0,0,0,0,0,0,0,0.264760858335661,0,0.094092372987061,0.120613600241438,0,0,0,0,0,0,0,0,0,0,0,0,0.0185641155919444,0,0,0,0,0,-0.0544389758584498,0,0,0.051706894377366,0,0,0,0,0,0,0,0,0.0489441473358942,0
X600030.CH.EQUITY,0,0,0,0,0.0225970017899376,0,0,-0.0362070973169576,-0.0452930766163064,0.0986827316373391,0,0,0,0.335681088108371,0,0,0.0721645125257606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963323415366662,0,0.0120668719481392,0,0,0,0.187678099551189,0,0.0656080717210204,-0.0247956030565677,0.123413916575707,0,0,0,0,0,0.178343400023497,0,0.0312495719223779
X601166.CH.EQUITY,0,0.0726050196840983,0.0591482242171128,0,0,0,0.233768968169823,0,0,0,0,0,0,0,0,0,0.14762762429924,0.0367421892282591,0,0,0,0.0580864807918962,0.0413633511116811,0,0.0158561492207698,0,0,0,0,0,0,0,0,0,0,0,0.0575603738686717,0,0.0103077320290053,0,0,0,0,0,0,0.0149990700140509,0,0.356150835652057,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0240163973254288,0,0,0,0.712983344121,0,0,0.0404929044282484,0,0,0,0,-0.0700102020726725,0,0,0,0,0,0,0,0,0,-0.0292494822913278,0,-0.000813754302987404,0,-8.67361737988404e-19,0.0400122071389602,0,0,0,0,0.0793672123238835,0,0,0.0398948342602038,0,0,0.0133725627075528,0,0,0,0,-0.0276167318374333,0
X000002.CH.EQUITY,0,0,0,0.26842729364865,-0.0114149668017507,0,0.0574888016845371,0,0,0,0,0,0,0.174395464032678,0,0,0,0,0,0,0,0,0,0,0,0.0680474081049611,0,0,0,0,0,0,0,0,0,0,0,-0.0428752540333918,0,0,0,0,0.0928961648808217,0,0,0,0,0,0,0.025634416685963,0,0.0328921422490118
