,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.140268004642657,0,0,0,0,0,0,-0.00190501741993568,0,0,0,0,0,0,0,0,0,0,-0.0198104891809959,0,0.0178670996207277,0.348668494413239,-0.180741235832408,0.428064135074256,0.248173112304579,0,0,-0.0918530189411087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249044167695702
X601318.CH.EQUITY,0,0,0,0,0,0.306549196631115,0,0,0,-0.0687635135718568,0,0,0,0.0608787866232562,0,0,0,0.0245228191437922,0,0,0,0,0,0,0,0,0,0,0,0.0219620969381165,0.0823282290205872,0,0,0,0,0.262127088216619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068201443861762
X601939.CH.EQUITY,0,0.0400855393031771,0,0.809371217977127,0,0,0.00505078160048012,0,0,0.0357972899067661,0,0.0118868282842421,-0.0572223724258073,0,0,0,0,0.0999569153964404,0,0,0,0.00777366263376889,0,0,0,0,0,0.0263673748615941,0,0,0.02452233376966,0,0,0,0,0,0,0.08213391897894,0,0.0219059689592636,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.919564830421637,0,-0.0841780567082792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134432411276266,0,0,0,0,0,0,0,0,0.0482676509370383,0.0162411040154025,0,0,0,0,0,0,0,0,0,0.0035662563913837,-0.0068729710167613,0,-0.0793785996356315,0,0,0,0,0,0,0,0,-0.0540734450097345,0
X601628.CH.EQUITY,0.00940959122257619,0,0,0,0,0,0,0,0,0.295202666692896,0.203994964209234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0880368785214269,0,0,0,0,0,0,0,0,0,0.537468270128618,0,0,0,0,0,0,0,0,0.136603235788324,0.193101147783334,0,0,0,0.0866124677178219
X600036.CH.EQUITY,0,0,0,0.328967187456513,0,0,0.00603452707380222,0,0.0377551212837378,0,0,0,0,0,0,0,0.171871108400464,0.0118839122043954,0,0.0251220932979806,0,0,3.46944695195361e-18,0,0,0,0.170212927881943,0.0374836124219708,0,0,0.113104833885136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405843936522914,0,0,0,0,0.0416418582680148,0,0
X601988.CH.EQUITY,0,0,0,0.0334953012373668,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0034666662870961,0,0,0,0,0,0,0.0340357924147534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387221153746673,0,0,0,-0.0833171504421091,0.0248965011104323,0,1.01004669913435,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0672978047058775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372290960601492,0,0,0,0,0,0,0,0,0,0.0980581560715002,0.263468409538106,0,8.67361737988404e-19,0.0025857726262049,0,0,0,0,0,0.0489492335386018,0,0,0,0,0.0943567959025354,0,0,0,0.0781835956803277
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154115025550029,0,0,0,0,0,-0.0550218085085919,0,0,0.157587143888239,0.500333419908261,0,0,0,0,0,0,0,0,-0.100098343483954,0.107969511504556,0,0,0,0,0.031385991663075,0.0667615776942841,0,0,-0.14386765353271,0,0.0567505780010581,0.129424035373902,0
X388.HK.EQUITY,0,0,0,0,0.136415939683299,0,0,0.157842866269991,0,0,0,0,0,0,0,0,-0.0596306983721142,0,0,0,6.93889390390723e-18,0,0.35625720638004,0,0.232842906526979,0,0,0,-0.0025871018282166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237559887881044,0,0,-0.246650588205848,0,0.273917814572983
X600030.CH.EQUITY,0,0,0,0,0.0404979529664651,0,0,-0.111424317067765,0,0.087938043791086,0,0,0.200652065358185,0,0,0,0,0,0,0,0,0,0,0,0.057007032611527,0,0,0,0,0,0,0,0.183596485301249,-0.0247602377058557,0,0.176138387507312,0,0,0,0.193203359610942,0.0428286375132248,0,0,0.115071062306678,0,0,0,0.0616664692732408,0,0,0,0.00926624436141303
X601658.CH.Equity,0,0.156460814661395,0.237569102059254,0.0119742285044235,0,0,0,0,0,-0.0191391450194036,0,0,0,0,0,0,0,0,0.107119440179879,0,-0.228628544279444,0,-0.0857562698282487,0,0,0,0,0,-0.0133182948233458,0.00568272504219957,0,0,0,0,0,0,0,0,-0.0475768346247457,0,0,0,0.814207016723507,0,0,0,-0.222381143991182,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0615120224554761,0,8.67361737988404e-19,0.683145893593811,0,0,0,0,0.0237569332344168,0,0,0,-0.0301237096933223,0,0,0,0,0,0,0,0,0,-0.0134476884505803,0,0,0,0,0,-1.35525271560688e-20,0,-0.1031768855967,0,0.168430434459772,0,0,0,0,0,0,0,0.071316717351138,0,-0.0017629290531221,-0.045434747078834,0
X601166.CH.EQUITY,0,0,0,0,0,0.100741253986804,0.221429452239177,0.035543346692864,0,0,0,0.0441259166759241,0,0,0,0,0.0400523068230999,0,0,0,0,0.0716556900345563,0,0,0,0,0,0,0,0,0,0.126181575933704,0,0,0.00878519400792547,0,0,0.0428144603868082,0.0077281226895004,0,0,0,0,0,0,0,0,-0.0295760491764732,0.401589917985761,0,0,0
X601328.CH.EQUITY,0.161843179782169,0,0,0.0878205474666759,0,0,0,0,0,0,0.0570497888290822,0,0,0,0,0,0.0972564833122001,0,0,0,0,0.368400342974444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170271664548472,0,0,0,0,0.0824910018247067,0,0,0,0.006791992078006,0,0,0
X000002.CH.EQUITY,0,0,-3.46944695195361e-18,0.255847287599356,-0.109570421324982,0,0,0,0,0,0,0,0.154119141131935,0.0527210893058824,0,0,0,0,0,0,0.0228224445041912,0,0.104571911823232,0,0,0,-0.00298855528338208,0,-0.110307948026018,0,0,0,0,0,-0.0702042467747257,0.187446044250973,0,0,0,0,0,0,0,0.0828490685901824,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.382437205125315,0.0502110877248322,0,0,0,0,0,-0.107719348022613,0,0,0,0,0,0,0,0,0,0,0.108076358731447,0,8.67361737988404e-19,0.0945195859395854,0,0,0,0.0221493867110511,0,0,-0.178856978280656,0.0266496186308743,0,0,0.343281656108298,0,0,0,0,0,0,0.623120637090059,0,0,0,0,0,0,0,0.100043577551826,0,0.151320329234679
X000001.CH.EQUITY,0,0,0,0,0,0.367481911524431,0,0,0,0,0,0,0,0.00537053077241279,0,0,0.0306800330181839,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.092741037694095,0,0,0,0,0,0,0,0,0,0.211361798905836,0,0,0,0.0890707091165796,0.0310224714924103,0,0,0,0,0.0454063131644167,0,0
