,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.149659937806307,0,0,0,0,0,0,0,0,0,0,-0.115501292408155,0,0.486174677767244,0.712269009852153,0.0417515399119324,0,0,-0.122887650698118,0,0,-0.0921378612921745,0,0.0844090156968688,0,0,0,0,-0.124084180463699,0,0,-0.341849426183429,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.165165646413426,0,0,0,0,0,0,0,0,0.0831053502635067,0,0,0,0.31275372742137,0,0,0,0,0,0,0,0,0,0.115613342646988,0,0,0,0,0,0,0,0.111175473573299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143111799940846
X601939.CH.EQUITY,0,0,0,0.819841807213661,0.0238798637087233,0.0159277056858641,0,0,0,0,0,0,0,0,0,0.000668922088600541,0,0,0,0.0593428665534316,0,0,0,0,0,0,0,0,0,0,0,0.0164135346754769,0.0456721617892879,0,0,0,0.0052892806692514,0,0,0,0,0,0,0,0.0671240466814315,0,0,0,0.0229495162445175,0,0,0
X601288.CH.EQUITY,0,0,0.922619508114631,0,0,0,-0.0678512725048439,0,0,0,0,0,0,0,0,0,0,0.116167655074297,0,0,0,0,0,0,-0.0148266836224684,0,0.0589594575083027,0,0,0,0,0,0,0,0,0,0,-0.104349928338622,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0476850651195828,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.106338947187713,0,0,0,0,0,0,1.19746099958889,0,0,0,0,-0.130018612155022,0,0,0,0,0.0490129575703089,0,0,0.0802648632245267,0,0,0,0,0,-0.234984383451231,0,0,-0.26802448670577,0,0,0,0,0,0.0363007432002372,0,0.0875392367922655,0,0,0,0,0,0,0,0.18324429824097
X600036.CH.EQUITY,0,0,0.37690110361714,0,0,0,0,0,0.0159844007009816,-0.0202072146175348,0,0,0,0,0,0.137569862268634,0,0,0.0128963961493813,0,0,0,0,0,0,0,0.14596767870738,0,0,0.0813116231153207,0,0,0.203209996288908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172985468873418,0.0708218638892762,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.774306023418181,0,0,0.0875477460915602,8.67361737988404e-19,0,0,0,0,0,0.133299726197119,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0745410078050448,0,0,0,0,0.00865624369873974,0.00671344020518403,-0.0118727774591999,0,0,-0.0407809354365847,-0.0365358449350356,0,0,0.0602288257645079,0,0,0,0.056843645471946,0,0.070029776817484,0.141904436343144
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00463277643774323,0.0385047567646395,0,0,0,0,0,0,0,0,0.15125192254067,-0.0538506220831058,0,-0.190875014310906,0,0,0.174669876270163,0,0,0.0720090030624755,0.327351478849931,0,0,0.0896390652146817,0,0,0,0,0,0,0,0,0,0,0,0.364465556878044,0,0,0,0.175409759717043,0.106682878994539,0.126614672885039
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382434941954057,0,0,0,0,0,0,0,0,0.467956416126616,0.0815078812310787,0,0.297369730080803,0.00514959214134985,0,0.0121826787398061,0,0,0,0,0,0,0,-0.339820472229763,0,0.12120451420124,0,0,-0.0836455698846551,-0.0698050421159755,0,0,0,0,0.153080657179153,-0.119711278130195
X388.HK.EQUITY,0,0,0,0,0,0,0.200472209113428,0,0,0,0,0,0,0,0,0,0,0,0,-0.187120877516806,0,0,0,0,0.444062136703808,0,0,0.0186071087637773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572997983272213,0,0,0,0.261021254856969,0.0321954091228694,0,0,0.0319836385861748,-0.153990304015537,-0.08725433390759,0.0479006479053952
