,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.313761003825473,0,0,0.0835804020075541,0,0,0,0,0,0,0,0,0.0291059401209701,0,0,0,0,-0.0814737213802204,0,0,0,0,0,0,0,0,0,-0.0238482640460005,0,0,0,0.161128274295531,0,0,0,0.00345503938058947,0,0,0,0,0,0,0,0,0.260655325143442,0,0,-0.0566241982483122,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.351660575494292,0,-0.0771747772698597,0,0,0,0,0.0854774407428981,0,0,0,0.0762926551239083,0,0,0,0,0,0.0360706207719364,0,0.608435546293951,0,-0.205780281304911,-0.136345664046034,0,0,0,0,0.00679641971420124,0.0908922257286422,0,0,0,0,0,0,0,-0.122226093805739,0,-0.0269775750679198,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.178485469551614,0,0.100381623964915,0,0.0672062201944254,0,0.286264221927259,-0.0340571833230374,0,0,0,0,0,0,-0.0142094971649632,0.168006846538364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773268923081602,0,0,0,0,0,0,0,0.193948654840859,0,0,0,0,0,0.0550250854285762,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.201653583116574,0,0,0.0915726120714481,0,0.0799462077880179,0,0,0,0,0,0.213267273456239,0,0,0,0,0,0,0,0,0,0,0.316974255433089,0,0,0,0,0,0,0.138876720366827,0,0,0,0,0,0,0,0.0473650436993469,0,0,0,0,0,0,0,0.0308654805119735,0,-0.062277140550314,0,0,0.0111085472617125
X601988.CH.EQUITY,0,0,0,0,0,0.330424140553508,0,0,0,0,0,0,0,0,0,0.505094371185948,0,0,0,0,0.0388810440695467,0,0,0,0,0,0,0,0,0,0.0101200007034165,0.142845479409442,0,-0.0681925299520892,0,0,0,0,0,0,0,0,-0.0140572423595301,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330159942136905,0,0,0,0,0,0,0.0530177424083067,0,0,0,0,0,0,0,0,0,0.0567968822596038,0.0466830452340884,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0537141415166221,0,0.154166221877447,0,0.119838446969666,0,-0.0373371009644135,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456948024823877,0,0,0,0,0,0.0945591952677594,3.46944695195361e-18,0,0,0,0.595426893550036,0.0500657593244314,0,0,0.0603981316956165,0.0527109182437756,0,0,0,0,0,0,0,0,0.180977949768768,0,-0.106723692481364,0.0978888031183736,0.0519675081862169,0,0,0.120300684035618,0,0.171315137135561,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153698709707661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00831543638614129,0.468441174319505,0.0743254466203547,0,0,0,0,0.12443707413717,0,0,0.21819675473887,0,0,0,0.088601897379841,0,0.046223667803554,0,-1.73472347597681e-18,0,-0.207480216708068,0,0.0790817625311722,0.12110538506144,0,0,0,0.0735001346536107,0
