,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.564491041401815,0.0483254830211983,0.0304749000889659,0,0.0660860730219584,0,0,0,0,0,0,0.0467728445801162,0,0,0,0.0179039656637565,0.0615006938360395,0,0,0,0,0,0.0680539134119938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0855347075783434,0,0,0.0574258745268191,0,0,0,0,0,0,0,0.215261535777989,0.0415579263656033,0,0,0,0,0,0,0,0.0938636830415162,0,0,0,0,0,0,0,0,0,0.120524843606442,0,0,0.297964707751152,0,0,0,0.031116826033159,0,0.0325703026662872,0,0,0,0,0
X601939.CH.EQUITY,0.337722285680391,0,0,0.144976203666246,0,0.190232811998764,0.000596763921114522,0,0,0.0491022086387092,0.0950043733065039,0,0,0,0,0,0,0,0,0,0,0,0,0.00145750486376019,0,0,0,0,0,0,0,0,0,0,0,0,0.06199858881706,0,0,0,0.0116717405186445,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.229759839648004,0,0.0429975270949039,0,0,0.148378340249206,0,0,0,0.243316111408444,0,0,0,0,0,0,0,0.185212753525907,0,0,0,0,0,0,0,0.0330768625744068,0,0,0.0915771025681943,0.0795297097514927,0,0,0,0,0,0,0,0,-0.0349642956157807,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.369474933831119,0,0,-0.133740046104589,0,0,-0.0403451702534365,0,0,0,0,0.739461396236819,-0.166241090726057,-0.0779096064394064,0,0,0,-0.0365758900538909,0.211334104997799,0,0.239400625231478,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0599619900492563,0,0,0,0,0,0,0,4.33680868994202e-19,-0.620804886939998,0,0,0,0.130981339750149,0
X601988.CH.EQUITY,0.0931856077993293,0,0.167000129094639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581448437541751,0,0,0,0.343586146144487,0.0784858496407409,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.014762057791534,0,0,0,0,0,0.219540339526669,0,0,0,0,0,0,0,0.0596835130301082,0
X600036.CH.EQUITY,0,0.140955389236578,0,0,0,0,0,0,0.0579931489838577,0,0.143568252169485,0.00566950473896423,0.219287054205186,0,0,0,-0.0548175299960778,0,0.0757533076027754,0,0,0,0,0,0.298847706063568,0,0,0,0,0.116343334195369,0,-1.38777878078145e-17,0,-3.46944695195361e-18,-0.0367405322537915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417953573229352,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0762907453267713,0,0,-0.142022387753994,0,0,0,0.15641470376507,0,0,0,0,-0.0373668858290533,0,0,0,0,0.256926746574122,0.105739662561259,0.0504512409420373,0,0,0,0,0.0441810960803952,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0284131718693689,0,0.0214526094037827,0.203936347915341,0,0,0,0.148048488737775
X601628.CH.EQUITY,0,0.0331163529341284,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0101636229915443,0.199246323999095,0,0,0.0263959875771952,0,0,0,-0.013228634440746,0,0,0,0,0,0,0.177438517662808,0,0,0,0,0,0,0.246990002087969,0,0,0,0,-0.00948754050499842,0,0,0.190905728696385,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.10725906976297,0,0,0,0,0.0368493675400787,0.0070829264137464,0,0,0,0,0.161998031406868,0,0,0,0,0,0,0.0114345166803115,0.00897735997032985,0.0427974324672924,0,0.0346144964946492,0,0,0.0524263886224031,0,0,0,0,0.100789141805654,0,0,0,0,0.0153627462390086,-0.0365270618118626,0,0.224665414653168,0.209644890003414,0,0,0,0,0,0,0,0,0,0
