,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.105627293559519,0.479485281082674,0,0,0,0,0,0,0,0.135505850097012,0,0.170744071563982,0,-0.0114579559464644,0,0.0658898139427202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332211670553493,0,0,0,0,0,-0.0154349098473863,0,0.0350531152966651
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601939.CH.EQUITY,0.180660435380992,0,0,0.463398602802331,0.0374965075551666,0.0913868781558331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173538308776871,0,-0.0243955522811496,0,0,0.00998814668871487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024226876138953,0,0,0.02071605119987,0.022656526213819
X601288.CH.EQUITY,0,0,0.178241419733247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225851060037873,0,0,0.234946378125564,0,-0.0072419757609406,0,0,0,0,0,0,0,0,0,0,0,0,0.206913031132753,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.241030129657667,0,0.188166710509948,0,0,0,0.315625175757732,0,0,0,0,0,0,0.18392318957625,-0.192599869567197,0,0,0,0,0,0.0816917079255219,0,0,-0.0591328253967135,0,0,0,0,0.190487928813059,0,0,0,0,0,0,0,0,0,0,0,0,0.184059929079006,-0.0241425419824579,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.148039330234396,0,0,0.121742188542039,0.191526022729932,0.119072520957516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040897084681532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150270743594181,0,0,0.141187467557161,0,-0.0254170131101975,0,0,0.0767526384532349,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286491319213067,0,0,0,0,0,-0.0319130196440671,0,0,0,0,0,0.784680802852097,0,0,0.0492423314978541,0,0,0.0817372138948521,0,0,0,0,0,0,0,0,0,0,0,0.0953515420267137,0.0780736462081511,-0.0254072022099293,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.289200923506673,0,0,0,0,0,0,0,0.0406192917838695,0,0,0,0,0.0844681779675819,0,0,0,0,0,0,0,0,0.0650567249331428,0,0.152042280778768,0,0.0106610846997257,0.270492124652856,0.0387410356127016,0.0764294377738077,0,0,0,0,0,0,0,0,-0.0936636041173063,-0.0755626325986102,0,0.0493351562366937,0,0,0,0,0
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243217705742871,0,0,0,0,0,0.0356866398700684,0,0,0,0,0.342217222081809,0,0,0,0,0,0,0,0,0,0,0.338100752072785,0,0,0,0,0,0,0,-0.00713152061014242,0,0.0259750857267017,0,-0.0117115481027076,-8.67361737988404e-19,0,0,0,0,-3.46944695195361e-18,-0.0020745876096048,0.103171017078376,0,0,0,0.112243358564216,0,0,0,0
