,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.284005833409945,0.00359659364583841,0.0802909086047197,0,0.0814402545953944,0,0,0,0,0,0,0,0,0,0,0.22053256854193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120523916444862,0,0.0567700585068471,0,0,0.0182123972965122,0,0.197850228983151,0,-0.0967859193451144,0
X601318.CH.EQUITY,0,0,0,0,0.0413639798008842,0,0.0535844931991478,0,0.100674130823424,0,0,0,0,0.0534928862915902,0,0,0,0,0.261291496152695,0,0.23376703772392,0,0,0.134802190707598,0,0,0.0401175401866367,0.0868435220858312,0,0,0,0,0,0,0.0123356559274394,0,0,0,0,0,0,0,0,0,0,0.00942078162275981,0,0,0,0,0,0.108965795009851
X601939.CH.EQUITY,0,0,0,0.343795292630759,0,0,0.0812012557723883,0,0,-0.0652266775162333,0,0,0,0,0.019962807005607,0,0,0,0,0.0888709054607881,0,0,0,0,0.419514217952459,0.160082187388458,-0.150561633483466,0.0283563344695768,0,0,0,0,0,0,0,-0.10010591469164,0,0,0,-0.0129920577488154,0,0,0,0,0,0,0,0,0,0,0,0.0074130942509649
X601288.CH.EQUITY,0.210090024626871,0,0.113637549454977,0,0,0.0186119240469337,0.193173708043247,-0.0258774093703531,0.101871406538165,0,0.0607690863540173,-0.0648377000972544,0,0,-0.0490918188838101,0.168440098850351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.226868351718328,0,0,0,0,0.0679964058051193,0
X600036.CH.EQUITY,0,0.201625093842117,0,0,0,0.0185246283246333,0.0971322568480388,0.116480326665629,0,0,0,0,0,0.182058648617324,0,0,0,0,0,0,0,0.0945866462644483,0,0,0,0,0,0,0.335580579357536,0,0.00677680712395834,0.0594581802961537,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289095293165815
X601628.CH.EQUITY,0.00685304326379103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137744640615369,0,0,0,0,0,0,0.110326742092461,0,0,0,0,-0.0798517159765574,0,0,0.0285922623597706,0.209462633429785,0,0,0.0809997030834023,0.518455060652652,0,0,0,-0.0201183110088719,0.0715403948686166,0,0,0,0,0,0,0,0,0,0.071133108622283
X601988.CH.EQUITY,0.0704512910646761,0.105424216081138,0.0586241984065997,0.0968779651740318,0.327403783463221,0,0,0,0,0,0,0,0,0,0,0.163510804421269,0,0,0,0,0,-0.019898664866227,0,0,0,0,0,0.0716515648103333,0,0,0.073867813924181,0,-0.127671861302317,0,0.241154144268739,0,0,0,-0.0712185675678935,0,0,0,0,0,0,0,0,0,0,0,-0.0506379264644532,0
X1299.HK.EQUITY,0,0,-0.206571842419733,0,0,0,0,0,0,0.166768276765607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489485762967517,0,0.0705416485032681,0,0.0332631868549949,0,0,0,0.06841690224946,0,0,0,0.0657293594838561,0,0.204443342746282,0.224714504716629,0.0479786991227043,0.104032867498296,0.103103019940693,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0277844653474611,0,0,0,0,0,0,0,0,0,0,0,0.05418110785251,0.00890289094559396,0,0,0,0,0,0,0,0.132048140499303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423458433964882,0,0,0.26419122392806,0,0.181013730466427,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.195258003578364,0,0,0,0,0.0922859156670695,0,0,0,0,0.0330512135618645,0,0,0,0,0,0,0,0,0,0,0.307191898649836,0,0,0.231259003986499,0,0,0,-0.009665115967586,0,0.0501577085703015,0,0,0,0,0,-0.0325982406996785,0.258282807445907,0,0,0,0,0.182537609928013,0,-0.0512412330664527,0,0,0,0.0965129452878338,0
