,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0396370146474541,0.546651691636225,0,0,0,0,0,0,0.0134046327963982,0.150983522670313,0,0.0875480632521589,0,0,0,0,0,0,0,0,0,0,0,0.0367664010749278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837895640806936,0,0,0,0,0,0,0,-0.0426983032344436,0,0,0,0.000298381010701075
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0,0
X601939.CH.EQUITY,0.153615836129258,0,0,0.609782804658861,0,0.0160024266220099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133560695277475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726874371809266,0.0117983797128494
X601288.CH.EQUITY,0.048536376616271,0.0433223680206982,0.194803687567139,0,0,0,0,0,0,0.123605490378593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168421160905289,0,0,0.207675613713357,0.116607254203843,0,0,0.010620836892608,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.248021463160139,0,0.48385098124569,0,0,0,0,0,0,-0.0960080139362571,0.00610478803356804,0.117896423516952,0,-0.271284331878425,0,0,0,0,0,0,0.434186191542239,0,0,0.178613785514997,-0.0474862909605454,0,0,0,0.127882729809983,0.0418716954792226,0,0,0,0,0,0,0,0,0,0,-0.533877846310853,0,-0.165699571845072,0,0.103922516642911,0
X601988.CH.EQUITY,0.113120532306177,0,0.012974762676813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584530742158773,0.0340944649956866,0,0,0,0,0.149630762893044,0.0115838572828437,0,0,0,0,0,0,0,0,0.0618269308654121,0,0,0,0,0.00168362574411779,0,0,0,0,0,0.0883542251826597,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.0211480598276291,0.0375948959012555,1.73472347597681e-18,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065732728139966,0,0.072193142896422,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255434969630272,0,0,0,0,0,0,0,0.208590519514728,0,0,0,0,0,0.0577510201519202,0,0,0,0,0,0,0,0.0460984081425289,0,-0.0724594769511809,0.115056716381703,0,0.332850624327273,0,0,0.19045146172362,0,0,0,0,0,0,0,0,0,-0.076573434077416,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170982228877125,0,0,0,0.115072356280099,0,0,0,0,0,0,0.259996956803457,0,0,0,0,0,0,0,0.227994254765844,0,0,0,0,0,0.066811289383516,0,0,0,0.00595927244463189,0,0,-0.00594192436826708,0,0,0,0.202495699104008,0,0,0,0,0,0.00227251839999047,0,0,0,0.0287894809901917,0,0
