,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.377100372680879,0,2.16840434497101e-19,0,0,0,0,0.142403403391341,0,0,0,0,0,0.0292701334356841,0,0,0,-1.38777878078145e-17,0,0,0,0.09791575215384,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.36245586199077,0,0.0191633031259354,0,0.0329888289722665,0,-0.230614933227391,0,0.0145041945616649,0,0.00810784080567285,0,0,0,0,-0.0138000711514423,0
X002142.CH.EQUITY,0.0270825305079407,0,0,0,0,0,0,0,0,-0.0705819484220436,0,-0.00728514655715597,0,0.262025379866551,0.0386384201095907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565654264977678,0,0.0240065206113819,0.0205990095274346,0,0,-6.93889390390723e-18,-0.0583679974052147,0.0327390482658804,0,0,-0.171561526513468,0,0,0,0,0,0,0,0,0,-0.0982763828002901
X600000.CH.EQUITY,0,0,0,0,0.0186534552914686,0.538680286785895,0,0,0.0822855426784615,0,0.0145805278490863,0.00120519018454475,0,0,0,0,0,0,0,0,0,0,0,-0.152169251349704,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.365200056297529,0,0,0.0374553898539577,0.328544251713498,0.109586537910036,0,0,0,0,0,0,-0.0289161984549566,0,0
X600015.CH.EQUITY,0.00595292398180056,0,0.142211634403363,0,0.0685690234124524,0,0,0.463717846824021,0.0734341487261566,0,0,0.0864282645446122,0,0,0,0.00100946416749479,0,0,0,0,0,0,0.114714770757588,0,0.132507550587696,0,0,0,0.0142760736262672,0,0,0,0,0,0,0,0.00866877477765043,0,0,0.120366644099578,0,0,0,0,0,0,0,0,0,0,0.0252389751599913
X600016.CH.EQUITY,0,0,0.192044534740573,0.296103994724734,0,0,0,0,0,0.103700641684816,0,0,0.0934698313645912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462641273248404,0,0,0,0,0.105966114268733,0,0,0,0,0,0,0,0,0.076171808722431,-0.0788881017130736
X600036.CH.EQUITY,0,0,0.561816792726017,0,0,0,0.0025756541039723,0,0,0,0.0176743623695895,0,0.0322407060364773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197720927518579,0.170496279707227,0,0,0,0,0,0,0.128495864228266,0,0,0,-0.186127609606784
X601166.CH.EQUITY,0,0.133633362198565,0,0,0,0,0,0,0,0.23088182795207,0,0,0,0,0,0,0,-0.119041145752244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532722543381468,0.0767192227592625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786411886323953
X601169.CH.EQUITY,0,0,0,0.883423044741371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494281714105982,0,0,0,0,0,0,0,0,0,0,0.25641207327373,-0.107282683723743,-0.58599364040793,0,0,0,-0.0209792622627536,0.39679042908178,-0.0898065866351276,0,0,0,0.061145286760074,0.0756334396273767,0,0,-0.0927095624635661,0.0897397077399379,0,0
X601229.CH.EQUITY,0,0.11292543819407,0.16903899863029,0,0,0,0.00174159419869958,0,0,0,0,0.46572315011956,-0.0885671696632212,0,0,0.175528040130631,0,0,-0.0384301033277765,0,0,0,0,0.122823331628883,0,0.0477299076489994,0,0,0,0,0,0,0.116195926390901,0,0,0.237808144109241,0,0,0,0,-0.28125005764035,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.553900319977501,0,0,0,0,0,0,0,0,0,-0.262103957767466,0,0,0.284147621346709,0,0,0,0,0.249806444617128,0,0,-0.598115027768235,0,0,0,0,0,0.137418264192763,-0.349275522552494,0,0,0.106138131558092,0,0,0,0,0,0.318815391884599,0,0,-0.176798838923147,0,0,0,0.00595788996185084
