,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.1581960403552,0,0,0,0,0,0,0,0.16287407761672,0,0,0,0,0,3.46944695195361e-18,0.0597551465768723,0.0990954574302452,0,0,0,0,0,0,0.165454147172818,0,0,0,0.117369241972473,0.0024389878957492,0,0,0,0,0,0,0,0.023782381298067,0,0,0.106866942719004,0,0,0,0,-0.0307029949492272
X002142.CH.EQUITY,0.123445027278565,0,0,0,0,0.0299204030436466,0,0,0,0,0,0,0,0.230018394814712,0.0341604724695609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479768083069485,0,0.0326544300998492,0.0307251452502,0,0,0,-0.120424776708098,6.69983660461289e-05,0,0,-0.254598591003629,0,0,0,0,0,-0.0141183367532631,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.268600125751927,0.433855250545011,0,0,0,0.0431806763273778,0,0,0.23055875477029,0,0.0292067003751334,0,0,0,0.346088586883658,0,0,0,-0.188711664085334,0,-0.0420124891123873,0,0,0,0,-0.000535652815715268,0,0,0,0,0,-0.040240659253771,0,0,0,0.0125066879085033,0,0,0,0,0,0,0,-0.0705028942972136,0,-0.0404828352057902
X600015.CH.EQUITY,0,0,0.0858158867396283,0,0,0,0,0.459216226129804,0,0,0,0,0.189542256136941,0.0276043848677819,0,0.0316938236668846,0,0,0,0,0.0139599766901924,0,0.21238697318749,0,0.0514831926694695,0,0,0,0,0,0,0,0,0,0,0,0,0.122856150710947,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.22460954271562,0.404000360834457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000700811433289829,0
X600036.CH.EQUITY,0,0,0.163944978700953,0,0,0,0,0,0,0,0.444007232062587,0,0.0763452422109279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111842021574946,0,0,0,0,0,0,0,0,-0.167932749847888,0,0,0,0,0,-0.0564741322929595,0,0.234038731527627,0,0,0,0
X601166.CH.EQUITY,0,0,0.265873139836084,0,0,0,0,0,0,0.230936702067522,0,0.0429489289354722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117346561606528,0,0,6.93889390390723e-18,0,-0.0271349596923227,0,0,0.0699830596296765,0,0,0,0,0,0.183590221067219,-1.38777878078145e-17,0,0,0,0,0,0,0.219347609452448,0,-0.0358954140592429,0
X601169.CH.EQUITY,0,0,0,0.804443796456411,0,-0.152589330050499,0,0,0.00616730742627959,0,0,0,0.0708189949783385,0,-0.0275160269551557,0.0363132941860271,0,0,0,0,0,-0.104900982312156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209173745491526,0.0231012102301856,-0.0635115251615756,0.516427968791047,0,0,0,0,0,0,0,0,0,0.113985045721281,0,0
X601229.CH.EQUITY,0,0.156089265824789,0,0,0,0,0,0,0,0,0,0.474289459761196,0,0,0,0.0556680422222282,0,0,-0.0912213142215915,0,0,0,0,0,0.409200412704348,0,0,0,0.0647352688616773,0.0193628967391119,0,0,0,0,0,0.110026724249877,0,0,0,-0.0421069747673045,-0.0149479837903419,0,0,0,0,0,0,0,-0.018135238947301,0,-0.14654972069852
X601288.CH.EQUITY,0,0,0,0,0,0,0.68835539050649,0,0,0,0.000338432958118792,0,0,0,0,0,-0.162202479982016,0,0,-0.271037880378948,0,0,0,0,0,0,0,-0.171557552382914,0,0,0,0,0,0,-0.165577566315818,0,0,0,0,0,0,0,0,0.000167010820783242,0,0,-0.199319580373868,0,0,-0.00228041868048566,0.398848946602795
