,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.191789004288542,0,0,0,0,0,0,0,0,0,0,0,0.0867281333541268,0.0980789985750644,0,0,0,0.0406124031885433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159479067354574,0,0,0.163739054131993,0,0.0237364980107478,0,0,0,0.039946846180943,0.0628579845538741,0,0,0,0,0,0,0,0.108881070283265,-0.00316514216836848
X002142.CH.EQUITY,0,0,0,0,0.368307033026661,0,0,0.00261621254092196,0,-0.0835686514624494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598785563160589,0,0,0,0,0,0.0917749072246875,0,0,0.286521258822094,0,0,0,0,0.227173424234286,0.209306461281636,0,0,0,0,0,0,0.0820323881318287,-0.0144248294492,0,0.00319167557345672,0
X600000.CH.EQUITY,0,0,0,0.124026791052486,0.06147659038051,0.331126956878355,0,0,0.216737159773566,0,0,0,0,0,0,0,0,0,0.0443715673509015,0,0,0,0,0,0,0.0028569296617021,0,0,0,0,0,0,0,0,0,0,0,0.0276134283680146,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0751491002775125,0,0,0,0.0371760107731093,0,0.109185294700931,0.211812315884654,0,0,0,0.100476080840954,0,0,0,0,0.0074202870918955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194837598658405,0,0,0,0.213143928302087,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.387405549430239,0,0,0,0.114612371845247,0,0,0,0,0,0,0.0870692754121604,0,0,0,0,0.0166516840743943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126738798319497,0.034947867901593,0.0623306636127656,0,0,0,0,0.00161804101560797,0,0,0,0,0,0,0.0727784349468004,0,0
X601166.CH.EQUITY,0.0439252648928559,0,0.329622676723477,0,0,0,0,0,0.13360140818555,0,0,0,0.132956723297013,0.0870151674653162,0.0212800526098517,0.0263992914392722,0,0,0,0,0,0,0.0138996063908175,0,0,0,0,0,0,0,-0.00454479824553095,0,0.0833855445558089,0,0,0,0,-1.73472347597681e-18,0,0.109050018862593,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0881086795485082,0,0.167723747094064,0,0,0,0,0,0,0,0,0,0,0,0,0.181055757220647,0,0,0,0.035654761176092,0,0,0,0,0,0,-0.0491038973857494,0,0,0,0,0,0,0,0,0.132676044223419,0,0,-0.141539904791835,0
X601229.CH.EQUITY,0,0.0717936765644308,0,0,0,0,0,0,0,0,0,0,0,0,0.19374186775541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184051270709844,0,0,0,0,0,0.0099104813174237,0.0909233153378183,0,-0.0114467321880266,0,0,0.067727004183375,0,-0.178276505631615,0,0.107282911838507,0.0190034777689066,-0.0262733179200908
X601288.CH.EQUITY,0.0505414953169658,0,0,0.109398398759939,0,0,0,0,0,0.141701868012333,0,0,0.279160419634913,0.340698814081856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706897513566674,0.0254956823918314,0,0,0,0,0,0.0555821168469608,0,-0.0276749482183277,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.131581921087666,0,0,0,0,0,0,0,0.087294662697993,0,0.294620748035507,0,0,0,0,-1.73472347597681e-18,0,0.0166469237192254,0,0.0468757025626128,0,0,0,0,0,0,0,0,0,0,0,0,0.0216810829498305,0,0,0,0.00748612438515085,0.0585341928091057,0,0.133542940375365,0,0,0,0,0,0,0,0,0,-0.00855487042329058
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231897910314315,0.475026235605797,0,0,0,0,-0.618054882922223,0,0,-0.0825238262555448,0,0,-0.180867036155941,0,0,0,0,0.0352195094064292,-0.21637797773135,0.00538767258416185,0,0,0,0,0,0.0321849599756681,0,0,0,0.104620654229682,0,-0.0944252065331271,0,0,0,0.470064600003746,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.238415582318781,0,0,0.193451726355666,0,0,0.0023890594424108,0,0,0,0,0,0,0.00523217410612998,0,0,-0.0117897201763691,0.143173114926702,0,0,0.0474651815443454,0,0,0,0,0,0,0,0,0.069516179694227,0,0,0,0,0,0,0,0,0,0,0,-0.0680266840035669,0
X601939.CH.EQUITY,0,0,0.135014391984347,0,0,0.16637559435055,0.375617894668293,0,0.127970995580445,0.154740800214314,0.0460537518241364,0,0,0.0470831809562951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211236906028895,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543114381157731,0,0,0,0,0,0,0,-0.0672420452497625
X601988.CH.EQUITY,0.071955562855526,0,0,0,0,0.28400680981904,0,0,0.0728892435383891,0,0,0,0,0,0.0736233440935706,0.452303518426171,0,0,0,0,0,0,0,0,0,0,0.125089584352316,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186965848420681,0.0155990392780332,0,0,0,0,0,0,0,0,0,-0.126934323190689
X601998.CH.EQUITY,0.0801632961066686,0,0,0,0,0,0.33226675009554,0,0,0,0.287262242372193,0,0,0.000429239727960298,0,0,0,0,0,0,0.182611137990787,0,0,0,0,0,0,0,0,-0.00267849215367274,0,0,0,0.104930937573918,0,0,0,0,0,0,0.0189651548292409,0,0,0,0,0,0,0,0,0,-0.155709330472972,0
X601658.CH.Equity,0.0298094618607445,0,0,0,0,0.0985004583026166,0,0,0.0748313142057122,0,0,0,0,0.109497178328889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090519890560394,0,0.146331939061683,0,1.73472347597681e-18,0,0,0,0,0.0521302347946944,0,-0.0901081629245874,0,0.430284017593827,-0.147645147956859,0,0,-0.140460740884229,-3.46944695195361e-18,0,0.173764572866782
X11.HK.EQUITY,0,0,-0.0820939154779181,0,0,0,0,0,0,0,-0.046685743147425,0,0,0,0,0,0,0.194746284703141,0.381733711862461,0,0,0,0,0,0,0,0,0,0,0,0,-0.117252116001851,0,0,0.181267660125445,0,0,0.0329485956488751,0,0,0,0,0,0.0573069346273877,0,0.140094947657764,0,0,0,0,0.0376890567875321,0.00596271180406841
X2388.HK.EQUITY,0,0.0108198062288314,0,0,0,0,0,0,0,0,0,-0.058142726042341,0,0,0,0,0.28450311720645,0,0,0,0,0,0,0,0.000462794090648161,0,0,0,0,0,0.0259285985531315,0.0247771338991842,0,0.0221538993524156,0,0,0.0467732858496596,0.187815548327828,0,0,0,0,0,0,0,0,0,0.0734322824822003,0,0.316194109094661,0.000486260829732754,0
X5.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.106633751391265,0,0,0,0,0.764690372789819,-0.517720999807312,0,0,0,0.175842994522232,0,0,0,0,0.012416556357015,0,0,0,0,0,0,0,0,0.0791891636977525,0,0,0,0,0,0,0,0,0,0,0,0.60314240631243,0,0,0,-0.0683222242007653
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188619100512943,0,0,0,0,0,0,0,0,0.0952236648576746,0,0.0586286446326225,0,0.258116163549277,0,0,0,0,0.00933263874724623,0,0,0,0,0,0,0,0,0,0,0,0,0.0200395428587685,0,0,0.0700240919192354,0,0.0315547882649586
X000776.CH.EQUITY,0,0,0,0,0,0,0.0197076645694448,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0345602903959858,0,0,0.0147047897097481,0,0,0.0558345189080718,0,0,0.434646121861298,0,0,0.029548579691557,0,0.317744971025903,0,0,0,0,0,0,0,0,0,0,0.0692839393264272,0,0,0,0,0,-0.00181335179937934,0
X002736.CH.EQUITY,-0.0529212183023429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100343036002201,0,0,0,0,0,0.263082538949022,0,0.0612290492576349,0.155387242502783,0.049843396013348,0,-0.0590528251715645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109023589303157,0,0,0,0,0,-0.0860896789136969
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0734839646336632,0,0,0,0,0,0,0,0,0.0843541014501409,0,0,0.211055180141522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063277915464815,0,0,0,0,0,0,0,0.227540409849255,0,0,0,-0.10470327086688,-0.0857034856229147
X600030.CH.EQUITY,0.0152224776831473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216768974948722,0,0,0,0,0.0407243087223102,0,0,0,0.244222050137514,0.103147471574503,0.381790327920901,0,0,0,0,0,0.0504512308345136,0,0,0.0040795276816554,0,0,0.00194801194816514,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0512646290770473,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114851291696654,0,0,0,0.233809994627037,0,0,0,0,0,0,0.106679840676902,0.421208609046722,0.198129602838324,0,-0.0731347506812995,0,0,0,0,0.00670022152560395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0.0150932130475857,0,0.033401950696966,0,0,0,0,0,0.0478899164198633,0,0,0,0,0,0,0,0,0,0,0.297698429245033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270054255742876,0.0793438075884212,0,0,0,0.0248377773210635,0,0,0.140781271941002,0,0,0.0108231365711068
X601066.CH.EQUITY,0,-0.0217710651098511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117744331026716,0,0,0,0,0,0.21135875421988,0.439533101771764,0.0587096241613304,0,0,0.204618123049308,0,0.00313799582807126,0,0,0,0,0,0,-0.205218962647867,0,0,0,-0.0190235848841205,0,0,0.00785981343221662,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0953457786744959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120070908467301,0,0,0.0858507298095667,0,0.357256876956028,0,0,0,0,0,0,0,0,0,0,0.0365860529494465,0,0,0,0.0988567410802204,0,0.00214402251822902,0,0,0.112326169157867,0,0,-0.068664013765484
