,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.221308476217313,0,0,0.104645674056218,0,0,0,0,0,0,0,0.116709403054773,0,0,0,0,0.0247984475232328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1205823860775,0,0.0811526854980915,0.0918461842068509,0,0,0,0,0,0,0,0.0810805493771829,0,0.0442648509260117,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.181649507756311,0.486116386964211,0,0,0,0,0,0,0,0,0,0,0.185063646597663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458550483796574,0,0,0,0,0,0,0.167726452845853,3.46944695195361e-18,-8.4815313074075e-05,0,0,0,0,0,-0.105294060108454,0,0.0392332145187652
X600000.CH.EQUITY,0,0,0,0,0.0856897677307101,0.484443200063541,0,0.017928439883399,0.170678891352869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415412236171463,0,0,0,0,0.0451893400488405,0,0,0,0,0.0236673848473379,0,0.0189292922555355,-0.0153595805385915,0
X600016.CH.EQUITY,0,0.0555417816728155,0,0,0,0.196350321609744,0,0.0102169185350647,0.160830276145624,0,0.0573266465436782,0,0,0,0,0,0,-0.167855143389777,0,0,0.176445616515149,-0.419244229844761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168234606308764,0.0789796442513339,0,0,0.0072605491722731,0.217892941282046,0,0,0,0,0
X600036.CH.EQUITY,0,0.43858460086398,0,0,0,0,0.0590282572225404,0.0739312412851572,0,0,0,0.300551414843342,0,0,0,0,0.021362698156081,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661070644585642,0,0,0.0658707991935042,0.0344745047749546,0
X601166.CH.EQUITY,0,0.0444443093153113,0.122489319224115,0.0475780484267131,0,0,0,0,0,0,0,0,0.52058085220259,0.0828879164451083,0.0560133201355424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389296290587045,-0.029796432094563,0,0.0122970900841087,0,0.0127254882271564,0,0,0,0,0.026302641619974,0,0,0.0684051425689205,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.855826416211159,0,0,0,0,0,0,0,0.240848118539942,0,0,0,0,0,0,0,0,0,0,0.441122022048489,-0.252059459946509,0,0,-0.16606215264659,0,0,-0.0690832051932354,0,0,0,0,0,0,-0.181608858541653,0,0,0,0,-0.129019423405435,0,0,0.122277694774806,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.00448608501619371,0.00551186770723786,0,0.884949860706745,0,0,0,0,0.0529644980512952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138877639865098,0,0,-0.0804801219253357,0,0,0.0486335258611197,-0.0983307707460351,0,-0.044315912435003,0,0,0,0,0,0,0,-0.0360975608046572,-0.00929122696852881
X601328.CH.EQUITY,0,0,0.0859476188020041,0.330071167413593,0,0,0.145238316831215,0.108680912310737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489764376547352,0,0,0,0,0,0,0,0,0,0,0,0.0129420636896928,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00432360473509058,0,0,-2.77555756156289e-17,0,0,-3.46944695195361e-18,0,0,0,0,0,0.843911067293951,0,0,0,0,0,-0.0628338196416987,0,0,-0.113665431323163,0,0,-0.345139639899322,0,0,0,0,0,-0.13059913119844,0,0,0,0,0,0,0,0,-0.0864997269539392,-0.129934055939786,0.0550115261177455,0,0,-0.121319611431726,0,0,0.586983829217704,0,0,0
