,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.267637976188912,0,0,0.0410985291775973,0.511220530975844,0,0,0,0,0.0898913846037504,0,0,0,0,0,0.00662703944774275,0,0,0,0,0.213627822745504,0,0,0,0,0,0,-0.0698019195678727,0,0,0,0,0,0,0,0,0,0,-0.0258992249803772,0,0,0,0,0,0,-0.0746047931687037,0,-0.135266181360461,0,-0.010467824822099,-0.156706512666489
X002142.CH.EQUITY,0.213114659954323,0,0,0,0.0305663102417744,0.103397857272647,0.0243791349431249,0,0,0,0,0,0,0,0,0,0,0,0.0567254065196383,0,0,0,0,0,0.144551291875067,0,0,0,0,0,0,0,0.195790196208221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203511381504706,0
X600000.CH.EQUITY,-0.00607997085220729,0,0,0.109484091062719,0,0,-0.000943645166211239,0,0.33757936300731,0,0,0,0,0,0,0.0386815150329611,0,0,0.115969012660555,0,0.0836870313663249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076818801930319,0,0.106875620305272,0,0,0,0,0,0,0,-0.0137936822819423,0
X600016.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0.431003911801749,0,0,0.0434829338233564,0,0,-0.171316804277748,0,0.0270200704780214,0,-0.204968939247093,0,0,0,0,0,0,0,0,0.365873291151519,0,0,0,0.239474747299092,0.0636154699299216,0,0,0,-0.0850509534980213,0,0,0.222277421345025,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0853872439140448,0,0.113065683172029,0.442492753730389,0,0,0,0,0,0,0.0302927263664767,0,0,0,-0.0424067471970398,0,0,0.0484294853802796,0,0,0,0,0,0,0,0,0,0,0,-0.128888863899247,0,0,0,0,0,0.195280085631994,0,0,0.128751626224912,0,0,0,0,-0.0488785333930319,0,0,0,0,0,0,-0.0107636510608951,0
X601166.CH.EQUITY,0.392027904482012,0,0,0,0.0722048445252702,0,0,0,0,0,0.300616078209792,0,0,0,0,-0.0129908951448286,0,0,0,-0.0877763532772918,0,0,0,0,-0.0124992333247541,0,0,0,0,-0.0384466753493767,0,0,0.0708641282970693,-0.0697709866664548,0,0,0.024228893646024,0,0.0628476487588427,0,0.111435089657714,0,0,0,-0.167206126517603,0,0.0200085181557461,0,0.112509308482893,0,0,-0.0564767874605035
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.52427271630907,0,0,0,0,0,0.0125145634888771,0,0,0,0,0,0,0,0.071350006705327,0,0,0,0,-0.0444379618392081,0.101747805684626,0.0834195080829469,0,0,0,0,0,0,0,0.0263871449522997,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.134567740459195,0.10532138343665,0.486867921904171,0.0678872700979628,0.0471330856884983,0.141732195057711,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557529068191708,0,0,0,0,0,0,0.016349088177834,0,0,0.00278220459244165,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
X601328.CH.EQUITY,0,0,0.331992100279661,0.0998180059617732,0,0,0,0,0,0,0,0,0.060766582151871,0.0276070262782751,0.177988502987192,0,0,0,0,0,0,0,0,0,0,0,0.12701209487354,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.144957638865923,0,0,0.0502918781939887,0
X601398.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0.0322707356865443,0,0,0,0.205050279445796,0.393186492955122,0.250370716709834,0,0,0,0,0,0,0,0,0,0,0.0427133195918334,0,0,0,0,0,0,0,0,0.00814088074403835,0,0.00213455929887423,0,0,0,0,0,0,0,0,0,-0.0926677055767726,0,0.0532670716180852,0.0863742960430793,0,0,0
