,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.211871473215888,0.0818181337815088,0,0,0.186747888109485,0,0.0318399549085347,0,0,0,0,0,0,0,0,0,0,0,0,0.180791277075792,0,0.12347336694907,0,0,-0.00210147539821735,0,0,0,0,0,0,0,0,0,0,0,0,0.0634503645531017,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.059987660305908,0,0,0.0736763502252516,0,0,0,0,0,0.41870492970016,0,0,0,0,0,0,0.235041490344154,0,0,0,0,0.0267014011364669,0,0,0,0,0,-0.183857846293222,0,0,0.0752054918620482,0.00949979535249603,0,0,0,0,0,0,0,0,0,0,0.114550061697864,0,0,0,0,0,0,0,0.115132936544767,0
X600000.CH.EQUITY,0.0503806696220458,0,0,0,0,0,0,0.180073077163504,0,0,0.357662116803135,0,0,0,0,0.0797145144418402,0,0.166158184149804,0,0,0,0,0,0,0,0,0,0,0,-0.0709013707669772,-0.00502008981427201,0,0,0,0,0,0,0.0858439545260497,0,0,0,0,0,0,0.0220525149253501,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.053757213727734,0.0624551104409996,0,0,0.489829007880622,0,0,0,0,0,0,0,0,0,0,0,0,0.161941094968352,0,0,0,0.01480528350228,0,0,0.0146120590689804,0,-0.161975993321748,0,0.0296090393530558,0,3.46944695195361e-18,0,4.33680868994202e-19,0.0241011982864499,0,0,0,0.102375047349781,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.325931245883992,0.0359992867820044,0,0,0,0,0.182787352440911,0,0,0,0,0,0,0,0,0.389844976594068,0,0,-0.0773779802090923,0,0,0,0,0,0,0.0777240765077665,0,0,0.131309513146508,0.009956810497736,0,0.129862198362704,0,0,0.154009186169481,0,0,0,0,0,0,0.1888855195323,0,0
X600036.CH.EQUITY,0.274998984041717,0.18718416744874,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0582300415594516,0,0,0,0,0,0,0,-0.000479790183325189,0.404262499172749,-0.00909247475311596,0,0,0.0632297455530433,0,-0.0275490129351948,0.0356211202261756,0,0,0,0,0,-0.069862346727821,0,0,0,0,0,0,-0.0632963587117668,0,0,0,0.0709912049769209,0,0,0.209964865466333,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.382724100912688,0,0,0.0460887798336024,0,0,0,0.060895817274092,0,0,0.198680248368458,0,0.0137974700720608,0,0,0,0.291077408483941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166205600503779,0.0887564634452026,0.0706093958770634,0,0,0,0.00549785801673238,0,0
X600926.CH.EQUITY,0,0.302554926180224,0,0,0,0,0.464207269629271,0,0,0,0,0,0,0.000672276197146411,0.0815017540916223,0.0280744383583861,0,0,0.0793593531681688,0,0,0,0,0,0,0,0,0,0,0,-0.0439259286274429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183917466817245,0,-0.0445712952756453,0,0,0,-4.33680868994202e-19,0.0837962854720118
X601009.CH.EQUITY,0,0,0,0.10743132882063,-0.0849601274343661,0,0,0.148858944634787,0,0,0,0,0,0.390406829755922,0,0,0,0.088429785068917,0,0.0215135571922268,0,0,0,-0.0441391624512686,0,0.0906505576872606,0,0,0,0,0,0,0,0,-0.0909635164629729,0,0,0,0.104938043893911,0,0,0,0,0.167848517165376,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.642750335007758,0,0,0,0.0253852331037997,0.066915732019088,0,0.0660626519540165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23976518604721,0,0,0,0.149321782185541,0,0,0.104302966563217,0,0,0,0,0.0684059692607781,0,0.00902905688695783,0,0,0,0.0764218229340808,0.028230825676848,0.0350388749473158,0,0,0,0,0,0,0.0982391798363642
X601169.CH.EQUITY,0,0,0.093809038152523,0.198069203196903,0,0,0.173070475229375,0,0,0,0,0,0.0923646467481255,0,0,0,0,0.127579274389556,0,0.0483015975921733,0.137067255066285,0,0,0,0,0,0.115199309668222,0,0,-0.00339342255806717,0,0,-0.0394996699439143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114594154858484,0,0
X601229.CH.EQUITY,0,0,0,0.0863524911196531,0.122627867440163,0,0,0,0.00488769330165635,0,0,0,0,0.137487340501525,0,0,0,0,0,0,0.49579089623304,0.0568894466361128,0,0.0459749090400605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471924618705732,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0459128415119463,0,0,0.0360262843041202,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0232884559565805,8.67361737988404e-19,0.308700095665351,0,0,0.127093586928222,0,-0.0177447937088597,0,-0.0389004679940605,0,0,0.0305844198314711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.322352789011931,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.100862971320508,0,0,0,0,0,0,0.2383113641872,0,0,0,0.157527975998584,0.194815335070035,0,0,0,0,0,-0.080502247607587,0,0,0,0,0,0,0,0,0,0,0.0782671411878135,0,0,0,0,0,0,0,0,0,0,0,0,0.207192701964197,0,0.0468466208408951
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.28659151562536,-0.0898198436058258,-0.019042268836461,0,0,0,0,0,-0.095630194824521,0,0,0.77972743865934,0,0,0,0,0,0,0,0,-0.0475474116581365,0,0,0,-0.0216935220106836,0,0.199555960057733,-0.17377903349518,0,0,0,-0.0854027068291632,0,0,0,0,0,-0.170121217371917,0.133285672555218,0,0,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0.0360479127460801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185555696702876,0.50239858404338,0,0,0,0,0,0,0.0880441114453854,0,0,0.252452150925115,0,0,0,0,0,0,0,0.0221230625935443,0,0,0,0,0.127022752934296,0,0,-0.000152084640750455
X601818.CH.EQUITY,0.20440385204625,0,0,0.0916756125498174,0,0,0,0,0,0,0,0.299181871591956,0.166296324341739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904990481070781,0,0,0,0,0,0.128361438780741,0,0,0,0,0,0,0.0864252451267426,0.0116079390569654,0,0,0,0,0,0,0,0,0.113312672592077,0
X601838.CH.EQUITY,0,0.333958914120646,0.0633775870141485,0,0,0,0.0695897404870315,0.406975843275113,0,0,0,0,0,0.20754047268999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367355692352869,0,0,0.113102841118641,-0.335356996593297,-0.0587495404008017,0,0,0,0,0,0,0,-0.01662695582422,0,0.0797939957382926,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.139450641424213,0,0,0,0,0.0186670099681127,0,0,0.0883149056639863,0,0,0.161770868246191,0,0.197821997545855,0.36702877451293,0.069631754953568,0,0,0,0,0,0,0.10076010110185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560015487140544,0,0,0,0,0,0,-0.0478059638979876,0,0,-0.0300652700621738
