,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.329909419606244,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558937093587892,0,0,0,0,0.198162321655241,0,0,0,0,0,0,0.0819382813971957,0.120613469309034,0,0.164777848891337,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.575581615111596,0,0,0.211456879481428,0,-0.165973438414846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279590091485827,2.77555756156289e-17,0,0.172333341563359,0,0,0,-0.00762301589272188,0,0.0266699722979567,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0268314289354965,0,0.237628627387995,0.0472950109741314,-0.00580400569542545,0.190205697397728,0,0,0,3.46944695195361e-18,0,0.0914281014036895,0,0,0,0,0.0528328880553329,0,0,0,0,0,0,0,0,0,0,0.0834809562978247,0,0,0,0.00653739950552666,0,0,0,0,0,0,0,0,0,0,0,0.133164606183417,0,0,0,0,0
X600016.CH.EQUITY,-2.77555756156289e-17,0,0.0843275422899004,0,0,0.0346581738888828,0.0455545509665102,0.118625968300852,0.143862720905349,0.28969759421882,0.0182710615827944,0,0.0310202094351423,0,0,0,0,0,0,0,0,0,0,0.0207257577241844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215449352496014,0,0,0,0.234953354083499,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.084591624440903,0.417251028484764,0,0,0,0.147027281278577,0.0758728033264446,0,0,0,0,0,0.149512699465743,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0118175663764115,0,0,0,0,-0.00983962759320264,0,0,0,0.0893264564607573,0.100461494018992,0.0645187077807877,0,0.0535843512075976,0,0,0,0,0,0,0,0,0,0,0,-0.095999640137783,0,0,0
X601166.CH.EQUITY,0.0442072223627032,0,0.200505699846724,0.108863190353093,0.113631420413054,0,0,0,0.0447064233602229,0,0,0.191107517923368,0,0,0,0.013578936879216,0,0,0,0.175530901086941,0,0,0,0,0,0,0,0,0,0,0.0271914984568506,0,0.098747009489424,0,0,0,0,0,0.106279163579313,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.268239951630614,0,0,0.0373901157654341,0,0,0,0,0,0,0,0,0,0,0.354983921242043,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00920844091267386,0,0,0.0783995925207751,0,0.131416761046574,0,0,0
X601229.CH.EQUITY,0,0.325742018566588,0,0.0694690041282474,0,0.189788737078674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.220382328493266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142303639061083,0,0,-0.176586674800144,-0.0830569010144051,0,0.0372425933542481,0
X601288.CH.EQUITY,0,0,0.0995215784622239,0.0712019553909907,0,0,0,-0.0480531830707709,0,0.183254950063922,0,0,0.347738110564707,0.241822098657121,0,0,0,0,0,-0.0092314910162769,0,0,0,0,0,0,0,-0.018694369575161,-0.0596184127477147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567413787842097,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0741914251258791,0,-1.38777878078145e-17,0,0,0,0,0.283042622068641,0.132744591247083,0.195231473635652,0,0.0148210616389177,0,0,0,-0.0463406656588232,0,0,0,0,0,0,0.043519419345941,0,0,0,0.0540431420815324,0,0,0,-0.029521883555428,0,0,0,0,0.113920498220756,0,0.0820835916423977,0,0.0473950964662588,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.12119334101802,0,0,0,0,0,0,0,0,0,0.0943091954438661,0.375844884671382,0,0,0,0,0,0,0.0722913149900282,-0.00749290262706691,-0.0494014541725296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164727561289312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278458446114915
X601818.CH.EQUITY,0,0,0,0,0,0.269087214093879,0,0.0236004544570923,0.240906957045879,0,0.155641543310424,0,0,0,0.14935238378609,0,0,0,0,0,0,0,0,0,0.0622994057066678,0.00862850780046633,0,0,0,0,0,0,0,0,0,0,0,0.046466078826792,0,0,0.0172463940523928,0,0,0,0,0,0,0,0,0,-0.0113966621101633,-0.0510248740662042
X601939.CH.EQUITY,0,0,0.052554743885065,0.027120673937104,0,0,0,-0.0691282101154863,0.425358765812135,0,0.119789394662655,0,0,0,0.32706571603681,0,0,0,0,0.195204657042578,0,0,0,0,0,-0.0961717184405153,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653558242993261,0,-0.11577043000486,0,0,0,0,0,0,0,0,0,0,-0.0618649905670896
X601988.CH.EQUITY,0.138432483972496,0,0,0,0,0,0,0,0.183514406847193,0,0,0,0.107497885912212,0,0,0.365660515726876,0,0,0,0,0,0,0.154576156306173,0,0,0.184190642604034,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.543297769428451,0,0.0702290455534596,0,0,0,0,0,0,0,0,0,-0.170380866861885
X601998.CH.EQUITY,0,0,0.237061990821827,0,0,0,0.202814607013091,0,0,0.081666752514991,0,0.0284208778299013,0.316280812167566,0.0435660309440193,0,0,0,0,0.0380462448622205,0.0979251619431608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946175259194182,0,0,0,0,0,0,0,0,0,0,-0.0312505953368721
X601658.CH.Equity,0,0,0,0,0,0,0.0150772136202792,0,0,0,0,0,0.128085226099233,0.025447757273762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381742961375107,0,0,0,0,0,0,0,0.116292151465488,0,0,0,0.193184674483191,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0.0608065620538827,-0.0284168070753432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123361191387864,0.31691575716742,0,0,0,0,0.171615850040061,0,0,0,0,0,-0.0319872801644952,0,0,0.0149407757616139,0,0.195824603185356,0,0,0,0,0,-0.0200919141643702,0,0.0773407387614971,0,0.0971100041672123,0,0,0,0,0,0.0144974773353035,0.0214419731435292
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279012695764653,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0296175467630051,0,0.00865281033560991,0,0,0,0.0860640700543545,0.0235261128975335,0,0,0.0004928153038674,0,0,0.130751239948398,0,0,0,0,0.0351227572384522,0,0.342343824552592,0,0
X5.HK.EQUITY,-0.0101741801236216,0,0,0,0,0,0,0,0,0,0,0.193958316537531,0,0,0,0,0.809047217952538,-0.394677812657204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132588310407083,0,0,0,0,0,-0.135893767997701,0.109815807884674,0,0.573136255331,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0.315403694422269,0.0959378227722404,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0421144642658864,-0.131683408777857,0,0,0,0,0,0,0.0500007869701752,0,0,0,0,0,0,0.468089219195974,0,-0.0571447832900875,0,0,0,0,0,0,0.0365489366062237,0.216857920279593,0,0,0,0.178838061240302,-0.0247517154993094
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0542969365652992,0,0,0,0,0,0,0.00486946340743178,0,0,0,0,0.519449271351231,0,0.0410582552094069,0,0.0632329985195002,0,0.128663758820954,0,0,0,0,0,0,0,0,0,0,0.0129878047968127,0,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174416532187499,0,0,0,0,0,0,0.843993486416147,0,0.0328308489641054,-0.271299743252703,0,0.103144221708712,0.0575821446467224,0,0,0,0.188980484654715,0,0,0,0,0,-0.18655464079274,-0.0537770620769977,0,0,0,0,0,0,0.126671439372321,0,0,0,0,0
X600030.CH.EQUITY,0.0182100032020816,0,0,0,0,0,0,0.0294614413958584,0,0,0,0,0,0,0,0,0,0.0417521086981251,0,0,0,0.0694650100118774,0,0,0,0.220408665199994,0.134216509473927,0.386003892854219,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616038543256995,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,-0.048571884129563,0,0,0,0,0,0,0,0,0.0573451489700868,0.103442194813012,0,0,0,0,0,0,0.0553278140044032,0.0242806158624558,0.282417493074961,0.487124249214228,0,-0.191691015183503,0,0,0.057209151015696,0,0,0,0,0,0,0,0,0,0,0,0,0.0256465435371084,0,0,0,0.081120969068308,0,0
X600999.CH.EQUITY,0,0.102361997083243,0,0,0,0,0,0,0,0.0720898636807241,0,0,0,0,0.113747180687039,0,0,0,0,0,0,0,0,0.0475861505525897,0,0,0,0.285671200195747,0,0,0,0,0,0,0,0,0,0,0,-0.146385309086278,0,0,0,0,0,0,0,0.00359269419248132,0,0,0,0.0352055370843999
X601066.CH.EQUITY,0,0,0,-0.0271676705701948,0,0,0,-0.0329548520335214,0,0,0,0,0,0,0,0,0,0,0.0776010081892063,0,0,0,0.270846511927374,0,0.058746791125552,0,0.477086675603424,0,0,0,0,0,0,-0.0898817695204937,1.73472347597681e-18,0,0,0,0,0,0,0,0.0781067996687036,0,0,-0.0201565274991065,0,0,0,0,0.0279053132175895,-0.0133420033323317
X601211.CH.EQUITY,0,0,0,0,0,0,0.150975401556457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252859474662547,0,0,0,0,0.372277916368244,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.100002080609335,0,0,0,0,0,0.0233784550133426,0.173248245916481,0,0,-0.131417366042189
X601688.CH.EQUITY,-0.0579265523957375,0.0220443781225189,0,0,0,0,0,0.124594095364466,0,0,0,0,0,-0.0169585147430153,0,0,0,0,0,0,0.196388384764616,0,0.193572144434196,0.474406633504384,0,0,0.0797509595169513,0,0,0,0.0332170782959155,0.0626227623929431,0,0.0107084818299587,0,0,0,0,0,0,0,0,-0.108907883100962,0.0576073532634383,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0145877958654185,0,0,0,0,0.0281776712484759,0,0,0,0,0,0,0,0,0.0788627345174248,0,0,0,0,0,0,0,0,0.0313663926461255,0,0,0,0.238226904850342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116671957074421,0,0,0,0.247024893877742,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.114072468276348,0,0.258608891939281,0,0,0,0,0,0,0,0,0,0,0,0,0.0808207022080042,0,0,0,0,0,0.232850339362165,0.0708735180762241,0,0,0,0,0.0251249499206326,0,0,0,0,0,0,0.0940930174030967,0,0.0196926629593335,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240273615800506,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.00838183028742633,0.218202918724533,0.103130511385845,0,0,0.127741958007333,0,0,0.0407279484518812,0,0,0,0.103551599517608,0,0,0,0.146739793643792,0,0,0,0,0,0,0,0,8.67361737988404e-19,0
X601336.CH.EQUITY,0.0142106777948451,0,0,0,0.301479608130267,0.147976745920834,0,0.007983723390841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135207313163266,0,0,0,0.0803887190511294,0,0,0,0,0,0.161739435818955,0,0,0,0.0907532116111052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,-0.323749596042951,0,0,0,0,0,0,0,0,0.120775696968807,0,0,0,0,0,0,-0.030532503790445,0,0,0,0,-0.0928785918383244,0.000573153972249475,0.745282232987739,0,0,0,0,0,0,0.221705239776065,0,0,0,0,0,0,0.238131838502572,0,0,0,0.0391824793160148,0,0,0.043654721989301
X601628.CH.EQUITY,0,0,0,0,0.264614115330459,0,0,0,0,0,0,0,0.00207997572825071,0,0,0,0,0.287029383819074,0,0.0275142091760837,0,0,0,0,0,0,0,0,0,-0.147896560338109,0,0,0.115121456926455,0.0811613692733587,0,0,0,0,0,0,0,0,0,0,0.0191300307922644,0,0.191990180936152,0,0,0,0.101686296280672,-0.0499240994329971
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.132744030438998,0,0,0,0,0,0,0.0440419946353764,0,0,0,0,0,0,0,0,0,0.0176162448086485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144224696549507,0,0,0,0.27242487402368,0,0,0,0.031555879706128,0.359333867787649,0,0
X2881.TT.EQUITY,0,0,0,0,0,1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0.0265645575349518,0,0,0,0,0,-0.00947576676269322,0,0.320804925305958,0,0,0,0,0,0,0,0,-0.00199169272629115,0,0,0,0,0,0,0,0,0.471671691503936,0.00344237693762175,0,0,0,0,0,0,0,0,0,0.0697837197000805,0,0.146444865667867,-0.0314257012984199
X2882.TT.EQUITY,0,-0.0840559299461154,0,0,0,0,0,-0.0624003217758854,0,0,0,0,0,0,0,0,0,0,0,0.0484229666546005,0,0,0,0,-0.0361159803403584,0,0,0,0,0,0,0,0,0.251930991411413,0,-0.126618881815081,0.74947088498203,0,0,0,0,0,0,0,0,0.0443371383487973,0,0,0,0.0751661360780084,0.0202123756566779,0
