,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.327694285619373,0.115441990530727,0.111436295999901,0,0.106652085937178,0,0.211060565358098,0,0,0,0,-0.0249789560411405,0,0,0.0259427883206539,0.0305391620963805,0,-0.00778077412917804,0,0,0,0,0,0,0,0,0,0,0,0.0451988970576713,0,0,0,0,0.188860177180526,0,0,0,0,0,0,0,-0.0968591998112298,0,0,0,0,0,0,0.110841117191005,0
X002142.CH.EQUITY,0,0,0,0,0,0.0681713665996067,0,0.367955159319723,0,0,0,0,-0.133745679155398,0,0,0,0,-0.177538344460747,0.188329886260647,0,0,0,0,0,0,0.0587386199578282,0,0,0,0,0,0,0,0.0927970825161111,0,0,0,0,0,0,0,0,0.085369600222958,0,0,0,0,0,0,0.0905937554230861,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.163690879129306,0,0.105137722359799,0.213439160205027,0,0,0,0,-0.0134505511850989,0,0,0,0,0,0,0.322098526222041,0,0,-0.0113503788170811,-0.0578546869772766,0,0,0,0,0,0.109578505019934,0,0.178113616355637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256555023059996,0
X600015.CH.EQUITY,0.183147438694214,0,0,0,0,0,0,0,0,0,0.343055218902797,0.133836846628678,0,0,0,0,0.0506680640187837,0.118161461025305,0,0,0,0.00530284285964285,0,0,3.46944695195361e-18,0,-0.13924625895416,0,0,0,0,0,0,0,0,0.0159332174906651,0,0,0,0,0,0,-0.0224228296937183,0,0,0,0,0,0,0,-0.0526181659528065,0.0484195080938487
X600016.CH.EQUITY,0,0.222989078807507,0.369435311822826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.283333754061896,-0.281671670449273,0,0.11811456934103,0,0,0.46806468514807,0,0,0.0139739456722149,0,-0.180931948077329,0,0,0,0,0,0,0,0,0.372198844272215,0,0,0,0,0,-0.0355623602413665,0,0,0,0,0.226655335986286,0,0.148872610586242
X600036.CH.EQUITY,0,0.17559624346592,0.118006381007449,0,0,0,0,0,0.00979394447167146,0.154613066872852,0,0,0,0,0,0,0.153080871732203,0.0174791705506398,0,0,0,0,0,0,0.0370177670114884,0.00881024896426061,0,0,0,0,0,0,0,0,0.0330153400785278,0,0,0,0,0,0,0,0,0,0.269386246373911,0,0,0,0,0,0.0274143723896244,-0.0427210635571055
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.232065213454458,0,0,0.0586620010031781,0.132423919319382,0,0,0,0,0,0,0.0505977190523171,0,0.215491080331536,0,0,0,0,0,-0.134108511302753,0,0,0,0,0,0,0,0,-0.0232490899690851,0,0,0,0,0.0284214153416669,0,0,0.0405677832529874,0,0,0,0,0,0,0,-0.0314302430200901
X600926.CH.EQUITY,0.186846925767292,0.233501563160383,0,0,0,0,0.0830683260540228,0,0,0,-0.0936787010143738,0,0,0,0,0.374356018861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435879694124676,0,-0.113251681593819,0,0,0,-0.0593532545215503,-0.0225043402732795
X601009.CH.EQUITY,0,0.138040329017804,0,0,0,0,0,0.077129229603718,0,0.025173753607728,0,0.187577924635183,0,0.0782056317972714,0,0,0,0,0,0,0.298697203643474,0,0.156569194063259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119528594702112,0,0,0,0,1.73472347597681e-18,0,0.0871067937547316,0,0,0,-0.0952682881047646,0,-0.193868216444901,0,0
X601166.CH.EQUITY,0.286215340970681,0,0,0,0,0.545219542094579,0,0,0,0,-3.46944695195361e-18,0.208886348570227,0,0,0,0,0,0,0,0,0,0,0.0890943538795178,0,0,0,0,-0.0527699098278374,0,0,0,0,0,0,0,0,-0.178461041716206,0,0,0,0,0,0,0,0,-0.0400915390292563,0,0,0,0,0,0
