,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.137615184142588,0,0,-2.77555756156289e-17,0,0.231055394268322,0,0.0863351489079316,0,0,0,0,0,0.012722519500237,0,0,0,0,0,0,0,0,0,0,0,0,0.0192249308611907,0,0,0,0,0.0762893729538074,0.0663176346800939,0,0,0.0509449667924072,0,0.112865020927168,0,0,0,0,0.158827716504119,0,0,0.0309782723765705,0,0,0,0,0
X002142.CH.EQUITY,0.25541391053122,0,0,0,0,0,0,0,0,0,0,0.103696728111599,0,0,0,0,0.151614193771394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136906564869922,0,0,0,0,0.0953825464867223,0,0,0,0,0,0.0923175827228339,0,0,0,0,0,0,-0.0816126038173427,0
X600000.CH.EQUITY,0,0,0,0.244428054358312,0.483674572265326,0,0,0.0280196200186312,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0387550234548746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497716122022401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0432068005113689,0.00119108088864379,0,0,0.093306827150757,0,0.304878491954658,0,0,0.0474779655633622,0,0.140142721966435,0,0.108072179498961,0,0,0,0,0,0,0,0,0,0,0,0,0.149150626566829,0,0,0,0,0,0,0,0,0.0439003376114964,0,0,0,0.019015890127308,0,0,0.0823490284820304,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.278511280273187,0,0,0.270876518312909,0,0,0.151542469704307,0.285257208535138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242707635520703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.147711739142606,0,0,0,0,0.368481268175082,0,0,0,0,0,0,0,0,0,0,0.0254399131639075,0,0.0511871377433464,0.230631682375575,0,0,0,0.0742016667835455,0,0,0,0.107222767392713,0,0,0,0.0260764179684735,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,5.42101086242752e-20,0,0
X601166.CH.EQUITY,0.132721715745176,0,0,0,-1.38777878078145e-17,0.129809575107507,0,0.264312731221751,0,0.0797558323909952,0,0,0.322716095767886,0,0,0,0,0.0031799921890559,0,0,0.0210818854373969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421611211168434,0,0
X601169.CH.EQUITY,0.00305738308421379,0,0,0.165658652137826,0,0,0,0,0.323940585805891,0,0.065491360564716,0,0,0,0,0.19588692219111,0,0,0,0,0,0,0,0.0129758094876601,0,0,0.0712677921625234,0,0,0.0557490165736807,0,0,0,0.0648642161887028,0.0374474923420833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.107732538034165,0.156741793424927,0.0134570381302105,0,0,0,6.93889390390723e-18,0,0,0.326388003127419,0,0.058129531530518,0.138056192660324,0.036378325923194,0,0.0863624684043402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661350638363282,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.117657263480885,0.362150939147552,0.00923214678544571,0.0175104977803676,0.366125146034266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845271333166409,0,0,0,0,0,0,0.00730639957852307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231930015098742
X601328.CH.EQUITY,0,0,0.30241995669597,0,0,0,0,0.124218289348112,0,0.349249553640079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941460318424253,0,0,0,0,0,0,0,0,0.0619260882296279,0,0.0958284260326707,0,0,0,0,0.025591134206626,0,0,0,0,0,0
X601398.CH.EQUITY,0.0273004072826311,0,0,0,0,0.0751877486405726,0,0,0,0.338934056526811,0,0,0,0.266301137117495,0,0,0,0,0,0,0,0,0,0.0606631156951199,0,0,0,0,0.0331045839774843,0,0,0,0,0,0,0,0.146480291328434,0,0,0,0.111401931487361,0,0,0,0,0,0,0,-0.083581700969751,0,0,0
X601818.CH.EQUITY,0,0.0480293240313939,0,0,0,0,0.34830437972207,0,0,0,0,0,0,0,0,0.594530848337584,0,0,0,0,0.0210237736624763,0,0,0,0,-0.0586404405749531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208118454521668,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.494797404421674,0.00270399141574655,0.231102212047892,0.039020228095553,0,0,0,0,0.0408343357411272,0.0961946826573903,0,0.0211776264016414,0,0,0.0929637898254197,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695819974726768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00770996367466929,0,0,0,0,0,0,0,0,-0.0773439065037997
X601988.CH.EQUITY,0.139240934578714,0,0,0.124664959718594,0.184198793015438,0,0,0,0,0.281344379180903,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157175870793352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261200125454185,0,0,0.0632864609528672,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.105595762818749,0,0.246097968314301,0.0987282751496135,0,0,0.0784958115845288,0,0,0.142413981677617,0,0.259331011893614,0,0,0,0,0,0,0,0,0,0,0.0608500154708823,0,0,0,0,0,0,0,0,0,0,0,0,0.0149557510754776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283103783733413
X601658.CH.Equity,0,0.0402127866198761,0,0.401753958192993,0,0,0,0,0.557235503555258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269462572548794,0,0,0,0,0,0,-0.0580816712188517,0.089394663703625,0,0.17776471023306,0,-0.273933454990426,0,0,0,0,0,0,0,0.191155490341175
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0921344555919066,0,0.127749706659315,0,0.718328800883258,0.253283452915356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519479771832015,0,0,0.241567406179175,-0.124033227140843,0,-0.131820109490956,0.0831740467724736,0,0,0,0,0,0,-0.158450990449882,8.67361737988404e-19,0,0.0301762230666583
X2388.HK.EQUITY,0,0,0.000865344109537244,0,0,0,0,0,0,0,0,0,0,0,0.0620772844110582,0,0,0.313036790638264,0,0.316164190063632,0.0170157613755398,0,0,0,0,0,0,0,0,0,0,0.0310226458969724,0,0,0,0,0,0,0.108909814811153,0,0,0,0,0.160093532180334,0,0.103974372365357,0,0,0,0,0,0
