,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.110893014725355,0.116453206754299,0,0.116362384271372,0.128253904398666,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0997427246987246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820283662972268,0,0.0756592935641935,0.0931693449830177,0,0,0.0140079609637702,0,0.0301521198932389,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0.191050655665929,0.656536847869935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25604659223742,-0.109167780650368,0,0,0,0,0,0.0941864017529417,0,0,0,0,0,0.069814425574658,0,0,0.0839737107606933,0,0,0,0,0,0,0.183548187261898,0,-0.0132381599225248,0,0,-0.0513581986179871,-0.221357716088804,0,-0.00995811196908051,0,-0.0687278268110404
X600000.CH.EQUITY,0,0,0,0,0.111486473952559,0,0,0.299399799424438,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.265386014107628,0,0,0,0,0,0,0,0.0690685173888026,0,0,0,0,0.0680588805178912,0,0.667084608740415,0,-0.0242110481283711,0,0,0,0,0,0,0,0,-0.0235281238686037
X600016.CH.EQUITY,0,0.135147771360526,0,0,0,0.213922796661992,0,0,0.134234266714505,0,0,0,0,0,0,0,0.041387966626898,0,0,0,0.588824364246154,-0.492216177749571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185438767592095,0,0,0.00847379811435886,0,0,0,0,0,0,0,0,0,0.0593797062713897
X600036.CH.EQUITY,0,0.206625455279922,0.151516271467753,0,0,0,0.0341278932553161,0,0,0,0,0.369336343960358,0,0,0,0,0.191196731270672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010340188116632,0,0,0,0.00463095590236586,0,0,0,0,0,0,0,0,0,0,0.0529753002115526,0,0,0,0.0295689506163223,0.0186815302270097
X601166.CH.EQUITY,0.0676238766298919,0,0.0866303757583092,0.0516980540296581,0,0,0,0,0,0,0,0.0192052003893448,0.563856768212893,0.00674524471525092,0.0721197125227858,0,0,0,0,0,0,0,0,0,0,0.000697056601038075,0,0,0,0.0430066242041713,-0.0285947952322029,0.0170463929167685,0,0,0,0,0,0,0,0.0171200012883813,0,0,0.0868002822802052,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,-6.93889390390723e-18,0,0.937048829888012,0,0,0,0,0,0,0,0.289396236470513,0,0,0,0,0,0,0,0,0,0,0.515842309052122,-0.0747076608535292,0,0,-0.217803756716459,0,0,0,-0.137979852624346,-0.0374757678946362,-0.162928533151917,0,0,0,-0.228518753487135,0,0,0,0,-0.0233687895001004,0,0,0.149149264558883,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.00644395614502423,0.0117921725895575,0,0.884378215482717,0,0,0,0,0.0519475640196837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128353760268148,0,0,-0.0868760445300581,0,0,0.0550890994764402,-0.115838171761649,0,-0.0258828107209647,0,0,0,0,0,0,0,-0.0423680689300127,0
X601328.CH.EQUITY,0,0,0.04802568231349,0.410137251613634,0.032479083148165,0,0.252890951107622,0.0723414235792179,0,0,0,-6.93889390390723e-18,0.0218113525335733,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972515611841994,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.243026317669739,0,0,0,0,-8.67361737988404e-19,0.00107270773701129,0,0,0,0,0,0.660604697031941,0,0,0,0,0,0,0,0,-0.114112372414254,0,0,-0.309770772293928,0,0,0,0,0,-0.040421766736514,0,0,0,0,0,0,0,0,-0.0546978404237477,-0.196290656238358,0.00755376077086688,0,0,0,0,0,0.515386204760309,0,0,0
