,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.164155046978489,0.274175253985428,0,0,0.182891244830902,0.0165157220271995,0,0,0,0,0,0,0.0855179949052961,0,0,0,0.00918622500513241,0,0,0,0,0,0,0,0,0,0.0504898757149323,0,0,0,0,0,0,0,0.072724931968712,0,0.145467982672828,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0489124726363209,0.0217964128260933
X002142.CH.EQUITY,0,0,0,0,0,0.189732960647371,0,0,0,0,0,0,0.0494841544569872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213398794459778,0.0165580427550081,0,0,0.524466583929216,0,0.180948537822145,0.0123474890635675,0,0,0,0,0,0,0,0,0,0.0354971457176413,0,-0.0492298982107318,0.00629640309931043,-0.0183079646362811,-0.045184556128521
X600000.CH.EQUITY,0,0,0,0.338911584989169,0.389097571286914,0,0,0.0619211957888335,0,0,0.0577877964522068,0,0,0,0,0,0,0,0.0737046813568125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0253484593368949,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.342618519414449,0,0,0.346449062312271,0.00653457798304915,0.107544186642078,0,0,0.0996121646911431,0,0,0,0,0.0197457376508147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135231620932943,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.247505035115582,0,0,0.324515683325345,0,0,0.120214015703282,0.289569913946682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0192687499514702,0,0,0,0,0,0.368941273375272,0,0,0,0,0,0,0,0,0,0,0,0,0.154238181342776,0,0,0,0.0167055009994735,0,0,0,0.108438069008166,0,0,0,0.164654521051429,0,0,0,0,0.0704094274056058,0,0,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.134000231089816,0,0.00383479816972499,0,0,0.172506101660922,0,0.259669446429142,0,0,0,0.0365695414047683,0.37141825962353,0,0,0,0,0,0,0,0,0,0,0,-0.0214918893874091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103998521689759,0,0,0,0,0,0.0157365141528683,0,-0.0205772407042802
X601169.CH.EQUITY,0,0,0.00360644384781937,0.198969241698477,0.0955800635623295,0,0,0,0.223975620945772,0,0,0,0,0,0,0.167161867375235,0,0,0,0,0,0,0.0840819191125656,0,0,0.00698486306045798,0,0,0.029637936033146,0,0,0,0.0793629252259855,0.0439752875078273,0,0,0,0,0,0.0702577122119379,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.150982941933039,0.232271588160946,0.128298014830618,0.131133574391471,0,0.0558031744749963,0,0,0,0.0419830998178347,0,0.0432084880373439,0,0.139735008627087,0,0.0423659756901963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226757673492232,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.112769914228204,0.3778709810593,0.0137564213116297,0.00485052358216819,0.37094180939451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749297964320249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218241435729768
