,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.234933070178486,0,0,0,0,0,0,0,0,0,0,0.198678420161705,0.0756893380885262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15385108500631,0,0,0.188472794112832,0,-6.93889390390723e-18,4.33680868994202e-19,0,0,0,0,0,0,0.0106712578204921,0,0,0,0.0484991274127854,0.078939983119303,-0.0173455673237554
X002142.CH.EQUITY,0,0,0,0,0.327068039152266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109018771069394,0,0,0.191290159203521,0.0954124604030901,0.0901319107800273,0,0,0,0,0,0.026066535390838,0,0,0,0,0,0,0,-0.176479500160869,0
X600000.CH.EQUITY,0,0,0,0.080213597344233,0.0517002884286996,0.610450187001409,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0423296356610666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711193163551779,0,0,0,0,0,0.0073751861801397,0,0,0,0,0,0,0,0,0.0108992148573432,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0525544936815272,0,0,0,0,0.0977646800558649,0.267746986268837,0,0,0,0.105815623656433,0.0160943584397998,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651275063529177,0,0,0,0,0,0,0,0,0,-0.0109823759405397,0,0,0.00341928920102384,0,0,0,0.206983355676863,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.246473627727565,0.109086852076751,0,0,0,0,0.164947226214821,0,0,0,0.280575713160368,0,0,0,0,0.0189663447774914,0.0608863707841613,0,0,0,-0.00620789389093832,0,0,0,0,0,-0.0136167798051083,0,0,-0.0997878281438822,-0.0712894485025279,0,0,0,0.0303618564455821,0,0.0805381256812412,0,0,0,0,0,0.0551843475552711,0,0,0,0,0,0.0552234878142147,0.0864557765294844,0
X601166.CH.EQUITY,0.111027232505541,0,0.467509043547377,0,0,0,0,0.0668159310088085,0,0,0,0,0.0504775482391397,0.0386212114718889,0.00981729767844085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114436711859442,0,0.125050500555226,0,0,0,0,0,0,0.0111222441868165,0,0,0,0,0,0,0.0117200932146788,0,0,0,-0.00279414413190613,0
X601229.CH.EQUITY,0,0.132091165479339,0,0,0,0,0,0,0,0,0,0.422372998316886,0,0,0,0,0.0017979807246092,0.138350090810051,0,0,0,0,-0.00901843826223737,0,0,0,0,0,-0.115159448702398,0,0,-0.126027285954808,0,0,0,0,-0.522721158016872,0,0,0.19531693200644,0.0235672151694803,0,0,0,0,0.0474267115532582,0,-0.0384306313212849,0,0,0,0
X601288.CH.EQUITY,-0.0105199753337952,0,0,0,0,0,0,0,0.259653571001623,0.0243177826599167,0,0.756794296990759,0,0,0,0,0.0382027767993383,0,0,0,0,0,-0.0453940095964341,0,-0.0623881640251425,0,0,0,0,0,-0.0417703362641545,0,0,0.122778849352694,0,0,0,0,0,0.00750016001995289,-0.104322214993106,0,-0.103692723573108,0,0,0,0,0,0,0,-0.024424321516527,0
X601328.CH.EQUITY,0,0,0.036445997785841,0.330708016301024,0,0,0.0356418846980838,0.181775875938428,0,0.264594881425467,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0663793192142564,0,0.0098744759737492,0,0,0,-0.0156959549063411,0.046206824290272,0,-0.00323684531718797,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.190908857694975,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.152702878780068,0,0.358692379779062,0,0,0,0,0,0,0,-0.111934899138482,0,0,-0.205995240955259,0,0,0,-0.170006608442941,0,0,0,0,0,0,0,0.00385943330669092,0,0,0,0,0,0.0892277312545016,0,0,0,0,0,0.099430175015305,0,0,0
