,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0876109821210602,0,0,0,0.0728400105756204,0.163743468087375,0,0,0,0,0,0,0.0864164724137733,0,0,0,0.137267038298118,0,0,0,0,0,0,0.0495537982261802,0.279700760793233,0,0,0,6.93889390390723e-18,0.0524273861376267,0,0,0.0814682055161422,0,0,0,0,0,0,0,0.166327641898611,0,-0.18781009735806,0,0,0,0,0,-0.161532191068766,0,0
X002142.CH.EQUITY,0.406693064849346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119566713436305,0,0,0,0,0,0,0.0403261799815944,0,0,-0.119569688459889,0,0,0,0.00667237178585984,0.221297491273776,0,0.185538615253449,0,0,0,0,-0.0400370489988237,0,-0.0489595090695766,0,0,0.185845675883545,0,0,0,0,0,0,0,-0.0348779349360378,0
X600000.CH.EQUITY,0.0770206025742289,0,0,0,0.018479489759065,0.106992054742215,0,0,0,0,0.352556690291872,0,0.196088500212085,0,0,0,0,0,0,0,0.233333716773321,0,0,0,0,0.0292083003823189,0,0,0,0,0,0,0,0,0,-0.0421059472704289,0,0,0,0.0512288906259338,0,0,0,0,0,0,0,0,0,0,0,0.0654847443785322
X600015.CH.EQUITY,0,0,0,0,0.0754085304009151,0,0,0,0,0,0,0,0.172747960338591,0.13565918016453,0,0.0248693164308829,0,0,0,0,0,0,0.00484421312683208,0,0,0,0.079387259228273,0.0987516482856019,0,0,0,0,0.254838027324296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.117810501768116,0.150722282227969,0,0,0,0,0.0321560032359212,0,0.347002436343236,0,0,0,0.0362245609565371,0,0.0430218332621343,0,0,0,0,0,0,0,0,0.194275072753252,0,0,0,0,0.0470046720827777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.24609748543979,0.0846524423991596,0.345810549495333,0,0,0,0.0109494431621395,0,0,0,0,0,0,0,-0.0522751021014305,0,-0.041956880514938,0,0,0.111914633724705,0,0,0,0,0.140502548873347,0,0,0,0,0,0,0,0,0,0,0.261125263653792,0,0.0388233717559417,0,0,0,0,0.0773186279075237,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.185142262263613,0,0.469032752888005,0,1.38777878078145e-17,0,0,3.46944695195361e-18,0.00698616017080424,0.0473052219955444,0.0322660189407074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155514482329869,0,0.214738941979862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.30208595035289,0.178081387581696,0,0,0,0,0,0,0.468858287920868,0,0,0,0.0228591736535242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036142358441732,0,0.0785734015100115,0,0,0,0,0,0,-0.0724518024663516,0,0,0,-0.0935850352003773,0,0,0,0,0,0,0,0.0813578784123284
X601229.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.158438622146003,0,0,0,0.422321268018953,0,0,0,0,0,0,-0.117546795768125,0,0.481558160417662,0,0,0.0719223570362441,6.93889390390723e-18,0.00906254349220736,0,0,0,0,0,0,0,0,0,-0.0113824594881232,0,0,0,0,-0.0746283799111602,0,0,0,0,0,0,0,0,0.0478785952347545
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.080806425384876,0,0,0.323189296292119,0,0.188913372222274,0.230118815914673,0,0,0,0,8.67361737988404e-19,0,0,0.22318644539036,0,0,0,0,0,0,0,0,0,0,-0.0341730156679484,0.107754490154417,0,0,0,0.00838375173475737,0,0,0,0,0,0.0612769668783321,0,0,-0.0173792718360182,0,0,0,0.0155568539532526
X601328.CH.EQUITY,0,0,0.334059723377013,0,0.0922324953574192,0,0,0.137245502654629,0,0,0,0.00758116096227984,0,0,0.0669020242073654,0.205622132477399,0,0,0.132828053752,0,0,0,0,0.0468292331333931,0,0,0,0,0,0,0,0,0.0377501481432169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110449683199387,0,0,0.0404007020652162,0.0342177627554234
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0512821946728132,0.496248953198042,0,0.0570043352458567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123048674093417,0,0,-0.0751434695949087,0,-0.0771645827818217,0,0,0,0,0,0,0,0,0,0.222887230250297,0,0,0,0.0905585348190226,0,0
X601818.CH.EQUITY,0.238341776922328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207894323888205,0,-0.115025438820733,0,0,0,0,0,0,0,0,0,0,0,-0.0583607532574893,0,0,0.132373476570137,0,-0.0534748886143387,0,0.0464069891718451,-0.0670762469927106,0,0.129450688519502,0.199326061725872,0,0,0,0,0,0,0,0,0,0,0.0179747579955495
X601939.CH.EQUITY,0.157938577774795,0,0,0,0.0504282585989698,0,0,0.00733714461554921,0.322140239945546,0.205361300949607,0,0.320226963387984,0,0,0.190060236082685,0,0,0,-0.101608720232252,0,0.0272312683035802,0,0,0,0,0,0,0,0,0,-0.00991787993667518,0,0,0.0415049076459906,0,0,0,0,0,0,0,0,-0.0376814247636743,0,0,0,0,0,0,-0.0779677616094931,0,0
X601988.CH.EQUITY,0,-8.67361737988404e-19,0,0,0.17085485818082,0,0.0780828315427221,0.16480831229667,0,0.0265524882500516,0,0.225784007377341,0,0.211202847215018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.174450158729921,0,0,0,-0.190780976065359,0,0,0,0,0,0,0,0.0480390761540125,0.0757709938656008,0,0.00725481587330195,0,0.0593250917559688
X601998.CH.EQUITY,0,0,0.0655546630924009,0.117052992889002,0.427865514519673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163900904305354,0,0,0,0,0,0,0.0280864828062252,0.0420744067865828,0,-0.128825253747654,0,0,-0.00828965931694559,0,0,-0.033535828266536,0,-0.0174191975693918,-0.00563032746438235
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631138662147391,-0.0313871538220084,0,0,0,-0.10294992841938,0.0732298896978414,0,0,0,0,0,0.0420545622764999,0,0,0,0,0,0,0,0.0643917050492905,0,-0.0815825052740136,-0.102898308144176
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.122520447903883,0,0,0,0,0,0,0,0,0,0.749371400504446,0.0383350229776579,0.128754461017652,0,0,0.0216609055695731,0,0,0,0,0.129975212562091,0.131412981580014,0,0,0,0,0,0,0,0,0,0,0,-0.109602611628471,0,0,6.93889390390723e-18,0,0,0,0.0252261160347124,0.011928785320154,0,0.127356907996506
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.036560200885746,0,0,0,0,0,0,0.244485635186611,0,0.291205495536463,0.0710423666990986,0.253283783731352,0,0,0,0.0186153938150009,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.190253148783473,0,0,0,0,-0.101133207650114,0,0,0,0,0,0,0,0.279348672969392,0,0,0
X5.HK.EQUITY,0,0,0.153156874954422,0,0,0,0,0,0,0.30882844098665,-1.38777878078145e-17,0,0,0.0247653767734672,0,0,0,0.526712199587504,0.317342145922916,0,0,0,-0.0841490515361036,0,0,0,0,0,0.0240685991894561,0,-0.130351192774766,0,0,0,0,-0.269012266064255,0.210412637862033,0,0,0,0,0,0,0,0,0,-0.0113317329659769,0,0,0,0,0.00968769413281034
X2891.TT.EQUITY,-0.251429085399971,0,0.548311118993308,0,-0.00375755108561411,0,0,0,0,0,0,0,-0.0777334562902339,0.665354249223772,-0.439524120727543,0,0,0.120421939151749,0.0602508365935354,0,0,0.154674099106094,0,0,-0.237557774394337,0,0,0,0,0.00061507415243317,0,0,0,0.0388491775832019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101000099940383,0,-0.198305971543367
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0445279172272104,0,0.0130519276561308,0,0,0,0,0,0,0,0,0,0.0997014082883377,0,0,-2.16840434497101e-19,0.215887089933463,0.356035232397581,0.0386291536140585,0,0.274947373171772,0,0,0,0,0,0,0,0,0.0647057566823254,0,0.0270411436459707,0,0,0,0.109216294883427,0,0,0,0,0,0,0,0
