,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.171779816804747,0.158785280790586,0,0.0142770226094008,0.117735436353683,0,0,0,0,0,0.0609038087139479,0,0,0,0,0,0,0,0,0,0.00646460099126641,0,0,0,0,0,0,0,0,0,0.156916264856099,0,0,0.12705825443526,0,0,0.0510424480396829,0,0.0127567537521927,0,0,0,0,0,0.0370779115941498,0,0,8.67361737988404e-19,0.0462746399519491,0,0
X002142.CH.EQUITY,0.191286756320949,0,0,0.131540988828202,0.490856269246616,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0901088697735752,0,0,-0.348015348879913,0,0,0,0,0,0.122080048617279,0,0,0,0.169407758154806,0.211799775733888,0,0,0.294749434509634,0,-8.67361737988404e-19,-0.0296810163249079,0,0,0,0,0,0,0,0,0,0,-0.234844176877231,0,0,0,-0.0650283540885317
X600000.CH.EQUITY,0,0,0,0,0.110345451961645,0,0,0,0,0,0,0,0.428774182214824,0,0,0,0,0,0,0,0,0,0,0,0,0.254832003445785,0,0,-0.00834801139057262,0,-0.0449538927504048,0,0,0,0,0,0,0,0,0.694621658501248,0,-0.130434798149813,3.46944695195361e-18,0,0,0,-0.0329745381698666,0,0,0,0,0
X600016.CH.EQUITY,0,0.27859722367996,1.0842021724855e-19,0,0,0.149272393252836,0,0,0,0.120848934698254,0,0.0292512879598933,0,0,0,0,0,0.0805810102125485,-0.000231111097828309,0,0.289387450733718,-0.264944239331283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743493405924376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.178540609078233,0.125575930546504,0,0,0,0,0.0196149056862299,0,0,0,0,0.381993087543159,0,0,0,0,0.191282518918149,0.0199637522631083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150399145147807,0,0,0,0,0,0,0,0,0,0,0.00716183059361498,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0180088226280092,0.0665938186666535,0.131521552679651,0,0.473749978546977,0,0,0,0,0.130023974908035,-6.93889390390723e-18,0.157038367687928,0,0.0541057939022868,0,0,0,0,0,0,0,0,0,0.00289328826311184,0,0,0,-0.00375878850320158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148266583668477,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.038797627565335,0,0,0,0,0,0,0,0,0,0,0,0.786930082038746,0.0579339389823652,0,0,0,0,0,0.0127810031529297,0,0,0,0,-0.025639441608587,0,0.0411836638047922,0.0147609464188158,0,0,0,0,0,0,0,0,0,0.0688610541120038,0,0,0,0,0,0,0,0,0,0.0243844783732386,0,0,0
X601229.CH.EQUITY,0,0,0.00983448639242602,0,0,0,0,0,-3.46944695195361e-18,0,0.702580683514565,0,0,0,0,0,0,0,0.545527016693345,0,0,0,0,0,0,0,0,0,0.166044406922586,0,0,0,0,0,0,0,0,-0.0764313401100147,0,0,0,0,-0.288295838938846,0,0,0,0,-0.0955569241258112,-1.73472347597681e-18,0,0.071808891412234,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0377788546788651,0,0.896411336157125,0,0,0,0,0.0236830102243027,0,0,0,-0.0270455577907792,0,0,0,0,0,0,0,0,0,0,0.134357202493672,0,0,-0.077846776496798,0,0,0.0423066636793225,-0.0885761309515358,0,-0.0228739646590505,0,0,0,0,0,0,0,0,-0.0481354175418871,0
X601328.CH.EQUITY,0,0,0.028907916991643,0.373601906410671,0.113159336651563,0,0,0.243940960201389,0.0462684162809,0,0,0,0,0.0204764748657602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.202007337751304,0,0,0,0,0,0,0,0,0,0,0.147739279644031,0,0.327167360384114,0,0,0,0,0,0,0,-0.079378003644797,0,0,-0.27695811145189,0,0,0,0,0,0,0,0,0,0,0,0.0742945407902096,0,0,0,-0.34684984122083,0.0126387654789582,0,0,-0.0538958559982827,0,0,0.431733304630532,0,0,0
