,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,-1.73472347597681e-18,0.162676296706771,0,0,0,0,0,0,0,0,0,0,0.0733896338774026,0,0.00117420405111599,0,0,0,0,0,0,0,0,0,0,0.0262264594874803,0,0,0,0.339787584828512,0.125318758780311,0,0,0,0,0,0.147242780405975,0.103370462269786,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347031575566179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218320193794268,0,0,0,0.177079336528868,0.0168614793967727,0,0,0,0,0,0,0.193326043703112,0,0.0551170047057639,0,0
X600000.CH.EQUITY,0,0,0,0,0.223382914708364,0,0,0.0464049505147298,0.0494965706298817,0,0.32095287782752,0,0,0,0,0.192885900046338,0,0,0.026059138720999,0,0,0.0829395524109757,0,0,0,0.0558349312969454,0,0,0,0.0068208589891168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0276104981549208,0,0,0,0,0.324560052813564,0.0467356588904093,0,0,0,0.177588673814105,0,0.110720795254609,0,0,0,0,0,0,0,0,0,-0.00739145111273668,0,0,0,-0.0608294496160026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365303055693177,0,0,0,0,0,0.0238865971062419,0.0348531153923835
X600016.CH.EQUITY,0,0,0.0243428114445693,0,0,0,0,0.205020251988099,0.132727290945955,0,0.215628738875969,0,0.0254900640877584,0.144691914485384,0.21152104237075,0.0501076001388785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0850053623497114,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0,0,0.26975884155883,0,0,0.0599456293014874,0,0,0,0.125025997639801,0,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0141941667974662,0,0,0.0671226946399901,0.0201712519728686,0.276310844833434,0,0.186518769684783,0,0,0.0416465583740731,0,0.198429710033445,0.0887587925476126,0,0,0,0,0,0,0.048055157025671,0,0,0.00986582328098134,0,0,0,0,0,0,0,0,0,0.0148805535000631,0,0.0456685019917352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274270402566307,0.00690473820891468,0
X601169.CH.EQUITY,0,0.0416828851010989,0.0912366902617167,0.395530281509205,0.0866279673506664,0,0,0,0,0,0,0,0,0,0,0.0845014700696205,0,0,0,0,0,0,0,0,0,0.244453373244446,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0857586506519245,0,0,0,0,0,0,0,0,0,0.00619700613206563,0
X601229.CH.EQUITY,0,0,0.268947223396261,0.377264344629297,0,0,0,0,0,0,0,0,0,0,0,0,0.255721211840897,0,0,0,-0.0740527452599017,0.152150532666789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0722356636995373,0,0,0,0,0,0.0465665454484232,0,0,0.472531899782549,0.0365815394171631,0.0317304914494721,0.171266386806007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672633374597037,0,0.0535945654628264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
