,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.263558540370518,0,0,0,0,0.0547039748704365,0,0.163141707300752,0,0,0,0,0,0,0,0,0.0345643914843099,0,0,0.164270083258139,0,0,0,0.184341145548491,0,0,-0.20812631260231,0,0,0,0,0,0,0.181589086346787,0,0,0,0.207259401348237,0,0,0,0,0,0,0,0,0,-0.232422351176965,-0.0452043992665292,-0.035671827720144
X002142.CH.EQUITY,0.199910665436543,0,0,0,0,0.0308222347096924,0,0,0,0,0,0,0,0,0.228434315900731,0,-0.158388941674201,0,0,0,0.0607152822308628,0,0,0,-0.0131853797095532,0,0,0,0,0.139419516551502,0,0.0778913270134759,0,-0.0198455388817902,0,0,-0.194154033825889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413042997189955
X600000.CH.EQUITY,0.0645050012885675,0.0345006146763637,0,0,0,0.251842239825763,0,0,0,0,0.384367805174007,0,0.2220362333377,0,0,0,0,0,0,0,0.162618701281977,0,0,0,0.03217347526563,0,0,0,0,0.0650340885363363,0,0,-0.106203226922749,0,-0.0311693657682871,0,0,0,0,0,0,-0.00146600937782955,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0119658186806342,0,0,0.311993494849622,0,0,0,0,0.302049087606995,0.0351225516172491,0,0,0,0,0,0.0577617237443708,0,0,0,0.0609266406363526,0,0,0,0,0,0,0,0.161455007580663,0,0,0,0.0548701673651718,0,0,0,0,0,0,0,0,0,-0.056020839912721,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.165732761211444,0.115708868303558,0,0,0,0,0,0,0.373498218239562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137343450591057,0.035853864726152,0,0,0,0.00298135522897341,0,0.0927831734825571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504464197387297
X600036.CH.EQUITY,0.16157560758931,0.0933593015712583,0.183991379948337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389517992326894,0,0.0138902648802175,0,0,0.35977079165202,0,0,0.050785618648973,0,0,0,0.0934151491327253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0113573402370732,0,0,0,0,0.432564877292668,0,0,0,0,0,0.232958592038375,0.0363465752655399,0,0.106727387901133,0,0,0,0,0,0,0,0,0,0,0.0375239647828767,0,0,0,0,-8.67361737988404e-19,0,0.391120962937568,0,0,0,0,0,0,0,-0.131881569648949,0,0,0,0,0.0483800662526288,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.220270821646857,0.607669295896791,0,0,0,0,0,0,0.00849039294879604,0,0,0,0.135788071833118,0,-0.0580677727225847,0,0,0,0,0,0,0,0,0,0,0,0,0.134876709765541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148225880495921,0,0,0,0
X601229.CH.EQUITY,0,0.00581690063436405,-0.180603145827446,0.319453731326897,0,0,0,0,0,0.317827494861313,0,0,0,0.173655155820743,0,0,0,0,0,0.219903240762559,-0.0429616519762786,0,0,0,0,0.228546786051367,0.118019328182508,0,0,0,0,0,0.129785309061895,0,0,0,0,0,0,0.0655524814558994,0,0,0,0,0.0966360656954255,-0.334927516421801,0,0,0,-0.0953781891918217,0
X601288.CH.EQUITY,-0.0217244416713022,0,0,0,0,0,0,0,0.175992152961241,0,0,0.579231438432883,0,0.0631651987767691,0.0813137909561538,0,0,0,0,0.0711858105493167,0,0,0,0.135284787109244,0,0.0817701184635138,0,0,0,0.0584475598130472,0,0,0,0,0,0,0,0.0371275983870683,0,0,0,0,0,0,0,0.0501541117857116,-0.0168683148132474,0,0,0,0
