,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0109784470402437,0,0,0,0,0.0767258836156403,0,0,0.349637433154771,0,0,0,0,0,0.110471587069434,0.120820357254007,0,0,0,0,0,0,0,0,0,0,0,0.119378475904324,0,0,0,0,0,0,0,0,0,0,0,0,0.126769517014108,0,0,0.101697809383404,0,0,0,0,0.0399105437993334,0,0.0158604878835558
X002142.CH.EQUITY,0,0,0,0,0,0.124379856533707,0.12065963402551,0,0.10154896860318,0,0,0,0,0,0.302264985812608,0,0,0,0,0,0,0,0.212771431782044,0,0,0,0,0,0,0.1383374636275,0,0,0,0,-0.100536974029271,0,0,0,0,0,0,0,0,0,0,0,-0.0815449745870995,0,0,0.00479380507717431,0.393360773774826,-0.0151362853579139
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223749617788513,0,0,1.73472347597681e-18,0.117952858663019,0,0,0.104152382578815,0,0,0,0,0.118350915325056,0,0,0,0,0.0579950044170103,0,0,0,0,-0.0998332464063293,0,0,0,0,0.274888771443438,0.0514251046168135,0,0,0,0,0,-3.46944695195361e-18,0.0558987385454726,0,0.111509348577925,0,0,0,0,0.0490414391798738,0,0
X600015.CH.EQUITY,0,0,0,0,0.0658032597939792,0,0,0,0,0,0.13281694683042,0.118106125876449,0,0.0325805959335845,0,0,0.480940117588496,0,0,0,0,0.0359498493535896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144185035449655,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13196354966011,0,0,0,0,0.262777159370809,0,0,0,0.125824764850693,0.46445081378684,0,0,-0.123655642053502,0,-0.069431206835071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180306678520904,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573594579806862,0.394957181182462,0,0,0,0,0,0,0.0300563009715697,0,0,0,0,0.0680198639100662,0,0,0,0,0,0.413528447410959,0,0,0,0,0,0,0,0.0738198072609818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184040535583058,0,0,0,0.0112376029501398,0,0.0609575283914248
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.184634129585655,0,0,0,0.0222351529480367,0,0,0,0,0.109459088968176,0,0,0,0,0.361424731903859,0,0,0,-0.00684805450442681,0,0,0,0,0,0,0,0.270000803227675,0,0,0,0.127012013196591,0,0,0,0.051910666911397,0,0,0,0,0,-0.0493122052123538,0,-0.019362908313622,0
X601009.CH.EQUITY,0,0,0,0,-0.111023186800044,0,0.459706104202275,0.282004956306691,0,0.152257339900438,0,0,0,0,0.0816733222368728,0,0,0.0296925770372166,0,0,0,0,0,0,0.0330835775391714,0.0705471991822089,0.034737683524999,0.0222062151134072,0,0,0,0,-0.0562079335507683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187401156528545,0,0,0,-0.240103340964797,0
X601166.CH.EQUITY,0.212512214694423,0,0.0218195245597404,0,0,0,0,0,0.114456733197203,0,0,0,0,0,0,0,0,0.251290879139791,0,0.112236800737874,0,0,8.67361737988404e-19,0,0,-0.0547937436278341,0,-0.163384640403843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432976881477536,0.31884478318521,0,0.0278624160718872
X601169.CH.EQUITY,0,0,0,0.166544357349369,0,0,0,0,0,0,0,0.066555802316311,0,0,0,0.0481926942503968,0,0,0.131608732268953,0,0.237346454281601,0.102931213392114,0,0,0.00374678512271235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144858183741961,0,0,0,0,0,0,0,0,0,0
