,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.294211942888948,0.105890432663863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561051946348073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334666693105626,0.0339537787726762,0,0.0347790516091784,0,0,0,0,0,-0.0993892735742997
X002142.CH.EQUITY,0.17127151078874,0,0,0,0,0.202531764758501,0.0849830009730713,0,0,0,0,0,0.104783228086285,0,0,0.0475827752529787,0,0,0,0.0685159804613221,0,0,0,0,0,0,0,0,-0.0222749608891638,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.00585460907736105,0,0,0,0,0,0.0195697307176267,0.0435887018182532,0
X600000.CH.EQUITY,0,0,0,0.130195176219782,0.0599110627603717,0.00496543579331037,0,0,0.00272905630424074,0,0,0.277128486648865,0.0604199943987186,0,0,0,0.20392780402447,0,0,0,0,0,0,0,0,0,0,0.0658950558518423,0,0,0,0,0,0,0,0.111369154566757,0,0,0,0,0,0.0200248358053382,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.349904544444754,0,0,0,0,0,0,0,0.0126449767416007,-4.33680868994202e-19,0,0,0,0,0,0,0.00286721485306438,0,0,0,0,0,0.555952196968388,0,0,0,0.0609220333266243,0,0,0,-0.053583997419335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953598763824013,-0.0111282290339357,0,-0.0221932699732446,-0.102897149827283,-0.101174746823331,0
X600016.CH.EQUITY,0,0,0.116195009564493,0,0,0,0,0,0,0,0,0,0,0,0.0861040598616869,0,0.0538221432790632,0.150463882944523,0.194071598484024,0,0.115023711577918,0,0,0.184192416408811,0,0,0,0,0.108478874490423,0,0.00222595163057432,0,0.155911035832741,0,0,0,0,0,0,0.0319953485188106,0,0,0,0,0,0,-0.0332943334845263,0,0,0,0,0,0
X600036.CH.EQUITY,0.11848575777802,0.415328508228455,0.0162853741000795,0,0,0,0,0,0,0.0226395504904641,0,0,0,0,0,0,0.156930902632507,0,0,0,0,0,0,0,0,0,0.149824695000566,-0.00947574707993846,0,0,0.0833839490414344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705400470522913,0,0
X600919.CH.EQUITY,0,0.0698556105134538,0,0,0,0,0,0.0192765780561384,0,0,1.38777878078145e-17,0,0,0.165973426355049,0.0514578799373918,0,0,0,0,0,0.165481440552043,0.0371077717872083,0,0,0,0,0,0,0,0,-0.0618518867924969,0,0,0,0,0,0,0,0,0,0,0.195503115371952,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.36935829157963,0,0,0,0.02648285063144,0.213092720590475,0,0,0,0,0,0,0,0,0,0,0,0.0339802618671508,0,0.00796280550537919,-0.0269638217525707,0,0,0,0,0,0.0662864556388368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351227568095321,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.353480291472937,0,0.325086884223079,0,0,0,0,0,0,0,0,0,0.00798267231505834,0,0,0,0,0,0,0,0.00446884634246073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147352892446474,0.0912107992163383,0,0.000343614632232113,0,0,-0.0664524132677174,0,0,-0.188761932913227,0,0.0385064331868901
X601166.CH.EQUITY,0,0.186289791785437,0,0,0,0.18109424846851,0,0,0.24169925439112,0,0,0,0.0191864721749138,0.206040551489028,0,0,0,0,0,0.0140219831073027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265295199700776,0,0,0,0,0,0.072136317137211,0,0,0,0,0,0,0,0,-0.00428850380669708,0,-0.0125329226075721,-0.0120863451681956
