,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.10712049488895,0,0.18664739703482,0,0,0.275354910684824,0.188521773888045,0.0557189376794041,0,0,0.100625551158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150763250468617,-0.0361588361951021,0,0,0,-0.338077949835652,0,0,0,0,0.111601474462758,0.251577113496511,0,0,0,0,0,0,0,-0.0207486020268701,0,-0.0556176570817892,0,0,0,0
X002142.CH.EQUITY,0.0242131322786111,0,0,0,0,0,0.0527495287215628,0,0.606449417400739,0,0,0.0277038934540052,0,0,0,0,0,0,0,0,0.0767073322159636,0,0,0,0,0,0,0,0,0,0,0,0,0.174651511489126,0,0,0,0,-0.255785009257978,0,0,0,0,0.170170530267706,0,0,0,0,0,0,0,-0.0599349432718546,0.0598874933105872
X002958.CH.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.393503822187131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556660215447051,0,0.13442311319928,-0.0725415404870357,0,0,0,0,0,0,0,0,0,0,-0.233569361972738,0,0,0,0,0,0.29445205641981,0,0,0,0.0736080088765274,0.0794803519332461,0,0,0
X600000.CH.EQUITY,0.110610119098634,0,0,0,0,0,0.179124636837888,0,0.020754882997105,0.0690894980461679,0,0,0,0.0332592449815036,0,0,0,0,0,0,0,0,0.436765927115237,0,0,0,-0.101362184152936,-0.0664321474540479,0,0,0.0601092370892885,0,0,0,-0.124588493625646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00935901235831838,-0.0236512879569775,0,0
X600015.CH.EQUITY,0.143470329042809,0,0.0751599622874123,0,0,0,0,0,0,0,0,0,0.119487251611082,0.139025621402764,0,0.0210915566700652,0,0,0,0.0779153377033304,0,0,0,0.206776185371283,0,0,0.0255376418241558,0,0,0,0,0,0,0,0,0,0,0,-0.152820746424309,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485777486755983,0
X600016.CH.EQUITY,0,0,0,0.150593951123739,0,0,0.077812554936019,0,0,0,0,0,0,0,0,0,0,0.0805036710184786,0.296429643829262,0,0,0,0,0,0,0,0,0,0.148740340378659,-0.00202300822927334,0,-0.173961592004001,0,0,0,0,0.617419240475796,0,0,0,0.254618777237739,0,0,0,0,0,0.209725512978572,-0.281605159370422,0,0,0,0,0
X600036.CH.EQUITY,0,0.186745128621973,0,0,0.00612966528617146,0,0,0.041440991740593,0,0,0,0.110948732710104,0.00274546214578929,0,0,0,0.0501174265391038,0,0.124016123064959,0.0446675881119863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216687877767204,0,0,0,0,0,0,0,0,0.0275886737317368,0,0,0.373276195104261,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.0773004349117431,0,0,0,0.00582238962311363,0,0,0.000836044854245323,0,0.127422763547799,0,0,0,0,0,0,0.387360160809844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867879032871032,0,0,0,0,0
X600926.CH.EQUITY,0.212461753640616,0.337764853945566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344161262495189,0,0,0.322245865560778,0,0.0481207593801882,0,0,0,0,0,0,0,0,0,0,0,0,0.0664588201913173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643850911814182,0,0,0,0,0
X600928.CH.EQUITY,0,0,0.312690974236188,0,0,0,0,0.0221064798384891,0.168927527222934,0,0,0,0,0,0.0589878284535956,0,0.146603992813816,0,0,0,0,0.218215653440756,0,0,0,0,0,-0.0341335817433858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21624092429277,0,0,0,-0.06173570985792,0,0,0,-0.101293999850405
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.143187017152679,0,0.102793987808943,0,0,0,0,0,0,0.0166746947652836,0,0.299448713613816,0.126024391684598,0.0172431049246558,0,0,0,0,-0.044880661324001,0.075767763187026,0,0,0,0,0,0,0,8.67361737988404e-19,0.115202442367824,0,0,0.0265416222492386,0,-0.120535633614333,0,0.0673945534034827,0,0.155657273145839,0,0,0,0
X601166.CH.EQUITY,0.383002571281159,0,-0.0437403666740368,0,0,0,0.287233392443309,0,1.73472347597681e-18,0,0,0,0,0.292444132270953,0,0,0,0,0,0,0,0,0,0,0.374795424566147,0,0,0.019051119863719,-0.076598069372541,0,0,0,0,-0.147735540082697,0,0,0,0,0,0,-0.053090003102584,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.165523793451545,0,0,0.235783852152975,0,0,0,0.18604970218665,0,0,0,0,0,0.0358395289499639,0,0.084771311296128,0,0,0,0,0,0,0,0.117451582562891,0,0.0676393321940266,0.104791723748315,0,0,0,0.00952538171481755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111152166890825,-0.052510289751476,0,0
X601229.CH.EQUITY,0,0,0,0.0872868515361217,0.0902684579675612,0,0,0,0,0.138897978481749,0.0947562667414276,0,0,0,0,0.0126647180327505,0,0,0.0936740937757259,0,0,0,0.272410003933349,0.0958475863190168,0.0511444274557159,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.302255086590588,0,0,0.0542019026930099,0.548716350879958,-0.0689662735720707,0,0,0,0.13201026531405,0,0,0,0,0,0,-0.113480724012778,0,0,0,0,-0.186728649691223,0,0.15234443254635,0,0,0,0,0,0,0,0,0,0,-0.0498604011063183,-0.101584384235715,0,-0.0527773854994234,0,0,0
X601328.CH.EQUITY,0,0,0,0.0939951192275146,0,0,0,0,0,0,0.0717466716248942,0,0,0.116634609586673,0.0934891777070402,0,0,0,0,0,0,0.216769297138598,0,0.152590333070694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102893827272645,0,0,0,0,0,0,0,0,0,0.0393103346333819
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0436971772974609,0.0551093761765157,0.362219764690836,0.0185455647069901,0,0.0730652617710734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647352084251319,0,0.0475767035222637,0.0807774348870531,0,0,0,0,0
X601577.CH.EQUITY,0.108767925214219,0,0,0,0,0,0,0.27820604315217,0.131759448847634,0,0,0.146061497390921,0,-0.0219355601177851,0,0,0,0,0,0,0,0,0.150414954508229,0,0,0,0,0,0,-0.168955376101506,0,0,0,-0.020610752872937,0,0,-0.0633824044532819,-0.0289907194451355,0,-0.312048482938719,0.514803273495556,0,0,0,0,0,0,-0.0485577459824701,0,0,0,0,0
