,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.273946881975505,0,0,0,0,0,0,0,0,0.247210888340646,0,0,0,0,0,0,0,0.0566827454983623,0,-0.0317900256205396,0,0,0,0.242738317851737,0,0,0,0,0,0,0,0.220947897053826,0.25155031569151,0,0,-0.342618793187686,0.116406133728067,0,0,0,0,0,-0.0722759214029464,0,-0.0127949383619731,0,0,-0.026522977193742,0,-0.0610796100105173
X002142.CH.EQUITY,0.165246258986421,0,0,0,0,0,0,0,0,0,-0.00751754001537286,0,0,0,0,0,0.303495904820624,0,0.0346516781882719,0,0,0,0,0,0.0687582521332391,0,0,0,0,-0.0190299971015728,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.10684327700731,0,0.0674220364071639,0,0,0,0,-0.143338739994642,0,0,-0.060040938564944,0
X600000.CH.EQUITY,0.0485494175357424,0,0,0,0.00338929463490165,0.216011788227893,0,0,0,0,0,0.0520538671270313,0.452252833435659,0,0.0744633979115176,0,0,0,0,0,0,0,0,0,0.115852778320474,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127478243613621,0,0,0,0,0,-0.0109451437115427,0,0,0,0,-0.0353222306702356,0.0867159195910415
X600015.CH.EQUITY,0.0170179673122801,0,0,0,0,0,0,0,0,0.217604372360315,0,0,0,0,0.467034024069383,0,0,0,0,0,0,0.130931968792828,0,0,0,0,0,0,0,0,0,0,0.143755411687943,0,0,0,0,0,0,0,0,0.0814110956792189,0,0,0,0.0242865273135265,0,0,0,0.00107447748218866,0
X600016.CH.EQUITY,0,0,0.226195090321117,0.106541275358627,0,0,0.0652136622147943,0,0,0,0,0,0.224678221513487,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302716485399935,0.090100714356682,0,0,0,0,0,0.00053744219747786,0.0908850459921251,0,0,0,0,0,0,0.138708087260943,0,0,0,0,0,0,0,-0.0781690975088357,0.0159695601019407
X600036.CH.EQUITY,0.256005057169693,0.0859891188665348,0.0443779232185965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128526666677188,0,-0.0125591954144608,0,0,0,0,0,0,0,0,0,0,0.0193231667380336,-0.0404308646297138,0,0,0,0.0269723272877245,0.375088207047541,0,0,0,0,0.0368088053926329,0,0.183736120273668,0,0,0,0
X600919.CH.EQUITY,0,0.0771151638174898,0,0,0,0,0,0.128407057198701,0,0.31827554310015,0,0,0.140343874471146,0,0,0,0.0822911795451017,0,-0.0231287478342588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051747220290543,0,0,0,0,0.057824985917576,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0227885072427095,0,0,0,0,0,0.0832705763966409,0,0,0,0,0,0,0.210808652023824,0.311999249087218,0.165015345545348,0,0,-0.0769793018669017,0,0.0492075370399201,0,0,0,0.027560232655812,0,0,0,0,0,0,0,0,0,0,0,-0.0995265847458423,0,0,0,0,0,0,0,0.0731285961367584,0.0228389480952339,0,0,0,0,-0.191081579363892
X601166.CH.EQUITY,0.0374606756399147,0,0,0,0,0.518969547426237,0,0,0,0,0,0,-8.67361737988404e-19,0.0997006218489343,0.0873252932594607,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0831614024721712,0,0,0,0,0.260208297727255,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.212268662632381,0.614151661479126,0,0,0,0,0,0,0,0,0,0,0,0,0.142360987120444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135935417155681,0,0,0,0,0,0,0,0.00960663344957592,0,0,0
