,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.215906896417231,0,0.171939492746812,0,0,0,0.38385292417378,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147304912423489,0,0.0090053802374277,0,0,0,0,0,0,0,0,0,0.00332467504305227,0,0,0.170633973871225,0,0,0.00817468536392785,0
X002142.CH.EQUITY,0.559768044143308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648496259410312,0,0,0,0,0,0,0.113811354026694,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.018440341196023,0,0.181233398220137
X600000.CH.EQUITY,0,0,0,0.0424080552956972,0.361318490504436,0,0.0379073820081041,0,0,0.075277714677917,0.281845427524326,0,0,0,0,0,0,0,0,0,0,0.0136171948498717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0606721942672578,0,0,0,0,0,0,0.443639946983034,0,0,0,0,0.234076606424711,0,0,0,0,0,0,0.0923378493925175,-0.151945701843659,0,0.187919473100113,0,0,0,0,0,0,0.0674908231753944,0,0,0,0,0,0,0,0,0.059564330462804,0,0,0,0,0,0,0,0,0,0,0.0452790135596306,0.0894105874953828
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310486699650095,0,0.0746024065894571,0.446929775440986,0,0,-3.46944695195361e-18,0.030237820532128,0,0,0.0995073807320711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116134419076716,0,0,0,0,0,0,0.290681290534322,0,0,0,0,0,0,0,0,0,0.0206362244926412,0,0.0283100089151658,0,0.0142858793879154,0.234568758208035,0,0,0,0,0.0360814612902016,0,0,0,0,0.0993571749364593,0,0,0,0.0510763004214799,0,0,-6.93889390390723e-18,0.0556286997752321,0,0,0,0,0,0.0676409349718755,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.461164119725873,0,0,0.249678056120803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140146635098398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790858896222764,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.147679151395631,0,0.130685464990283,0,0.0780798644146139,0,3.46944695195361e-18,0,0,0.0893291047098131,0,0.0557873479626166,0.169062307157807,0,0,0,0,0,0,0.167959077767918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475241292970795,0.0121141816810819,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0717192627341432,0,0.0487460964992878,0,0,0.144511161193608,0,0.269617925038295,0,0,0,0,0,0,0.27672076314503,0.110443686910085,0,0,0,0,0,1.38777878078145e-17,0,0.0330137294976204,0.0724310008967594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163874447985723,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,6.93889390390723e-18,0.0512500941307454,0,0,0.00804131495566832,0,-6.93889390390723e-18,0,0.363580642458748,0,0.0929491143855987,0,0,0,0,0.21495096147739,0,0.0424149163947014,0,0,0,0,0,0,0.0797872221603133,0,0,0,0,0,0,0,0.0340478815059775,0,0,0,0,0,0,0,0.09352000513622,0.020606607806255,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.299187788404779,0,0,0,0,0.337438091177268,0,0,0,0,0,0,0,0,0.123434919900536,0,0.022755006505632,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179893775570907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0970105614671209,0.400879789408729,0,0.0336552324860059,0.344869844448209,0,0,0.0437106921967921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399874138647781,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.189530929055076,-3.46944695195361e-18,0.0674070398781822,0,0.0346895624429271,0,0,0.279996196288989,0,0.208829612095836,0,0.0864386483833229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256848142969807,0,0,0,0,0.031763450189333,-0.0915912253136553,0,0,0,0,0,0,0,0,0.0720329324827805,0.101322080111726,0,0.015845761974887,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.152814030849091,0.115833875665937,0,0.372700544684498,0,0,0,0.211742377381601,0,0,0,0.157764447163961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773197895456522,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0688594131094995,0,0,0,0,0,0,0,0.370031889039526,0,0,0.0611812769243153,0,0,0,0,0,0.472799472167146,0,0.00857211138121647,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917812126374517,-0.0110586234795466,0,0,0,0,-0.049225835122911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.361545998134848,0.145119250726195,0,0.167982782295159,0,0,0,0,0,0,0,0.190871993352782,0,0,0,0,0,0.0635402606857448,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317876273753953,0,0,0,0,0,0,0,0,0,0,0,0.0747785305249065,0,0,0,0,0,-0.117137038824437,0.00730412521504261
X601988.CH.EQUITY,0.080517442578928,0.0495916346129101,0,0.101025198370662,0.161567409476476,0,0,0,0,0,0,0.262237823638375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046932481270033,0,0,0.19392578182346,0,0,0,0.0363520285885774,0,0,0,0,0.123331398614255,0,0,0,0,0.00745616045804622,0,0,0.004032605223463,-0.0414672239642648,0,0
X601998.CH.EQUITY,0,0.0338733352319734,0,0.330178580569722,0.0337220896301402,0,0,0,0,0,0,0,0,0,0.389942996414101,0,0,0,0,0.143487485069929,0,0,0,0,0,0,0,0.0665219046319791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485968071205015,0,-0.0127289632012783
X601658.CH.Equity,0,0,0,0,0,0,0,0.25111922773748,0,0,0,0,0,0,0,0,0,0,0,0.535728224743258,0,0,0,0,-0.0500764769359609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140639420612676,-0.152148593336264,0,0,0,0,0,0,0,-0.199220277958917,0,0,0.288865048312611,0.251530345992784
X601916.CH.Equity,0,0,0,0,0.165495853883179,0,0,0.165807216639112,0,0,0.294678116495848,0,0,0,0,0,0.00309236796451045,0.218087369869503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998355266601704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
