,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.197289580914451,-0.0740527616091998,0,0,0.208524615599773,0,0.309013277925454,-0.0274497144078666,0.122487456036612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14782995328786,0.300421351663139,0,0,0,0,0,0.0328019899261649,0,0,0,0,0,0.0321341286758324,0,0,0.0440018126747954,0.0286042069300641,0,0,0,-0.157762564444921,-0.0744124989063239,-0.0472588818315944,0.0514183983912608
X002142.CH.EQUITY,0.220548254278932,0,0,0,0,0.0974033346014454,0,0.0248315761624752,0,0.132000420115424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304536412663696,0,0,0,0,0,0.00608344776177859,0,0,0,0.0642526709082643,0,0,0.00866163822232653,0,0,0,0.179594183749291,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,-0.0361788040409127,0,0,0,0.0584215978592087,0,0,0,0,0,0.109913545831965,0,0,0.384852846922884,0,0,0,0,0.0465664142204592,0,0.0365206243624506,0.0805578512163912,0,0,0,0,0,0,0.123692392914313,0,0,0,0,0,0,0,0,0,0,0,0,0.038158530224584,0,0,0,0,0,0,0,0,-0.00342757852427472,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.372181098976845,0,0.174444745434082,0,0.0843198871475043,0,0,0,0,0,0,0.140199866353189,0,0.197160750489919,0.0786806554340628,0,0,0,0.024261880072401,0,0.23486642205479,0,0,0,0,0.0212922815765372,0,0,0,-0.0515236026454117,0,0,0,0,0,0,0,0.0327641175194204,0,0,0,0,0,0,0,-0.0594175847970169,0
X600016.CH.EQUITY,0,0,0.044403835221581,0,0,0,0.234554826728411,0,0,0,0.383700080780335,0,0,0.145904765834019,0,0.103389040306052,0.0790997978304736,0,0,-0.0263151545040836,0,0.0704926751233954,0.0130814927663092,0,0,0,0,0,0,0,0,0,0,0,0,0.402091754484542,0,-0.279037837057223,0,0,0,0,0,0,0,0.0405217001697787,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.133329546914995,0,0,0.381835281039561,0,0,0,0,0.135138681083372,0,0,0.121545380310033,-0.0388279321546234,0,0,0,0,0,0.040822887419938,0,0,0,0,0,0,0.123043987044267,0,0,0,0,0.015321720011338,0.0432057739734784,0,-0.190380089717276,0,0,0.0576511337843957,0,0,0.201106779903203,0,0,0,-0.0145091124527288,0,0
X600919.CH.EQUITY,0,0,0,0,0.336032270427789,0,0,-0.0153948507726214,0,0,0,0,0,0,0,0,0.151507297072304,0,0,0,0,0.0924931125458422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181180870450265,0.207569879324447,-0.58441507389582,0,0,0,0,0.492914740730022,0,0,0,0,0,0,0,0.177180624034498,0,-0.169845630288852
X600926.CH.EQUITY,0.0339613921977116,0,0,0,0,0.205514951869699,0,0,2.16840434497101e-19,0.322934781165796,0,0,0,0,-0.0895077071680723,0,0,0,0,0,-0.0638598062890096,-0.0401481696384049,0,0,-0.0804197562175414,-0.0693159290462993,0,0,0.174716739553122,0,0,0,0,0,0,0,0,0,-0.194536675438516,0,0,0,0,0.17844510919086,0,0,0,0,0,0.036082649759495,0,0,0.136406453507744
X601009.CH.EQUITY,0,0,0,0.0949457268355903,0,0,0.0187751186166789,0,0,0,0,0.255973430791778,0.204237187448859,0,0.116098592602485,0,0,0,0,0,0.0104394232203434,0,0,0,0,0,0,0,0,0.13207043233054,0,0,0,0,-0.0584255722773438,0,0.174629091247852,0,0,0,0,0,0.0713083255727112,0,0,0,0.0533518107435984,0,0,0,0.0969045034679963,0,0
X601166.CH.EQUITY,0.48305403630312,0,0,0,0,0.148618386106798,0,0.0628637006966555,-0.0761922812154266,0,0,0,0,0,0,0.22819199129997,0,0,0,0.027284994362761,-0.0296468792295686,0,0,0.124422951410371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572988899547801,-0.164574679087488,0,0,0,0,0,-0.0767123056345187,0.0133529623280071,0,0,0,-0.0527088003666391,0
X601169.CH.EQUITY,0,0,0,0,0.661317849436338,0.0860416659919842,0,0,0,0,0,0,0,0,0,0.0314214807120653,0.0809568598210838,0,-0.011070231801655,0,0,0.256755766600932,0,0,0,0,0,0,0,-0.00184751147332905,0,0,0,0,0,0,0,0,0,0,0.134678982243519,0,0.170893782649094,0,0,0,0,-0.248795141421013,0,0,0,0,0
X601229.CH.EQUITY,0,0.115181988645116,0.0519059065122871,0.0666724724196728,0,0,0,0,0.426591593656763,0,0,0,0,0,0,0.00258188226978601,0,0,0,0.0662252577708456,0,0,0.0641130308645811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412108726955644,0,-0.0549894337549951,0,0,0.0572627942010765,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0561771284862045,0,0,0,0,0,0,0.124542980705327,0.184485031972127,0.426215787811728,0,0.0321676938147836,0.128552186663421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121755240640243,0,0.00850356835521102,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.35916527937153,0,0.100680027182429,0,0,0,0,0,0,0,0,0,0,0,0,0.0538459493958596,0,0.186985530764568,0,0,0,0,0,0.034465359216165,0,0,0,0,0,0,0,0,0.111126775293094,0,0,0,0,0,0,0,0,0,0,0.0294129402176156,0,0,0,0.124134134106151,0.045985198844995,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0120183309432886,0.00430584242803609,0,0,0,0.0839709440119398,0,0,1.38777878078145e-17,0.275122928047391,0.412286827332654,0.12251003343521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956274083358349,-0.0590679646652122,0,0,0,0,0.0498860958216229,0,0,0,0,0,0,0,0,0,0,0.0493744073769371,0,0,0
X601818.CH.EQUITY,0,0.246327822640466,0,0,0,0,0,0,0,0.201593307588254,0,0.0077889533692439,0,0,0,0,0,0,0.278662333229669,0,-3.46944695195361e-18,0,0,0.187152520444228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227990964100222,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.0258541633936464,0,0,0,0,0,0,0.0158936817645954,0,0,0.0557942913328934,0.371061943436443,0.0317235970789794,0,0.393845607708833,0,0,0,0,0.119017904200808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175704353270796,0,0,0,0,0,0,0,0,0.179798016326543,0.105110212794239,0
X601988.CH.EQUITY,0,0,0.0327052804524673,0.0220519018930394,0,0,0,0,0,0,0,-0.0908303640064617,0.493337455881366,0.337872262523203,0,0,0,0,0,0,0,0,-0.000114159313992829,0,0,0,0,0,0,0,0,0,0.0570711118307163,0.120415060592833,0,0,0,0,0,0.0621482727082685,0,0,0,0,0,0,0,0,0,0,-0.0497536732453868,0.0252122050270382,0
X601998.CH.EQUITY,0,0,0.332318079596762,0,0.0157962228710293,0.0775515637191752,0,0,0,-0.0472533887147124,0,0,0.0504343136069205,0,0,-3.46944695195361e-18,-0.0371618959911365,0.36201648937066,0,0,0,0,0,0,0.265938427846062,0,0,0,0,0,0,0,0,0.124739483617987,0,0,0,0,0,0,0.108210619631607,0,0,0,0,0,0,0,0,0,-0.00637034693439373,0,0
X601658.CH.Equity,0,0,0,0.450143516702877,0,-0.185062166093042,0,0.160154438605004,0,0.293035931101282,-0.00780879274392487,0,0,0.0473838544853774,0,0,0,0.174498519150612,0,0,0,0,-0.0116114950873464,0,0,0,0,0,0,0,0,0,-0.0552909714978061,0,0,0,0,-0.0814820076554181,0,0,0.093052834682058,0,0,-0.0708866673182894,0,0,-0.08940849077669,0,0.014651368516136,0,0,0.260357234729695,0.0107802245040834
X11.HK.EQUITY,0,0,0,-0.186842956028493,0,0,0,-0.0894902302258162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955289313584286,0.498269300858375,0,0.0066916007774979,0,0.0526762215973072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217735854273713,0.0909975293518537,0,0,0.24467940214165,0,0,0
X2388.HK.EQUITY,0,0,-0.203456102573559,0,0.0388695813819206,0,0.0344336979001682,0,0,0,0.158106734422187,0.0261375023630838,1.73472347597681e-18,0,0,0.0586330159658989,0,0,0,0.0219180983721129,0.439837527314063,0,0.271215753435569,0,0,0,0,0,0,0,0,0,0,-0.151748871674275,0,0.0739654412351026,0,0,0,0,0,0,0,-0.120731511883975,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0159390596324552,0.00210632458571052,0.0177256418131172,-0.0587541223991248,0,0,0,0,0,0.138116096611252,0,0,0,0.384463280011929,0.130442390763605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875834506742371,0.372503732847205,0,-0.164694015324997,0,0,0,0,0,0,0.0757541365003069,0,0
