,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.162892800236791,0,0.111408137830215,0.0773192173802866,0,0,0.0276999334683102,0,0,0,0,0,0,0,0,0.112250528693936,0,0,0,0,0,0,0,0,0.036251361566597,0,0,0,0,0,0,0,0.0797616731067963,0,0.0195224720664984,0,0,0.0131501317560754,0.141325685497159,0,0,0.0545783750428037,0.0733727733807725,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.278139678977744,0,0,0,0,0,0,0.00145812914785096,0,0,0,0,0,0,0,0,0.0509229641693388,0,0,0,0,0,0,0,-0.12554127772338,0,0,0,0,0,0,0,0.155329380670423,0.0531857208563354,0,1.38777878078145e-17,0,0,0,0,0.16100817106108,0.126189336855487,0,0.0925711939297739,0.0110262822253712,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.135587281538957,0.0156530656773342,0,0,0.470594177553969,1.38777878078145e-17,0.215842929712786,0,0,0,0,0,0,0,0,0,0.0674202966534642,0,0.132389712989622,0,0.0588958794340148,0,0,0,0,0,0,0,0,0,0,0,-0.0795943663466165,0,1.73472347597681e-18,0,0,0,0,0,0.0298065681853628,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,-0.249353628900766,0,0,0.11540704116151,0,0,0,0,0,0,0,0,0.488079174086051,0,0,0.546484026355667,0,0,0,0.000735030027705324,0,-0.170278664630834,0,0.0687772728859925,0.0569307607574561,0,0,0,0,0,0,0,0.0222078834195046,4.33680868994202e-19,0,0,-0.0381244605308382,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.210011154760779
X600016.CH.EQUITY,0.0299500009434869,0.0149142957520674,0,0.185358548016416,0,0,0,0,0.11086672706413,0,0.175446576956121,0.15527226054801,0.162986981727671,0,0.131198410537271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169906001792844,0,0.0461340715073261
X600036.CH.EQUITY,0.497097374166916,0,0,0.201327374363574,0,0,0,0,0,0,0,0,0.0439613597166378,0,0.1294379008723,0,0,0,-0.0612911611314968,-0.0817456023307657,0,0,0,0,0,0.130854617248159,-0.0283841286903554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272370006550541,0.0813813652145031,0,0,0,0.0613019850797863,0,0,0.0257740860005276,-0.0411039899630833,0.0860306600782087
X600919.CH.EQUITY,0,0,0,0.0388273716174903,0,0,0,0.484993232132526,0,0,0,0,0,0,0.0397952205678802,0,0,0,0,0,0,0.0482011764078122,0.00994099179141324,-0.00774451356520034,0,0,0,0,0,0,0,0,0,0.153629708320864,-0.141313994659589,0.439306442786314,0,0,0.0118674966817412,0,0,0,0,0,0,0,0,0,0,-0.118639515058691,-0.0446441975964343
X601009.CH.EQUITY,0.163438724177526,0,0,0,0,0.0527759899897847,0.187811020024951,0,0.341514906005713,0,0,0,0,0,0,0,0,0,0,0.185309227384726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119963666087408,0,0,0.162192804667682
X601166.CH.EQUITY,0,0,0.273662921408493,0,0.0896922494618634,0.0581283505431511,0,0.1418533276045,0,0,0,0.0810371456448555,0.166185648119471,0.0607968614090342,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842622840218069,0,0,0,0,0,0,0,0.0659822347013709,0,0
X601169.CH.EQUITY,0,0,0,0.157240767691513,0,0.194346027539612,0,0,0,0,0.338382177776111,0.273674416020354,0,0,0,0,0,0,0,0,0,-0.0283731468880198,0.0801816969797008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856374700160777,0,0,0,0,0,0.0314254801160299,0
X601229.CH.EQUITY,0,0,0.363859159381175,0.46494116716581,0,0,0,0,0,0.0233800660710129,0,0,0,0.0216796917058659,-1.38777878078145e-17,0,0,0.0312752316132563,0,0,0,0,0,0.0610125391384819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692701229269415,0,0.0787727464723599,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.235002069613167,0,0,0.194768872376229,0,0,0,0,0,0.00743463077751814,0,0,0,0,0.231285638263793,0.17499034017658,0,0,0,0,0,0.0176092438299397,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,-0.029701029199823,0.283236157554698,0,0,0.0689601294767212,0,0,0,0,0.0881253953934144,0,0,0.183148357743318,0,0.226486198821553,0,0.242977865827139,0,0,0,0.0321501122709951,0,0.00604969252141204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424123815056665,0,0,0,-0.0932662663411525,0
X601398.CH.EQUITY,0,0,0,0,0,0.0662762887190374,0,0.073768908217672,0.0220283336995784,0,0,0,0.063863685771883,0,0,0.450759522270273,0,0,0.149396169011337,0,0,0,-0.0217125934830542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429793786743109,0,0,0.134226827204231,0,0,0,0,0,0,0,0.0472101529439258
X601818.CH.EQUITY,0,0.0737147424206476,0,0,0.435226098973303,0.15409380124042,0,-0.00663839644687071,0,0,0,0.216510752706946,0.161785948765793,0,0,0,0,0,-0.0331197987915218,0,0,0,0,0.0586156386314144,0,0,0,0,0,0,0,0,0,-0.05550731162662,-0.0551225342941428,0,0,0,6.93889390390723e-18,-0.0218232666506604,0,0,0,0,0,0,0,0,0,0,-0.0763025524766265
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0650884661641813,0,0,0,0.453613559150961,0,0.212776900753087,0.123365967302584,0,0.0941870880268723,0,-0.00970404459985021,0,0,0,0,0,0.0221482286631911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310121500271987,0,0,0,0,0
X601988.CH.EQUITY,0.131886336274527,-1.73472347597681e-18,0,0.158349149090707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277278366146118,0,0.251059576606028,0.105519461797457,0,0,0.329411960106496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280714748939086,0,-0.106320277018908,0,0.0151143683484067,0,0.0313383773808701
X601998.CH.EQUITY,0,0,0,0.0875540754042688,0,0,0,0,0,0,0,0.0156037162497653,0.610336042173533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144926943834596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
