,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.112383967017807,0,0.0898803687118452,0,0,0,0.0600523750391917,0.0827585318249315,0,0,0,0,0,0,0,0.124472749946392,0,0,0,0,0,0,0,0.00116021277781477,0,0,0.0765419652001797,0,0.0842451653404185,0,0,0,0,0,0,0,0.0133804890531991,0,0,0,0,0.19526757034334,0,0,0,-3.46944695195361e-18,0,0,-0.09878233599216,0
X002142.CH.EQUITY,0.160495929922851,0,0,0,0,0.108975957376996,0,0,0,0.0357482588571463,0.0197829731307851,0,-0.151919121282626,0,0,0.288493786669154,0.132314799035688,0,0,0,-0.173792250773124,-0.0451127935710132,0.0948887148783663,0,-0.0419701896489585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364799746472971,0,0,0,0,0,0.0721768190093172,-0.11168606873407,0,0,0,0.0983728949052724,0
X600000.CH.EQUITY,0,0,0,0,0,0.0371134403715832,0,0,0.491657637035162,0,0,0,0.192017016501182,0,0,0,0,0.0307865520333795,0,0,3.46944695195361e-18,0,0.161198393889053,0,0.119201852177795,0,0,0.0924005512873722,0,0,0,0,0,0,0,0,-0.251377006369036,0,0,0,0,0,0,0,0,-0.0343339811563308,0,0,-0.00346256640882932,-0.170193481133324,-0.11139732406515
X600015.CH.EQUITY,0.396511198893048,0,-0.168773044289186,0,0,0.149889558367656,-0.162853165522595,0,0,0.214195145186879,0,0,0,0,0.111545815453663,0,0,0,0,0,0,0,-0.0838499141242837,0,0,0,0,0,0,0,0,0,0,0.181630120391628,-3.46944695195361e-18,0.196270998060259,0,0,0,-0.0519506542173079,0,0,0,0,0,0,0,0,0,-0.244592769351139,0.118085879757888
X600016.CH.EQUITY,0,0,0.0818252678391647,0.230463532324182,0,0,0,0,0,0,0,0,0,0,0.294187973613432,0,0,0,0,0,0,0,0,0,0,0.0618687021291281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258383181873897,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.456870745708312,0,0,0.249776808714829,0,0,0,0,0,0.269578926956935,0.0383721862818342,0.11504094106734,0,0,0,0.090805578531225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232276777697087,0,0,0.101167865224692,0,0,0,0,0,0.0580772866354001,0,0,0
X600919.CH.EQUITY,0,-0.243529633648717,0,0,0,0.684379147636205,0,0,0,0,0,0.0919637227545983,0,0,0,0,0,0,0,0.27917466034391,0,0,0,0,0,0,0,0,0,0,0,0,0.0865202476116416,0.286151828327734,0,0,0,0,0,0,0,-0.174858597580401,-0.0862415541858135,6.93889390390723e-18,0.00587050004069252,0,0,0.097311837309806,0,0,0
X601009.CH.EQUITY,0.0506747188362591,0,0,0,0,0,0,0,0.040310668425229,0,0,0,0,0,0,0.0139055551101048,0,0,0,0.241748866823252,0,-0.174119126104029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290773179178717,0,0,-0.290133662922422,0
X601166.CH.EQUITY,0,0,0.369071771706629,0,0,0,0,0.0269532407542478,0,0,0,0.244645831126043,0,0.139344355146653,0,0,0,0,0,0.0629581513159403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023909069388102,0
X601169.CH.EQUITY,0,0,0.177238783465952,1.51267557757234,0,-0.521508768273244,0,0,0,0,0,0,0,0,0.0248800792737359,0,0,0,0.0504441273623726,0.11212630312152,0,-0.273247245941823,0.157992164574422,0.12305540296337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414041782744847,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.213874457480989,0.0110564560299067,0,0,0,0,0,0.0462680095052636,0,0,0,0,0.412239603073482,0,0,0,0.0703346161036626,0,0,0,-0.0492352507215779,0,0,0,0.0582415935125126,0,0,0,0,0,0,0.0339031093472306,0,0,0,0,0,0,0,0,0.0215302636523138,0,0,0.0559966083261591,0,0,0,0,-0.201494119270629,-0.0199252917418481
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.616270005440588,0,0,0,0,0,0,0,0,0,-0.231116816198728,0,-0.078283433939425,0,-0.232674321335193,0,0,0.0899687816879714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05579866801447,-0.165172480143424,0,0,0,-0.344373018099481,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.663100639975939,0,0,0,0.0259842394091892,0,0,0,0,0,0.0288060136672646,0,0,0,0,0,0,0,-0.177952680347782,0,0,0,-0.237650664246559,0,0,0,-0.13889407912086,0,0,0,0,-0.0837549041834875,0,0,0,0,0,0,0,0,0,0.24886372795696,0.113443339228252,8.67361737988404e-19,0,0.0517134097482352
X601398.CH.EQUITY,0,0,-0.0711301072313852,0,0,0,0,0,0,-0.0905395352458448,0.789746730144126,0,0,0,-0.163010935752953,0,0,0,0,0,0,0,0,-0.125633929629236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457958536143758,-0.035041069707908,0.123064827819227,0
X601818.CH.EQUITY,0,0,0,0,0,0.308682189505803,0,0.0540750821255581,0,0,0,0.154619185880193,0,0,0,0,0,0,0,-0.00802625379133234,0,0,0,0.128607968755002,0,0,0,0,0,0,0,0,-0.422196465535813,0.701146196123746,0,0,0.381766515554438,0,0,0,-0.0830026090802151,0,6.93889390390723e-18,0,-0.270613116894056,0,0,0,-0.131931327150243,-0.271212513525741,0
X601939.CH.EQUITY,0,0.594007898799277,0,0.0971929848511556,0,-0.118771348981981,0,0,0,0,0,0,0,0.471328366216578,0,0,0,0.121375007717657,-0.00528296087604563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123842593062427,-0.0707915889803847,0,0,0,-0.0377130386812205,0,0,0,0,-0.0337670475094712,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.18823775821635,0,0,0,0,0,-0.0168141468852594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27108327868251,0,0,0,0.156851016349225,0,0,0.0653538841248134,0,0,0,0,0,0,0.26836131087425,0,0,0,0,0,0,0,0,0.0150911107929999,-0.0869306962161002,0,0.0725565236800078,-0.157794884988727,0.0808135565201913,0,0
X601998.CH.EQUITY,0,0,0.0143394484646609,0,0,0,0,0,0.0901082838477619,0.0639015631386609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177477730811329,0.0587764316143805,0,0.0518847673191223,0,0,0,0,0,0,0,0,0,0.0486987887662312,0,0,0,0,0,0.363175775802078,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.115358577997052,0,0.0675246357069183,0,0,0,0,0,0,0,0,0,0,0,0,0.399520384984492,0.139814571944201,0,0,0.0224432581783191,0.404526617987397,0,-0.0979832641569046,0,0,0,0,0,-0.285014709043036,0,0,0,0,0,0,0.285453356897899,0.0510700122765828,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.222813632220496,0.506237339204805,0,0,0,-0.240515129828362,0,0,0,0,-0.239333961027107,0,0.0572002901549029,0,0.245211703587606,0,0,0,0,0,0,0,0,0,0,0,0,-0.046716581797972,0,0,0,0.208608814812922,0.192748504725686,0,0,0,0,0,0,0,0,0,0,-0.0642828063530536,0.21725864015828
X5.HK.EQUITY,0.150352356212178,0,0,0,0,0,0,0,0,0,0.102469768763287,0,0,0,0,0,0.0358279086763037,0,0,0.164239491425467,0,0,0,0.0844035634808769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108745836562875,0.0525141645848694,0,0,0,0,0,-0.418255944535332
X2884.TT.EQUITY,0,0,-0.0751721792258198,0,0,0,0,0,0,-0.116666351063306,0,0.213918937488514,0.0089529316137138,0.118002049877037,0,0,0,0,0,0,0,0,0.256628185760804,0,0.35953808957807,0,0,0.251132198012594,0,0,0,0,0,0.142085818820236,0,0,-0.293102532189831,0,0,0,0,0,0.0777753457043757,0,0,0,-0.0895101722759978,0,0,0.15170916478469,-0.0215126346792111
X2886.TT.EQUITY,0,0,0.146310085078684,0,0,0,0.0815796142369863,0,0,0,0,0,-0.229830191892608,-0.251162464468404,0,0,0,0,0.316639984232504,0,0,0,0,0,0.376057202526726,0,0,0,0,0,0,0,0,0,0,-0.31045748705852,0,0,0,0,0,0.153374202145755,0,0,0,0,0,-0.0538475109100128,0.0213126392368442,0,-0.196702932314544
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.304202904660771,0.0617503648380407,0,0,0,0,0,0,0,0,0,0,-0.0327774819570217,0,0,0,0,0,0,-0.803129009485591,0,0,0,0,0,0,0,-0.0879773508171836,0.255208880262757,0,0,0,0,0,0,0.123726138995847,0,0,0.142240851571088,-0.0420125179556505,0,0
X2892.TT.EQUITY,0,0,0.169157835460245,0,0,0,0,-0.0384198534365285,0,0.0896881180594065,0,0,0,0,0,0,0.18085020532343,0,-0.10078816251238,0,0,0.478672781269671,0.343033168336553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341263204735326,0,0,0,0,0,-0.0197468197667099,0,0,0,0,0,0,-0.0396527401065645
