,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.262802205633703,0,0,0,0.0228576649257669,0,0.041690794406603,0,0,0,0,0,0,0,0,0,0.0811313153197598,0,0,0,-0.0574031075993586,0,0.215546420879047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472723254091794,0,0,0.0133751653844165,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.113242049289055,0,0,0,0,0.718998196315398,1.73472347597681e-18,-0.0543312505715229,0,0,0.18457417879338,0,-0.210342282722922,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244198555096893,0.0440029475675152,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0285697482284156,0,0,-3.46944695195361e-18,0.188116192070964,0,0,0,0.0778179388868119,0.147318686330697,0,0.168531544987801,0,0,0,0,-6.93889390390723e-18,0.149239750052662,0,0,0,0,0,0.0240642020822657,0.0107051772671403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104734971364886,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0349735653808761,0.072277513379253,0,0,0,0,0,0.36323851771154,0,0.401754957507978,0,0.178927644286786,0,0.0204090177074802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474123622724162,0,-0.38988639241787,0,0,0,0,-0.175713900669039,0,0,0,0,0,0.0544834012785659,0.0953811101396706,0,0.0654856410905983,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.0112416805426545,0.130364622391542,0.0823318246252028,0.286395964897338,0.136270446529079,0.136318849685344,0,0,0.119934177089126,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.010464636107802,0,0,0,0,0,0.0780435998276526,0,0,0,0,0,0
X600036.CH.EQUITY,0.113673857314491,0.3621089389096,0,0,0,0,0.0427648034119724,0,0.145235653686786,0,0,0,0,0,0,0.14262080492959,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173263672051618,0,0,0.0216168217469101,0,0.059479336607199,0.0931431710647769,0.0831745879965185,0,0.067268106335255,0,0,0,0,-0.046154073440287
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0134953704927421,0,0,0,0,0,0.157742862151488,0.0347668226057757,0,0,0.213553167605482,0,0,0,0,0,0,0,0,0.166967989914169,0.0442179023572043,0,0,0,0,0,-3.46944695195361e-18,0.09750764337123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.106739353206605,0,0,0.723381658702188,0,0.0343959226342595,0,0,0,0,0.0628592525981637,0,0,0,0,-0.218252024559808,-0.0230464357869772,0,0.0502199373051551,0,0,0,0,0,0.00206921006167891,0,0,0,0,0,0,0,0,0,-0.0413908662079806,0,0.0227533639267472,0,-0.0403753102977103,0,0,0,0,0.296483081610951,0,0,0.0612444345305471,0,0,-0.202866887429347,-0.0552055685333128,0,-0.0957421411778091
X601166.CH.EQUITY,0,0,0.025353718528074,0,0,0.393228211706011,0,0,0,0.00626821180193839,0,0,0.0152704666011675,0,0.300536445195532,0,0,0,0.0493658542866029,0,0,0,0,0,0,0.0083330451270214,0.157380780220783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105347188174042,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.180734590836681,0.220024591731,0,0,0.475439155785864,0,0,0,0,0,0,0,0,0,0,0,0,0.0379895201410336,0,0,0,0,0.11526428185543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.149028231927026,0,0,0.0104881038683274,0,0.210559279139021,0.0247733426578398,0.155036718383243,0,0,0,-0.113937518649207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321554268438069,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0759390586376462,0,0,0,0,0,0,0,0,0,0,0,-0.281747983089043,0,-0.228689224761997,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0981050579511628,0,0.0439248237281041,0,0,0,0.161780844171868,0,0,0.400176992519687,0.279859867066879,0,0,0,0,0,0,0,-0.0114382930906783,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355638024914096,0,-0.0744896064056352,0,0.0671379658929974,-0.0395101401110414,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0.127611169574521,0,0,0,0,0,0,0.194701144549579,0,0.30866473940261,0.163547703154223,0,0.0288557472465395,0,0,0,0,0,0,0.0862963413994741,0,0,0,0,0,0,0,0.105533610164997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545813213044533,0,0,0,0,0,0,0,0,0,0.164263920795081,0,0,0,0,-0.157547746550784,0,0,0,0,0,0.0675032726851041,0,0,0,0,0,0,0,0,0.0991717988652506,-0.0509807490669608,0.0892834478535705,0,0.132902942698163,0,0.172594612863616,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.144121123297491,0,0.277672677793452,0,0,0.0874209474501405,0.0164200646475118,0.160414655394215,0,0.139257762947252,0,0.0310403321819509,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0289311171294359,0,0,0.0464134638158856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775385450455719
X601939.CH.EQUITY,0,0,0,0.051690356114372,0.0706289467042635,0,0,0,0,-3.46944695195361e-18,-0.101981169925845,0.385831292508673,0,0.0956334869551237,0,0,0,0.230630699706991,0,0,0,0,0,0,0.0417210827483141,0,0,0,0,-0.0184164717610646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020487324816801,0.183814542808125
X601988.CH.EQUITY,0,0,0,0,0,0,0.246262557447239,0,0,0,0,0.345768702009305,0,0,-1.73472347597681e-18,0,0,0,0.314659553791896,0,-0.0304253154274245,0,0,0,0,0,0,0,0,0,0,0.0118544389187503,0,0,0.212334084762343,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0883830631073185,0,0,0,0,0,0,-0.162744014021214,0
X601998.CH.EQUITY,0,0,0.256147575066837,0,0,0,0,0,0,0.194077000177699,0,0,0.177569847598584,0,0,0.308672095781228,0.0251246023845849,0,0,0,0,0,0,0,0.0142898326764474,0,0,0,0,0,0,0,0,0,0,0,0.0942743918920277,0,0,0,0,0,0,0,0,0.0594380913007299,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.135448610959085,0,0,0,0,0.0969713333971613,0,0,0,0.0308955611834774,0,0,0,0,0,0,0,0.0603866089350388,0.113045014392378,0,0.0405385191985047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.338901445967199,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0.0581835541444142,0,0,0,0,0,0,0,0,0.12680442905991,0,0.282211183044743,0,0,0.100474485501607,0,0.161939420859726,0,0,0,0,0,0,-0.0973948042173955,0,0.442339804037717,0,0,0,0,0,0,0,0,0,0,0,0,0.0641868657970578,0,0,0,0,0,0,0,0,-0.305334630470012,-0.0654852904749046,0,-0.286704469163944
