,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0,0
X002142.CH.EQUITY,0,0,0,0.196429373618959,0,0,0,0.228198534620929,0,0,0.218820221509449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185336527327256,0.161254341598545,0,0,0,0,0,0,0,0,0,0,0,0.067749229648178,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353366888098027,0,0,0,0.139131230406104,0.218779331059517,0,0,0,0,0,0,0.157021090032689,0,0,0,0,0,0,0,0.0216075440565813,0,0,0,0,0.0072643101662559,0,0,0,0,0,0,0,0,0,0,0,0,0.0222431251207753,0,0.0768278056435975,0,0,0.115788392854546,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607623206925081,0.0660660380620425,0,0,0.100458723352718,0,0,0,0.0507648059077958,0.0516302624359182,0,0,0,0,0,0,0,0,0.0527762297470452,0,0,0,0.00183808996603117,0,0,0,0,0,0,0.0212863495058072,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0495646423712154,0.313551419078995,0,0,0,0,0.328901558948256,0,0,0,0.0473578205098879,0,6.93889390390723e-18,0,0.10670712614802,0,0,0,0,0,0,0.0864079955186176,0,0,0,0,0,-0.0250478757844428,0,0,0,0,0,0,0,0,0,0,0.0392921038204703,0,0,0,0,0,0,0,-0.00180347192633556,0,0
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264101108912947,0,0,0,0,0,0,0,0,0,0,0,0,0.274048962567921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087529396993179,0,0.202265708161879,0,0,0.0340807193089308,0,0,0.0515776103870158,0,0,0.0143207183204109,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0,0
X601166.CH.EQUITY,0,0.00506500934759045,0,0,0.0920105222558389,0.209629322114951,0,0.0943579864884579,0,0,0,0,0.0802826106943131,0,0,0.0862118877097909,0.069266416109758,0,0,0,0,-0.0391249599424198,0,0,0,0,-0.00638753535075205,0,0,0,0,0,0,0,0,0,0,0,0.107137571380656,0,0,0,0.116866560328297,0,0,0,0.049752970762057,0,0.0331225537530934,0,0
X601169.CH.EQUITY,0,0,0,0.0357039547977323,0,0.0544075345950799,0,0,0,0,0,0,0.0124904150969428,0,0,0,0.200254882593333,0.153432590820878,0,0,0,0,0,0,0,0.0996061339515844,0,0,0.0512252386591896,0,0.0976416928979754,0,0,0,0,0,0,0.0746025127404873,0,0,0.0672305789487649,0,0,0.0675009381314212,0,0,0,0,0,0,0
