,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.212611981187802,0,0,0,0,0,0,0.161631742479587,6.93889390390723e-18,0,-0.0916905991543905,0,0,0,0.159262195116335,0,0,0,0,0.220388441992808,0,0,0,-0.0825810325347803,0.0445238750671166,0,0,0,0,0,0,0,0,0.0106486943970018,0.239212727053015,0,-0.28009061719137,0,0.185664090327736,0,0,0.0210008557591887,0,0.1403652175331,0,0,0,0,0,0,0,-0.201292336989761
X002142.CH.EQUITY,0.172466435732523,0,-0.0311708834679968,0,0,0.154463683272701,0,0.231019699790666,0,0,0,0,0,0,0,0,0,-0.150498262120441,0,0,0,0,0,0,-0.102646764773671,0,0,-0.0837026119979797,0,0,0,0.0102531669489908,0,0,-0.153267699792981,0,0,0,0,0,0,0.299669581444792,0,0.189404579799963,0,0,0,0,0,0,-0.0168378143912011,-0.0842002450892052,-0.0147396073112082
X600000.CH.EQUITY,0.0830511518281355,0,0,0,0,0.163005374950229,0,0,0,0,0,0,0.338335047382136,0,0.146603472509859,0,0.110011518782188,0,0,0,0,-0.00989614724386501,0,0,0,0,0.172884876301425,0,0,0,0,0,0,0,0.0502829899068451,0,0,0,0,0,0,0,0,0,0,0,-0.0507353431735409,0,0,0,0,0,0.0479917765366525
X600015.CH.EQUITY,0,0,0,0,0.012938783903698,0,0.0644069408847834,0,0,0.0941963703455864,0,0,0,0,0.229742409332793,0.109853427998111,0,0,0,0.0289443703080819,0,0,0,0,0,0,0,0,0,0,0,0,0.0627401533955116,0.00975641983372158,0,0.0540418750270672,0.0279055481564258,0,0,0.0469345429538283,0,0,0,0.181527867974626,0,0,0,0.0348380134698981,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.041762820381599,0,0,0,0,0,0,0.126696316042369,0,0.349231178960249,0,0,0,0.0739060696253359,0,0.0123094375216548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.379393965239586,0,0,0,0,0,0,0.0934328152492515,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.208629527087054,0.138667222187533,0.332319086569988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193262579785298,0.0409726003650221,0.0865251014771698,0,0,0,0,0,-0.0770345117250451,0,0,0,0,0,0.0433703011278884,0,0,0,0,0.110073113931427,0,0,0,0,0,0,0,0.219600354830284,0,0.0456025116509521,0,0.0260937443403896,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0.102755547267205,0.0527021347825914,0,0,0.291756136988711,0,0,0.203603631304432,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.03693491905121,6.93889390390723e-18,0,0,0,0,-0.03869432825969,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244573791642089,0,0,0,0.139524492426678
X601009.CH.EQUITY,0.146831371571017,0,0,0.363701335595312,0,0,0.0662037373070996,0,0,0,0.0944773501535453,0.0988907926211193,0,0,0,0,0,0,0,0,0,0,0.0858530600899282,0,0,0,0,0,0,0.0319897496327253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656910744503389,0,0,0,0,-0.14030541820822
X601166.CH.EQUITY,0,0,0,0.126804697954716,0,0.351599590455121,0,0.133941265359681,0,0,0,0,0,0.015994101583806,0,0.0379589476988529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186248356265087,0,0,0,0,0,0.27476952993697,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.260079010302979,0.428024546880626,0,0,0,0,0,0,0,0,0.265526096418073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830575267041391,0,0,-0.0195202109439239,0,0,0,0,0,0,0,0,0,0,0.0145009629625049,0,0.0797855010920744,0,0,0,0,0,0,0,0.0176109194174419,0
