,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.100885542892904,-4.33680868994202e-19,0,0,0.107656938566527,0,0,0,0.0516423367569133,0,0,0,0,0,0,0.0256946921306421,0,0,0,0,0,0.158661276156458,0,0,0,0,0,0,0,-0.0590574621107693,0,0,0,0,0,0,0,0.00905156620436989,0.450396448360363,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.122996579064235,0,0,0,0,0.125640473915267,0,0,0.201708518516563,0,0,0,0,0,0,0,0.32180297924127,0,0,0,0,0.0098338954856946,0,0,0,0,0,-0.313354078576736,0,0,0.183721520275932,0,0,0,0,0,0,0,0,0,-0.105294554980055,0,0,0.165925263415566,0.127853509700725,0,0,0,0,0.0389400129769257,0,0,0
X600000.CH.EQUITY,0.109973267550099,0,0,0.245229605183099,0,0,0,0,0,0.0785725892168279,0,0,0,0,0,0,0,0.153059573147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819606999514923,0.053756003919066,0.0533003500231389,0,0,0,0,0,0.068461993171326,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0883476503422653,0,0,0,0,0,0,0.029557475678155,0.146186184018325,0,0,0,0,0,0,0,0,0,0,0.0297612618692708,0,0,0,0,0.398082858470915,0,0,0,0.0892517373129043,0,0,0,0,-0.0693130072593566,0,0,0,0.00929873035286889,0,0.0576195765291522,0.135438751056485,0,0,0,0,0,0,0,-0.161234643131868,0,0,0,-0.0230937943319145
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0714624916710482,-0.407305246937119,-1.73472347597681e-18,1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0.0550751990971866,0,0,0,0,0,0,0.359674013667696,0,0,0,0.00477090607809266,0,0,0.0188261244655198,0,0,0,0,0,0,0,0,0.160640982801717,0.21253149998811,0,0,0.154269043414378,0,0,0,0,-0.0525103375571927,0.297069527453216,0,0,-0.0212244221110335
X600036.CH.EQUITY,0.149773320931706,0.0939582625687981,0,0.112373761495208,0,0,0,0,0.195248717764398,0,0.0255177068535318,0,0.242666291741188,0,0,0,0,0,0,0,0,0,0.038357007788525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0801133072345422,0,0,0,0,0.101442285913845,0.12777673109775,0,0.00722975361413475,0,0,0,0,0,0,0.143368804285791,0,0,0.297156894417308,0,0,0,0,0,0.0334730279565985,0,0,0,0,-0.251958279044592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354504160029088,0,0,0,0,0,0
X600926.CH.EQUITY,0.100403553219663,0,0.0367494116830196,0,0,0,0,0,0.120190874616301,0.108895461049429,0,0,0,0,0,0.0358087911963563,0,0.28368293468604,0,0,0,0,0,0,0,0,0,0.013146069100946,0,0,0,-0.110971501747542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177638193664851,0,0,0,0,0,0,0.0457493973719822
X601009.CH.EQUITY,0,0.075396930662482,0,0.226937006510599,0,0,0,0.355511950242651,0,0,0,0,0,0,0,0,0,0.0465682438187605,0,0,0,0,0,0,0,0,0,0.0829702509272806,0,0,0,-0.0997528676093744,0,0,0,0,0,0,0.0581221237201009,0,0.0691246967076885,0,0,0.0161954564555572,0,0,0,0,0,0,-0.0062526158055391,0,0
X601166.CH.EQUITY,0.551392737042353,0.0712007656341377,0,0,0.0977746614375175,0.205663580793456,0,0.139431240413869,0,0,0,0,0.0690669853981276,0,0,0,0,0,0,0,0,-0.0994390652365449,0,0,-0.182493421729416,0,0,0,0,0,0,-0.104348743195053,0,0,0,0.0367434914257772,0,0,0,0,0,0,0,0,0,0,0.0529926398475123,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0360931946172981,-0.10151949012842,0,0,0,0.020980722080607,0,0.793285130703668,0,0,0,0,0,0,0,0,0,0,0,0.0693933860972942,0,0,0,0,0,0.191470694484039,0,0,0,0,0,0,0,0,0,0,0,0,0.0448888274368037,0,0.0417195721569872
X601229.CH.EQUITY,0,0,0,-0.067026601970591,0,0,0,0,0,0,0,0,0,0,-0.149083686608381,0,0,0,0.980539161865952,-0.0719631104708083,0,0,0,0,0,0,0,0,0,0,0.0252785018272673,0,0,-0.0719598381476943,0,0,0.0762167566164979,0,0,0,0,0,0.167892669198751,0,-0.038236649249103,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0,0.0141744577326363,0,0,0.243582798523653,0,0,0,0,0,0,0,0,0.578428619119421,0,0,0,0,0,0,0,-0.0884123354856536,0.00235759446992506,0,0,0.160687270438247,0,0,0,0,0,0,0,0,0,0,0,0.0891082246437421,0,0,-0.0208208703620857,0,0,0,-0.088876897003998,0,0
X601328.CH.EQUITY,0,-0.0477251662777721,0,0,0,-0.0701063335171497,0,0,0,0,-0.145681248464167,0,-0.0212660912456552,0,0.956103803500257,0,0,-0.0293931084893939,0,0,0,0,0,0,0,0,0,-0.0747524341044038,0,0,0,0,0.0822302860483518,0.0427918155923736,0,0,0.0503092106578422,0,0.0191898691258812,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850585862790491,0
X601398.CH.EQUITY,0,-0.0507472038058585,0.0308699477240573,0,0,0,0,0,0,0,0.0286583840677409,0,0,0.808223789540137,0,0,0,0,0,0,0,0,0.0310606406485981,0,0,0,0,0,0,0,-0.0247815201250023,-0.0405436282077748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202502011710822,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0.342189972848316,0,0,0,0,0,0,-0.0939704947901932,0,0,0,0,0,0,0,0.0262105019735325,0,0.361584808264427,0.788081095957793,0,0,0.0150590442505758,0,0,0,0,0,0,0.19717730184844,0,0,0,0,0,0,0,0,0,-0.0257684545990881,0,0,0,-0.193695612028179,0.175988636380467,0,0.0382968247329432
X601818.CH.EQUITY,0.00447279296429884,0,0,0.626629716753522,0.00373469512667211,0,0,0.160136806285804,0.0588015478987428,0,0,0,0,0,0,0,0,0,0,0,0.0681558596675362,0.0138845110714535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055994348454733,-8.67361737988404e-19,0,0,0,0,0,0,0.0629905556757738,0,0,0
X601838.CH.EQUITY,0,0.127546178548232,0,0.0332130493926979,0,0,0.118561656268001,0.665284594582453,0,0,0,0,0,0,0,0,0,0,0.0862416711655722,0,0,0.0176467345499569,0,0,0,0,0,0,0,0,0,0,-0.0857829919046186,-0.0276911008541184,0,0,0,-0.0680781245364295,0,0,0,-0.116690025424358,0,0.0895106972690266,0,0,0,0,0,0,-0.0407934065496033,0,0
X601939.CH.EQUITY,0,0,0,0,0,0.0747382770680055,0,0.0706970191203707,0,0,0,0.869602241080246,0,0,0.0831606049452098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902722816303503,0,0,0,0.0181170705423354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312994581832971,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.04099535351632,0,0,0,0,0.867900834296163,0,0,0,0,0,0,0,0,0,-0.0372517825011879,0.00688204586111449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682836604336522,0,0,0,0,0,0,0,0,0,0.00247257772235278,0,0,0.00786001196381628
X601997.CH.EQUITY,0.0211329130455,0,0,0,0.0138928752514203,0,0,0,0,0.0890270056059627,0,0.0140410663353052,0,0,0,0.115279147074042,0.093790348572353,0,0,0,0,0,0,0,0.405686423280734,0,0,0,-0.0157405857466144,0,-0.112294467011205,0,0,0,0,0.00555307229950343,0.127133363018293,0.127068748050155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302340425387782,0.0180148725579621
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.0273104174465146,0,0,0,0,0,0,0,0.0783785264854488,0,0,0,0,0,0,0,0,0,0,0.0736474736987281,0,0,0,0,0,0,0,0,0.444769437375753,0,0,0.0531996925195629,0,0,0,0,0,-0.166143420098564,0,0,0,1.73472347597681e-18,0,0,0
X601658.CH.Equity,0.217159940289295,0.159344666995183,0,0,0,0,0,0,0.040224539615077,0,0,0,0,0,0.376514742339177,0,0.23099330002472,0.130604865193192,0,0,0,0,0,0,0,0,0,-0.137578805674981,0,0,0,0,0.179216079229366,0,0,0,0,-0.0841053813650643,0,0,0,0,0,0,-0.120862886303823,0,0,0,0,0,0.0773633434002608,0.0548160145433467,-0.169818429386741
X601916.CH.Equity,0.013306773125008,0,0,0,0.441096990120755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251965313863602,0.178898579946069,0,0,-0.0214406283427906,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.405091125298546,0,0,-0.105390989091187,0,0,0.0677919807665322,0,0.185771788932733,0.264791702245515,-0.0600973313318478
X601077.CH.Equity,0,0,0,0.181665412090522,0.0121468736329733,0,0,0,0.118403002375041,0,0,0,0,0,0,0.104799608120011,0.155003750027586,0,0,0,0.269293732803952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387369874547474,0,0,0.0334364967288065,0,0.0922342344209125,0,0,0,0,-0.0220771189251186,0,0,0,0,0.0166347445522083,0,0
X11.HK.EQUITY,0,0,0,0.207358600026215,0,0,0,0,0,0.00245641444969674,0,0,0,0,0,0.199590630896493,0.0769896850916991,0,0,0,0,0.0280840264344998,0,1.73472347597681e-18,0.0225168162490292,0,0.373179301490847,0.202497325692814,0,0,0,-0.131221991330649,0.251375571343162,0,0,-0.0849649294465689,0,0,0,0,0,0.0273486712034242,0,0.0433385833334725,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.0975597530993398,0,0,0.286330754468572,0,0,0,0,0,0,0,0,0,0,0,0,0.0774661320887036,0,0,0,-0.00120675285022084,0,0.293148085920211,0,0,0,0,0,0.350339215984651,0.0844647761769446,-0.236887687158644,-0.17645208884962,0,0,0,0,0,0,0,0,0,0,0,0,0.277958053109292,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407544450492604,0,0,0,0,0,0.15794754762441,3.46944695195361e-18,0,0,0,0,0,0.221366957495478,0,0,0,0,-0.290564645966031,0.142825544033141,0,0,0,0,0.521936081959151,0,0,0
