,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0888585340301748,0,0,0,0,0.333189767467314,0,0,0,0,0.073045226867792,0,0.0116547248768268,0,0.167931751735339,0.0239562904251644,0.221172460414807,0,0,0,0,0.13092089518888,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512889789105893,0,0.179260242922594,0,0,0,0,0,0,0,-0.0761889553386204,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.129721458250056,0.203873255207753,0,0.148547989317528,0,0.0543981429444607,0,0,0,0.0636552743070163,0,0,0,0,0,0,0,0,0,0.0203517504651256,-0.0599469813368723,0,0,0,0,0,0,0,0,0,0,-0.0712455920345604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002958.CH.EQUITY,0,0,0,0,0.392722588336197,0,0,0,0,0,0,0,0,0.010021849788104,0,0,0,0.0781652367398764,0,0,0,0,0.238896293096272,0,0,0.0460930848964438,0,0,0,0,0,0,0.0861314944542786,0,0.121606180319675,0,0,0,1.73472347597681e-18,0,0,0,0,0.0371170015395288,0,0,0,0,0,0,0,-0.0216894565849938,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.501686905228806,-0.00862871101823389,-0.199014350533512,0,0,0,0,0,0,0,0,0,0.28770334052254,0,-0.350195114693408,0,0.149448006401103,4.33680868994202e-19,0,0,0,0.0757264019950682,0,0,0,0,0,-0.00219624900295045,0,0,0,0,0,0,0,-0.270240977307436,0,0,0.370158327819925,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.161320710150542,0,0,0.200415788023434,0,0,0,0,0,0,0.125006938702529,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0588109340639471,0.164779936854618,0,0.102039893575152,0.0541575008000333,0.0695794472890626,0,0,0.0496501659736846,0,0,-3.46944695195361e-18,0,0,0.0205814228042146,0,0,0,0,0,0.0183060966719528,0,0,0,0,0,0,0,0,0,-0.0480165395081074
X600016.CH.EQUITY,0,0.168590505304466,0.0185210814057423,0,0,0,0,0,0,0,0,0,0,0,0.16327402265302,0,0,0.0459716340142991,0.377472126980748,-0.054201962649894,0,0,0,0.0748697425875188,0,0,0,0,0,0,0,0,0,0,-0.00442070138173696,0,6.93889390390723e-18,0,0,0,0,0.215244101402704,0,0,0,0,0,0,0,-0.0476626012285885,0,0,0
X600036.CH.EQUITY,0,0.432156181699114,0,0.14306900364762,0,0,0,0,0,0,0,0,-0.0974670865145714,0,0,0,0.316921774820497,0,0,0,0.111353038798713,0.0393865131736927,0,0,0,0,0,0,0,0,0,0,0,0.465715275269807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608746614520775,0.0859178681741985,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.0761744926141757,0,0,0,0.434646308200589,0,0,0.0841646754319979,0,0,0.179912412050167,0,0,0.291175060506513,0,0.0448473482254971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140665299427354,0,0.433670554549917,0,0.13345474223498,0,0,-0.304781277687571,0,0,0.124836947980749,0,0.0250830955198909,0.00505074361229427,0
X600926.CH.EQUITY,0,0.240303379148022,0,0,0,0,0,0.0484442445352245,0,0,0,0,0,0,0,0,0,0,0,0.311088721048652,0,0,0,1.73472347597681e-18,0,0,0,-0.0989002789285735,0,0,0.0293204914791515,0,0,0.156663368452497,0,0,0,0,0,0,0,0,0,0,0.193119468237945,0,0,0,-0.210709865196522,0,0,-0.162425947183451,0
X600928.CH.EQUITY,0,0,0.455252983005961,0,0,0,0,0,0.176854001423412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100064615716919,0,0.170499780867017,0,0,0,0,0,0,0,0.0835690365280395,0,0,0.0541362013312464,0,0,0,0,-0.128784721815534,0,0,0.135751528969661,0,0,0,-0.0472237515719831,-0.019957289453367,0,0.0549647696388503,-0.154749946935514
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.0995771846401717,0,0,0,0.246823576694087,0,0,0,0,0.0306880224984169,0,0.253937048983871,0.127649636292418,0,0,0,0.0403008977258752,0,0.130173662506043,0,0,0,0,0,-0.0699757070129584,0,-0.0601738973654042,0,0,0.118201686959888,0,0,0,0,-0.0189617918097284,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0982133500647437,0
X601166.CH.EQUITY,0.178093660639949,0,0,0,0,0,0,0,0,0,0.16586477610685,0,0,0.0386468653174823,0,0.314349604926731,0,0.0742483449993525,0,0,0.00915972619393972,0,0,0.136723074865133,0,0,0,0,0,0,0,0,0,0,0,-0.111295585405634,0,0,0,0,0,0,-0.0599117635380445,0,0,3.46944695195361e-18,0.00975990996092519,0,0,0.049088945246375,0,0,0.036925957533316
X601169.CH.EQUITY,0.287491847827518,0,0,0,0.0402892544463294,0,0,0,0,0,0,0,0,0,0.100160870234644,0.0108759846192363,0,0.0522284464619399,0.0858662986608489,0,0,0,0.0406413848181956,0,0,0,0,0,0,0,0,0.0563515159976355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046796019406169,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0133633908175304,0,0,0.0429960777422707,0,0,0,0,0.103007329183349,0,0,0,0.119548982675012,0.345415961201754,0,0,0,-3.46944695195361e-18,0,0.227295697633336,0,0.0682235325219906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065538708552154,0,0,0,0,0,0,0,0.0753737800712756,0,0
X601288.CH.EQUITY,0,0,-0.00303378558248204,0,0,0.311076901320236,0,0,0.00754981890178304,0,0,0,0.0976754183410664,0,0,0,0.1122516336749,0.0988891519868708,0.0526687521670268,0,0,0.0509790077790833,0,0,0,-0.069110235519644,0,0.0787591760967424,0,0,0,0,0,0,0.0946371338352988,0,0,0.0340482171520202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107921379945087,0
X601328.CH.EQUITY,0,0,0,0.122017309524084,0,0,0,0,0,0,0,0.0244588066306102,0,0,0.211639212264921,0,0.404878986266165,0,0.0544378013955096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657348587506003,0,0,0,0,0,0,0,0,0,0,0.127885358949535,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0433372400785194,0,0,0,0.0527355601952767,0,0.354924456183946,0,0.136137881760419,0,0,0,0.0900322030172376,0.0640891501464831,0.187406770524672,0,0,0,0,0,0.0166016656440333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934376673733728,0.0115542024052381,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,-0.130685398500975,0,0,0,0.160181003556512,0,0.0943054418257005,0,0,0,0,0,0,0,0,0.0315288048710761,0,-0.0279691187260817,0.424103225234281,0,0,0,0,0.0641402578029718,0,0,0,0,0,0,0.530801524012509,0,0,0,0,0,0,0.0319060711130129,0,0,0,0,0,0.10061568989698,0,8.67361737988404e-19
X601818.CH.EQUITY,0,0,0,0.0587954176163073,0.276260657740279,0.255534754031402,0,0,0,0,0,0,0,0.104301707396118,0.0811276356684488,0.138514623793853,0.194117092481896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445573424474339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852678000431628,0.0221062995647813,0.00845889225044373,0,0
