,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.143687514808345,0,0,0,0.383622284080652,0,0,0,0,0,0,0.118985951163082,0,0,-0.0105194137606176,1.73472347597681e-18,0,0.0119612746333831,0,0,0,0,0,0,-0.0178939508037629,0,0,-0.127477169778139,0,0,0,0.144090256406781,0,0,0,0,0,0,0,0,-0.180819099493903,0,0,0,0,-0.124185299080296,0,0
X002142.CH.EQUITY,0.155318665625824,0,0,0,0,-6.93889390390723e-18,0,0.533979520918409,0.126082592601932,0,-0.0432594235320104,0,0,0,0,0,0.0899657597562617,-0.106635207692596,0,0,0,0.135867335371577,0,-0.103370599847369,0,0,0,0,0,0,0,0,0,0,0.229719838159086,0.0632567135895315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580707107741539,-0.106160384118464,0,0,0
X600000.CH.EQUITY,0.132425175723198,0,0,0,0.127017198821809,0,0.0678641726830315,0,0,0,0.0867304908757006,0.0318988368987097,0,0,0,0.0477180268662011,-8.67361737988404e-19,0,0,0,0,0,0.0502535469765584,0,0,0,0.0246648331569606,0,0,0,0,0,0,0,0,0,0,0.191923501761084,0,0,0,0,0,0,0,-0.0265309078357439,0,0,0,0,-0.17121069286958,0,0
X600015.CH.EQUITY,0.0325806753624533,0.00451492359313635,0.118845297058969,0,0,0,0.443665348352441,0,0.057775389495393,0,0,0,0,0,0,0.0503785018556432,0,0,0,0,0,0.205782203266398,0,0,0.0640951531975288,0,-0.00885503786967749,0,0,0,0,0,0,0,0,0,0.0210203342083637,0,0,0,0,0,0,0,0,0,0,-0.112698589311678,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0439943823560952,0,0,0,0.0653659245058479,0.415158002320922,0,0,0.219898860812321,0,0.114366850805708,0,0,0.081405672120149,0,0,0,0,0.0872034102483563,0,0,0,0.0278701998130551,-0.0639631260039874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102726946150176,0,0,0,0,0.00838807631254153
X600036.CH.EQUITY,0.229411354058517,0,0,0,0.399247888187498,0,0,0,0,0.0947969545448969,0.0400332680844545,0,0,0,0,0,0.0605870777458498,0,0,0,0,0.0600880200385788,0,0,0,0,0,0,0,0,0,0.0474433220279117,0,0,0,0,0,0,0,0,0,0.00228426726362117,0,0,0.103381421858209,0,0,-0.118057405963677,0,0,-0.0121452576549208,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0.0207696289901032,0,0,0,0.223165251054132,0,0,0,0,0,0,0,0.366202155594766,0,0.370201659121368,0,0,0,0,0,0,0,0.130771478929926,0,0.0795799682842291,0.127227843191418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103437524092849,0,0,0,0.129089829394849,0
X600926.CH.EQUITY,0,0.04015871579548,0,-0.0300816668399973,0,0.0237022722018444,0,0,0,0.656283471991441,0,0,0,-0.106353963860671,0,0,0,0.0802276562952109,0,0,0,0,0,0,0,-0.0294882761362717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583235240907787,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.200470563748669,0,0,0.294690930158985,0,0,0,0,0,0,0,0,0,0,0,0,0.078445939935662,0,0.167339763135499,0,0.081361158752839,0.0117517819710546,0,0,0,0,0,0.0552795055105287,0,0,0,0,0,0,0,0,0,0.0589536627641384,0,0,0,0,0,0.00660971770625739,0.0321504263029442,0,-0.0650155354901257,0,0,0,0.053682228314785,0,0.0146412778951515
X601166.CH.EQUITY,0.470865300287592,0,0,0,0,0.230993994076205,0,0.141168866407841,0,0,0,0,0,0,0,0,0,0.044259353813576,0,0,0,0,0.00155886041459104,0,0,0,-0.0895965854192233,0.165749411458526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015082626067288,0,0.150793514386603,0,0,-0.0664097017698632,0
