,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.232092626952716,0,0.0878370626794475,0,0,0,0.0676520623607357,0,0,0,0,0,0,0,0,0.116708971026153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617691382308111,0,0,0,0,0,0.00691333055827663,0.108701465730012,0,0.0300947181125419,0,0.144884602934805,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,1.38777878078145e-17,0,0,0,0.235122660954898,0,0,0.181782992994727,0,0,0,0,0,0,0,-0.0165002214031706,0,0,0,0,0,0,0,0,0,0,0,0,0.134820021343761,0.123973338425319,0,0,0.0951211400655111,0,0,0,0,0,0.0548333567727061,0,0.128297682498428,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.169214370849914,0,0,0.148315228483395,0,0.146779132811072,0,0,0,0,0,0,0,0,0,0.0194508661466864,0,0.0241731234750471,0,0.124410124782111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345458795774638,0,0,0,0,0,0.143399510725452,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.233698347193895,0,0,0,0,0,0,0,0,0.0179197202688567,0,0,0.364195781410119,0,0,0,0,0,-0.063717046701362,0,0.12863046542488,0,0,0,0,0,0,0,0.323011267146386,0.0244145131667479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127702314619093
X600016.CH.EQUITY,0.0199180934784543,0.0294432006662858,0,0.170291517413706,0,0,0,0,0.231236912128705,0,0.181205397598472,0.0649561818715293,0.116441684912844,0,0.0845887215743274,0,0.0157132841820311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224705361313711,0,0,0,0,0,-0.0230875480787721,-0.0429688792532811,0.00853836118569959
X600036.CH.EQUITY,0.606170607994895,0,0,0.169391642889342,0,0,0,0,0,0,0,0,0,0,0.126495128981214,0,0,0,-0.0550375322762973,-0.035505124882913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709832243848155,0.00510724022516715,0,0,0,0.0495535058040205,0,0,-0.0534761254245451,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.440877471823328,0,0.127157082595509,0,0,0,0,0.0787398873818264,0,0,0,-0.136212439488916,0,0,0.111059033480655,0,0,0,0,0,0,0,0,0,0,0.105435925883045,0,0.270398550187247,0,0,0,0.127182062955971,-0.0299386314696062,0,0,0,0,0,0,-0.110517046732393,0,0,-0.0438905858086182,-0.07781368773745
X601009.CH.EQUITY,0.307543177748779,0,0,0,0,0,0.28845417330314,0,0.218971839719412,0,0,0,0,0,0,0,0,0,0,0.131996616260979,0,-0.040194746649202,0,-0.0498877009617773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377243993345363,0,0,0,0,0,0,0,0,0,0,0.134120920903965,0.0433294053877005,0,0.171747292255584
X601166.CH.EQUITY,-2.71050543121376e-20,0,0.207555842661997,0,0.114575372262269,0.121419529358539,0,0.111895054388246,0,0,0,0.0364663520945125,0.120889712510394,0,0,0.112886255489145,0,0,0,0,0,0,0,0.0344832702138574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845457993098073,0,0,0,0,0,0,0,0.0609382174797114,0.0116130402417057,0
X601169.CH.EQUITY,0,0,0,0.137186063665443,0,0.083666486755054,0,0,0,0,0.231230793775149,0.153004394226272,0.184772561821875,0,0,0,0.0445821362783678,0,0,0,3.46944695195361e-18,0,0.0310893182536741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550895426796154,0,0,0.0169000352643548,0,0,0,0
X601229.CH.EQUITY,0,0,0.333613709512439,0.164303282075783,0,0,0,0,0,0,0,0,0.0924741305937482,0.157109273923179,0,0,0.0701368403216116,0,0,0,3.46944695195361e-18,0,0,0.0137400380425866,0,0,-6.93889390390723e-18,0,0,0,0,0,0.117135168021937,0,0.0355593888527805,0,0,0,0,0.00603699171899598,0,0,0.0205816712472164,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.201317536058116,0,0,0,0,0,0,0,0,0.0201634641515218,0,0,0.113040567438896,0,0.167142248025988,0.36454980918994,0,0,0,0,-0.00664767109473134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325630499156277,0.03135244161874,0,0.0255484958202864,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.21978045466716,0,0,0.112229866488827,0,0,0,0,0.206024876501129,0,0,0,0,0.297943192233769,0,0.178272434518215,0,0,0,0.0256623917761379,0,0.016405180548019,0,0,0,0,0,0,0,0,0,-0.0145445324298828,0,0,0,0,0,0,0,0,0,0,0,0.0142900062436363,0,0,0,-0.0578010933947652,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.073588477762997,0.0572176263841924,0,0.0555343115092293,0.0343632957513239,0.159215483465262,0,0,0.368727948475911,0,0,0.138062273681158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00483406028918629,0,0,0,0,0,0,0,0,0.107093486762554,0,0,0,0,0,0,0,0.0334655124859234
X601818.CH.EQUITY,0,0.12430496065657,0,0,0.2943806571768,0.207528651837867,0,0,0,0,0,0.0333741849988741,0.288092956239713,0,0,0.0255070106995643,0,0,-0.00315512395678419,0,0,0,0,0.02737385793427,0,0,0,0,0.00531545771151866,0,0,0,0,-0.0385435090046413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644357607903676
X601939.CH.EQUITY,0.0192318704312096,0,0,0,0,0,0,0,0.00529129277764243,0,0,0.576274855620459,-8.67361737988404e-19,0.0838820110256252,0.176190835967985,0,0.0496564671723394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409374178881677,0,0
X601988.CH.EQUITY,0,0,0.0739797511973584,0,0.410884859063478,0,0,0,0,0,0,0,0,0,0,0.00348483782502207,0,0,0,0,0.102874004256479,0,0,0,0,0,0.132754227286332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17138665144927,0.00846340427463471,0,-0.0122177857396684,0,0.0742153389275367,0,0
