,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.140988321171875,0,0,0,0,0,0.00755727683876915,0,0,0.262916664852074,0,0,0,0,0,0,0,0.206739965882185,0,-0.221410567901944,0,0,0,0.129183257951228,0,0,0,0,0,0,0,0.0232496418678616,0.186744588139833,0,0,-0.114645054460503,0.0981538044426728,0,0,0.151767388746086,0,0,0,0,-0.0133401284245353,0,0,0,4.33680868994202e-19,-0.160808275494598
X002142.CH.EQUITY,0.252498656829381,0,0,0,0,0,0,0.074403821061744,0.120996184075155,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217855448670105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195416255671992,0,0,0.013151907960068,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,1.73472347597681e-18,0,0,0.1733718199437,0.245695726118237,0.0873296204540447,0,0,0,0,0,0.236518160199284,0,0,0,0.0932386093927906,0,0,0,0,0,0.0232212699503205,0,0,0,0,0,0.0317967366109778,-0.107432399753864,0,0,0,0,0,0,0,0,-0.0287493707471648,0.213352606181726,0,0,0,-0.12434244374176,-1.73472347597681e-18,0,0,0,0,-0.0188105393211806,0
X600015.CH.EQUITY,0,0,0,0,0.0269868251098981,0,0,0,0,0.225877220285373,0.0435588217908484,0,0,0,0.335720816757598,0,0,0.0387068049947293,0,0,0,0.236123246831505,0,0,0,0,0,0,0,0.0125804057681235,0,0,0,0,0,0,0,0,0,0,0,0.153952957346228,0,0,0,0.016285653157924,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0990955181969883,0.142445026313911,0,0,0,0,0,0,0.123734999478981,0,0.16991181209494,0,0,0,0.228563247798642,0,0,0,0,0,0,0,0,0,0.058578960615384,0,0,0,0,0,0.0226647523242639,0,0,0,0,0,0,0,0.308059551384926,0.0305769143632961,0,0,0,0,-0.120567093765117,0,0,-0.127031324965387,0
X600036.CH.EQUITY,0,0.0849618679564251,0.304925601510951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647476007587263,0,0.13441488801022,0.106174879040468,-0.0910703176397804,0,0,0,0,0,0,0,0,0,0,0,0,0.0198941758929774,0,0,0.00972940015092492,0.434511394690964,0,0,0,0,0,0,0,0,0,0.152895585885312,0
X600919.CH.EQUITY,-0.0115906111295429,-8.67361737988404e-19,0,0,0.0582058344416715,0,0,0,0,0.164149051445653,0.0966596831721441,0,0,0.167414940984791,0,0,0.333785887624249,0.119561052151903,0,0,0,0,0,0.0246000608936855,0,0,0,0,0.162069358916103,0,0,0,0,0,0,0,-0.0752235342892182,0,-0.10276109410729,0,0,-0.11537473341888,0,0,0,0,0,0,0,0.0274796499230162,0.00869863479836753
X601009.CH.EQUITY,0.130936453461228,0,0,0,0,0,0,0,0.42437399105572,0,0,0,0,0.379351481988652,0,0,0,0,-0.0616227685822118,0,0,0,0,0,0.0448477843039035,0,0,0,0,0,0,0,-0.0582090091100201,0,0,0,0,0,0,0,0,0,0,0,0,0.277884066827779,0,0,0,0,-0.00120348034858312
X601166.CH.EQUITY,0,0.207810880219873,0,0,0,0,0,0,0,-0.167896772457317,0,0.0849068893241616,0,0,0,0,0.414526371091311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161598646534342,0,0,0,0,0,0.0118152100422682,0.350499209350374,0.189628289331676,0.0272323026959772,0,0,0,0,0,0.265872132962211,0
X601169.CH.EQUITY,0,0,0.251929871999609,0.525718419830732,0,0,0,0,0,0,0,0,0.243037360907869,-0.0669632053042956,0,0,0.153914828550252,0,0,0,0,0,0,0.18538886625962,0,0,0,0,0,0,0,0,0,0,-0.031942567731016,0,0,0,0,0,0,0,0,-0.0244806524759225,0,0,-0.0587805023055922,0.00340986315550238,0.0778687796968217,0,0
X601229.CH.EQUITY,0.132498709221757,0.104736685864354,0,0.198219465689223,0,0,0.184275612895165,0,0,0,0,0,0,0,0,0.251504042520939,0,0,-0.209284316879142,0,0,-0.015998304116513,0,0,0,0,0,0,0,0.0016065888205996,0,0,0,0,0.118560505420003,0,0,0,0,0,0,0,0,0,0,0,0,-0.10025515322009,-0.0324550242090967,-0.0179579316344763,0
X601288.CH.EQUITY,0,0,0,0,0.118341150718068,0,0,0,0,0.284495881167342,0,0,0.0448243577042042,0.119036063845085,0,0,0.0595121879413226,0,-0.108849093469704,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.079020460011798,0,0.103302755873598,0,0,0,0.086567699382286,0,0,0
X601328.CH.EQUITY,0,0,0.0963401710055331,0,0.0489825080981145,0,0,0,0,1.73472347597681e-18,0,0,0,0.0698086186446844,0,0.0635845681171946,0.421578402836993,0,0,0,0,0.08790210382632,0,0,0.0514706777874753,0,0,0,0,0,0,0,0,0.107976455874376,0,0,0,0,0,0,0.124047220138477,0,0,0,0,0,0,0,0,-0.0162405870272652,0
X601398.CH.EQUITY,0,0,0,0.0681021517406422,0,0,0.191790911148068,0.029459722678675,0,0,0,0,0,0,0,0,0.328324470500134,0,0,0,0,0,0,0,0,0,0,0,-0.0400454585881203,0,0,0,0,0,0,0,0.0454136767737545,0,-0.0279848101695449,0,0,0,0,0,0,-0.0391030392641583,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.327736508069822,0,0,0,0,0,0,0,0,0,0.0344906189575281,0,0,0,0.28499232995067,0,0,0,0,0,0,0,0,0,0,-0.072497218187638,0,0,0,0,0,0,0,0,0,-0.11940512480739,0,0,0,0,-0.0418920335984707,0,0.130543747934494,0,0,0,0,0.0451543505553132
X601939.CH.EQUITY,0.018388336789707,0,0,0,0,0,0,0,0,0,0.0302308432466534,0,0.114245104577506,0.0473260209672538,0.304468824050991,0,0,0.215909036158897,0,0,0,0,0.0395217892224495,0,0,0,0,0,0,0,0,0,0,0,0.0770916524735382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.327889005507114,0,-0.0902797731731947,0,0.225873199562545,0.211720979851266,0,0,0.053234217076625,0.17974904840167,0,0,0,0,0,0,0,0,0,-0.0521861952460093,0,0,0,0,0,0.0527111259458999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232079654395768,0,-0.0176362349686195
X601998.CH.EQUITY,0,0,0,0.147342951886133,0.203680324321496,0,0,0.0643797009709429,0,0,0,0,0.139672020026201,8.67361737988404e-19,0.0570143436332409,0,0,0,0,0.0455219098316006,0.125987435224309,0.000520647219227694,0,0,0,0.0150861379742597,0,0,0,0,0,0,0,0,-0.0784637249657472,0,0,0,0,0,0,0,0,-0.135450797933929,0,0,0,0,0,0,-0.0109488839227175
