,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.464481165635393,0,0,0,0.363645175381977,0,0,0.0634819739823557,0,0,0.157554234030284,0.0119840663149574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103823613379771,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.172703336368389
X002142.CH.EQUITY,0,0,0,0,0,0.706456934058111,0,0,0,0,0,0,0,0,0,0,0,0.0934059688186492,0,0,0,0,0,0,0.0796791141327726,-0.0585939201177389,0,0.200034846783051,0,0,0,-0.0016648035540247,0,0,0,0,0.0352724969830426,0,0,0,0,0,0,0,0,0,-0.224729392686066,0,0,-0.223124162412767,0.0940192961408423,0,0
X600000.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.476504643472427,0,-0.0533604631187379,0,0,0,0,0,0.513751491092255,0,0,0,0,0,0.31514741982559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20117538135287,0,0,0,-0.0680888512006432,0,0,-0.081150869154893,0,0,0,0.0778224616951313,0,-0.0289860660442519,0.0884840742877336,-0.0237987623435702,0
X600015.CH.EQUITY,0,0,0.044937477481155,0,0,0.237476808249221,0,0,0,0.0864518642865372,0,0,0,-6.93889390390723e-18,0,0,0,0.0925490915527323,0.0869474779833916,0.219228599959881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461458948924616,0,0,0,0,0,0,0,0,0.0111058794091295,0,0,0.0115239534225315,0.0372488055487834,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.214868999843683,0.0360634291179935,0,3.46944695195361e-18,0,0,0,0.147442074516458,0.184712445711242,0,0,0,0,0,0,0,0,0,0,0,0,-0.139443483339516,0,0,0,0,0,0,0,0,0,0,0,0.0777411655308168,0,0.207818819946936,0,0,0,0.0753409647443904,0,0,0
X600036.CH.EQUITY,0.194517222886114,0.133127495512225,0.0887687862164892,0,0,0,0.114631099872092,0,0.083772022038786,0,0,0,0,0,0,0,0,0.0661204499396568,0,0,0.0648692421606294,0.0265777383009225,0,0,-0.0209709453256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25824525244429,0,0,0,0.0237879539257775,0,0,0,0.0639220121049108,0,0,0
X600919.CH.EQUITY,-0.0406470170070109,0,0,0,0,0.270022711511142,0,0.0292719689950689,0,0,0,0.4658304533421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050541108817866,0,0,0,0,0,-0.0470313095351002,0,0,0,0,0,0,0,0.320997182207626,0,0,-0.0308102072532368,0,-0.0567915833860848,0,0.145997960437233,-0.0911512988061248
X600926.CH.EQUITY,0,0,0,0,0,0,0.101749517629547,0,0,0,0,0,0.26560677719005,0.0792171720749917,0,0,0,0.0846505351772727,0,0,0,0,0,0,0,0,0,0,0,0,0.109670364446,0,0,0.169407797432229,0,0.0147676165880053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.395440306111314,0.0262914413013372,0,0,0,0,0,0,0,0,0,0,0.0974922408214581,0,0.177550488817704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149948017495647,0,0.0621603180513286,0,0.166610272778968,0,0,0,0,0.197535117858602,0,0,0
X601166.CH.EQUITY,0.103020177965283,0,0.0575998514691819,-1.73472347597681e-18,0,0,0,0.113233639259152,0,0,0,0.054564802354807,3.46944695195361e-18,0,0,0.228784856419751,0,0,0,0.040534669210006,0,0,0,0,0,0,0.181718144879558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10783863262961,0,0,0,0.0773128023218359,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.135956310579371,0.0836434099084804,0.0877560410819505,0.127783223790422,0,0,0,0.0879312063755167,0.0963449539222125,0,0,0,0,0,0.0645768561467438,0,0.0896630449180912,0,0,0.0377892222525886,0,0.0856763671641955,0,0,0,0,0,0,0,-0.0607308034914327,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0.0144755221338195,0.274522290430757,0,0.0999456940390878,0,0,0,0,0,0,0.31511363903769,0,0,0.11762845083782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196727236324012,0.0368469302836621,0,0,0,0,0,0,0,0.180968103329376,0
X601288.CH.EQUITY,0,0,0,0.0341072188516591,0,0,0,0,0,0,0.000572047971117799,0,0,0.188228562570978,0.162929970869528,0,0.178207632716722,0.0859311246244983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210574188902388,0,0,0.00298915498465306,0.203798936706601,0,0,0,0,-0.0189645911901652,-0.0138194304670592,0,-0.0713362648482465,0,0,0
