,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2890.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.182819279149556,0,0,0,0,0,0,0.025319878672879,0,0,0.0824956707064567,0,0,0,0,0,0.123160676950324,0,0,0,0,0,0,0,0.105616530161212,0,0,0,0,0,0,0,0,0,0.0330095692615506,0,0.221485767980365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0713682786697704,0,0,0,0,0.0572401568932609,0,0,0.328599276412433,0.022275261188941,0.33356482416794,0.113413708081936,-0.0474958881659869,0,0,0,0,0,0,0,0,0,0,0,-0.135415399419009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056178084504884,0,0,-0.00280667912599767,0,0,0,0,0,5.42101086242752e-20,0.134868536929661
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.067577344918085,-0.0984748843940906,0.0878925358952795,0,-0.0728070369756705,0,0,0.350394650284894,0,0,0,0.501605060038009,-0.0404070724578896,0,0,0,0,0,0.0262435211125721,-0.0269565977667696,0,0,0,0,-0.0515400581786435,0,0,0,0,0,0,0,0,0,0,0,-0.0679941401616467,0,0,0,0,-0.169336004074523,-0.0458954533059221,0.0733395810214119
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0770416352131352,0.158456211818388,0,0.455043099552729,0.0646204134583469,0,0.222392835482382,0,0,0,0,0,0,0,0,-0.011440337559284,0.0704973218059846,0.0668799951909146,-0.0699661957787193,-0.134825193160686,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0830054363972902,0.139009171243245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,-0.54520721672713,0.345771596526824,0,0,0,0,0,-0.882563861053669,0.47027964193857,0.175415964059793,0,-0.0784550661413244,0,0,0,0,0.381896416684369,0,0,0,0,0,0,-0.220765491014074,0,0,0,0,0,0,0,0,0.254569625032679,-0.0584701587546089,0,0,0,0,0,0,0,0,0,0,0.353490178080199,0
X600036.CH.EQUITY,0.143580127095635,0,0,0,0,0,0,0,0,0.115590869511536,0,0,0,-0.0306438637508857,0,0,0,0.0975586179643731,0.0851133098937624,0,0,0,0,0.0623555971474643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328221543493664,0.176205975404788,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.199202013943379,0,0,0,0,0,0,0,0.114059283431909,0,0,0.0797684220865165,0,0,0,0,-0.0321034589224276,0.105504319974234,0.132453290641813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010196947977911,0,0.0756235383942057,0,0,0,0,0,0,0,0,-0.384410434593089,0.103770477012849,-0.245820040912551
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00495747281482597,0,0,0,0,0,0,0.592465634279875,0,-0.062106005175602,0,0,0,0,0,0,0,0,-0.0288087658596938,0,0,0,0,0,0,0,0,0,-0.114403388226513,0,0,0,0,0,0,0,0,0,-0.136220850192465,0,-0.14889914771343,0.0276700679422081,0.192207723239276
X601009.CH.EQUITY,0.0764860102905694,0.0777891771419768,0,0,0,0,0,0.0103307994485115,0,0,0,0.207828495426754,0,0,0,0,0,0,0,0,0.436643057146032,0,0,0,0.00111992484560747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316833104740774,-0.00503245576789494,0.165509378929808,0,0
X601166.CH.EQUITY,0.200655095332953,0,0.0995054092058905,0,0,0.276762017385911,0,0,0,0,0.107460527397907,0.178669727589414,0,0,0,0,0.174191515129451,0,0,0,0,0.23493314164013,0,0,0,0,0,0,0,0,-0.0819118760759571,0,0,0,0,0,0,0,0,0,0,0,0,0.0697191580736767,0,0,-0.0299036129142733,0,0,0,0,0,-0.0810907983495283
