,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.114876378872958,0,0.400627704540417,0,0,0.0165572518788729,0,0.219331642008185,0.0119308133836441,0,0.143885954922553,0,0,0,0,0,0.0748062755416496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640963305754058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476200529599016,0,0,0,0.0664591028072894,0,0,-0.116182245491172,0,0.0431027077304383,0,0,0.392944775339718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309183761551049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637174486063589,0
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0,0
X601288.CH.EQUITY,0.412782553621154,0,0,0,0.399510956194527,0,0,0,0,0,0.0657027016569447,0,0,0,0,0.0690249833964166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337083586921461,0,0,-0.014959996036186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0302956678576964,0,0.341798233608198,0,0,0,0,0,0,0.195129981958163,0.0807202198348779,0,0.105298889530342,0,0,0,0.168627362320276,0,0,0,0,0,0,-0.0290908401558993,0,0,0.0388909367369998,0,0,0,0,0,0,0,-0.0117964156314011,0,0,0,0,0,0.0715894426249338,0,0,0,0,0,0,0.0329493926408239,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.228648819974971,0,0,0,0,0,0.105076456055337,0,0,0,0,0.249869488694521,0,0,0,0,-0.082983338418002,0.221154140621349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285050136878799,0,0,0,0,0,0,0,0,0,-0.096941051545181
X600036.CH.EQUITY,0,0,0.105100268158919,0,0,0.0708587367053235,0,0,0,0.0965769136393348,0,0.221155485660828,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.027805832164243,0,0,0,0,0.119632639532079,0,0,0,0,0,0,0,0.014395627229757,0.0323882990236161,0,0.0370476798585607,0,0,0.040652940019251,0,0,0,0,0.0744530283149137,0,0,0.257301171884704,0
X1299.HK.EQUITY,0.0522048398183345,0,0,0,0,0,0.0563791832720442,0,0.0128471190324173,0,0,0,0,0,0.242265710565825,0.178694974316762,0,0,0,0,0.173613395384622,0,0.0759540446194362,0,0,0.127579348307995,0,0,0,0,0,0,0,0,0.0640358934000989,0,0,0,0,0,0.0429420454436961,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0461460706539023,0,0,0,0,0,0.172117345152682,0,0,0,0.190170352623558,0,0.308903595425883,0,0,0,0,0.0636292937473653,0,0,0,0,0,0,0.0411332875973266,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0380089305007249
X601658.CH.Equity,0,0,0,0.225823485656971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.342467876607334,0.619596861144462,0,0,0,0,0,0,0,0,0,0,0,-0.0185279850298799,0,0,0,0,0,0.215818874143984,0,-0.562137014680222,0,0
