,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0572629054479751,0,0.139725674705808,0.178338161406437,0,0.351062313578753,0,0,0,0.000607574818039658,0,0.133060618315545,0,0,0,0,0,0,0,0,0,0.0119568800858193,0,0,0,0,0,0.104103589506184,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0,0
X601939.CH.EQUITY,0.25539459765969,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.415754807277326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201764787702812,0.102967934927684,0,0,0,0.0188536355949686,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601288.CH.EQUITY,0.343967841167944,0,0.0265447675171496,0,0,0.487902691665818,0,0,0,0,0,0.00727963070232957,0,0,0.0356528106359805,0,0,0.0091001014871506,-0.0255755505218498,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100403093122076,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.111003396908979,0,0,0,0,0.122008223846097,0,0,0,2.77555756156289e-17,0,0,0,0,0.092388197911756,0.747661413187435,0,0,0,0.190481354635713,0,0,0,0,0,0,0.106343618210741,0,0,0.0242525147598589,0,1.0842021724855e-19,0,0,0,-0.0466169783646234,0,-0.0595357316147571,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592149387206773,0,0,0,0,0,0,0,0,0.107893824202317,0,0,0,0,0.219811463071047,0,0.0739922788308325,0,0,0,0,0,0.220250722390847,0,0,0,0,0,0,0,0.103787216280405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136883810003975,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.119851682810676,0,-8.67361737988404e-19,0.141539410691485,0,0,0.278533800365307,0,0,0,0.0933532189826366,0,0,0,0,0,0,0.0084726187701203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.17077655511766,0,0,0,0,0,0.21985487482239,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983422043730922,0,0,-0.148023871844038,0,0,0,0,0,0,0,0,0.783515566820883,0,0,0,0,0,0.37773874461138,-0.274241523510887,0,0
