,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.360912211498204,0,0.310466785192202,0,0,0,0,0,0.047712904792015,0,0,0,0,0.0513361432907507,0,0,0,0,-0.0444478094563345,0,0,0,0,0,0,0,0.0441631445668191,0,0,0,0,0,0,0,0,0,0,0,0,0.0902080334967638,0,0,0,0.0582145392424646,0,0,0,0,3.46944695195361e-18,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0
X601939.CH.EQUITY,0,0,0,0.340434820776508,0,0.0711660490321766,0,0,0,0,0,0,0.434307261625388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544515017128464,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.393463963018298,0,0,0,0,0.267389138931723,0,0,0,-0.022992930977742,0,0,0,0,0.0443448041852308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206156888720847,0,0,4.23194115028907e-05,0,0,0,0.0144762568770422,0.0968387083115821,0
X5.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0.193422684294286,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.528743717446841,0.0228368352284151,0,0,0.0380296812424874,0,0,0,0,0.176133399321871,0.0488774238505159,0,0,0,0,0,0,0,0,0,-0.0463375273864966,0,0,0,0,0,0,0,0,0,0.0872102967915813,0,0
X601988.CH.EQUITY,0.386371588889529,0,6.93889390390723e-18,0.00302415397520299,0,0,0,0,0,0,0.0657708439485028,0,0,0,0,0,0,0,0.0148513733956585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162111531211762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330834461847776,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750628765955555,0,0,0,0.428386859205972,0,0,0,0.12044737382839,0.0536410824937291,0,0,0,0,0,0,0,-0.0349406831613996,0.406738670942263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0
X601658.CH.Equity,0,0,0,0,0,0,-0.109722034847775,0,0,0,0.264404183737713,-0.176444195005191,0,0.18434817307942,-0.225250507205687,0,0,0,0,0,0,0,0,0.626453064827434,0,0,0,0,0,0,0.118874581564333,0,0,0,-0.00754422562546843,0,0,0,0,0,-1.16855882470431,0,0,0,-0.25573045398532,1.16831885038354,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.262974789298256,0,0,0,0,0,0,0,0,0,0.202570115464722,0,0,0,0,0,0,0.0966508110422476,0.015472163875608,0.111101393769867,0,0,0,0.269643603861068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236168204495691,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.442047561896343,0,0,0,0,0,0,0,0,0,0,0.157082701369074,0.145526699654226,0,0,0,0,0,0,0,1.38777878078145e-17,0.115690395470666,0,0,0,0,0,0,0,0.00710596026069943,0.122361311711281,-4.33680868994202e-19,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0514990654576083,0,0,0,0,0.171396789350428,0,0,0,0,0.215451093585291,0,0,0,0,0,0,0,0.0712312729185428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36198536222071,0,0,0.135308865591835,0.00434847908620069,0.0479790303690841,0,0
X000002.CH.EQUITY,0.195533950021201,0,0,0,0,0,0,0,0,0,0.0159220440318177,0,0,0,0,0,0,0.0497713154918168,0,0.018997300417463,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.51316427229287,0,0,0,0,0,0,0,0.20860830561226,0,0,0,0,0,0,0,-0.166722849945547,0,0.00387184979037822,0,0
X388.HK.EQUITY,0,0,0,0.0497246356146583,0,0,0.0624289683965498,0.0374153199237712,0.114356458005443,0,0,-0.205817206007899,0,0,0,0.0788596121836005,0,0.0208589652219255,0,0,0,0,0.602054671747581,0,0,0,0.035246774712735,0,0,0,0.0982386918135042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.117214190921547,-0.00146512348998426,0,0,0,0.178182626807755,0,0,0,0,0,0,0,0.261058839005503,0,0,0,0.0393311475061923,0,0,0,0,0,0.220732017188847,0,0.100455939716389,-0.0694345551324297,0,0,0,0,0,0,0.0754732048222632,0,0,0,0,0,0.0158249287740782,0.211691796214245,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.229713625738305,0,-0.144449403381518,0,0,0,0,0,0.0108613709775881,0,0,0,0,0,0.105237363395971,0,0,0,0.0836337067406711,0.0478747258777808,0,0,0,0.254024060122581,0,0,0,0,-0.0342767635601668,0.254654276740297,0,0,0.0907056407172935,0,0,0,0,0,0,0,0.154206931240431,0,0,0.0315706428923233,0
