,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.673203876256394,0,0,0,0,0,0.00868117197587682,0,0.049730282551255,0,0.100141510190005,0,0,0,0,0,0,2.16840434497101e-19,0.027290230652591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266472230390599,0,0.0564848281965031,0,0,0,0,0,0,0,0,0,-0.00871026652925173
X601939.CH.EQUITY,0.265006517073682,0,0,0.337108177217655,0,0.0798075391047072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497061448921223,0,0,0,0,0,0.0372987883647145,0.214437070288018,0,0,-0.0605064376537657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491683841409358
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0
X601288.CH.EQUITY,0.289356837069498,0,0,0,-0.0271011157305855,0,0,0,0,0.115191564670532,0,0,0,0,0,0,0,0,0.0633003738461019,0,0,0.0566650103589517,0,0,0.0305018647464225,0.25975743562646,0,0,0.0354552553502511,0.0700114742710251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733810105187063,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.159074357508664,0.0655004098517074,0,0,0,0.453764910851853,0,0,0,0,0,0.255132729898948,0.0143265086368272,0,-0.352768455728539,0,0,0,0,0.351423732754973,0,0,0,0,0.18329043514298,0,-0.00309712301263275,0,0,0,0,0,-0.251241918530333,0,0,0,0,0,0,-0.185710011246677,0,0,-0.0576705805264351,0,-0.313591269344519
X601988.CH.EQUITY,0.0871768208146809,0.0666771537486277,0,0,0.0351721774324917,0,0,0,0,0,0,0.0448157642223312,0,0,0,0,0,0,0.0383505647524575,0,0,0,0.59760943877161,0,0,0,0,0,0,0.0975335585064453,0,0,0,0,0,0,0,0,0,0.0600073953471488,0,0,0,0,0,0,0,0,0.037263377386719,-0.0887582657550291
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967540868524543,0,-0.0544332812222288,0,0.0459532136693314,0,0,0,0,0.239328910325309,0,0,-0.0467550795420667,0.205916853622269,0,0,0,0.0921928034047071,0,0,0,0.0425668192027999,0,0,0,0,0,0,0,0,0.0491755816122398,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052283,0,0.0709540482925764,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124956587169146,0.0917885904082489,0,0,0,0,0,0,0,0,0,0,0,0.0241882649863393,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.355016705414759,0,0,0.0424514660409473,0,0,0,0.0862575106405026,0,0,0.115907859957757,0,0,0.0327829162508303,0
X601328.CH.EQUITY,0,0.00244624542464382,0,0,0,0,0,0.18904249319232,0,0,0,0,0,0.113139113242013,0,0,0,0,0,0,0,0.322228503053223,0,0,0,0,0,0.0403303822862109,0,0,0,0.00478630967732134,-0.00123394312209447,0.0164212551088987,0,0,0,0,0.0724699097172043,0.236265822710707,0,0.0566884049148448,0,0,0,0,0,0,0,-0.0186699598255489
