,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0637082356049673,0,0.179157666702666,0.0446266177389323,0.00353357411938446,0,0,0,0,0,0,0,0,0,0.00447717292948321,0.164799461809823,0,0,0,0,0,0,0,0,0,0,0.0284602756272572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962450109564944,0.0341657239969469,0,0,0,0.0223901633877321,0,0.126583761776803,0.0278025289272658
X601318.CH.EQUITY,0,0,0,0.125540624167397,0,0,0,0,0.110742963526687,0,0.014811182021187,0,0.093388276157745,0,0,0.081409642801805,0,0,0,0.299773851229866,0,0.092172202288852,0,0,0,0,0,0,0,0,0.142128607467826,0,0,0,0,0,0.0428808966988111,0,0,0,0,0,0,0,0,0,0,0,0.109091645208591,0,0
X601939.CH.EQUITY,0,0,0,0,0.126098897145462,0,0,0,0,0,0.0955898603360144,0,0,0.101426762676527,0,0,0,0,0,0,0.00131668822029553,-0.0303317605432568,0.535919301410241,0,0,0,0.16715496685812,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.201327588985516,0,0,0,0,0.135926099216085,0.108131032708548,0,0,0,0,0.18334958093906,0.0943933064744904,0,0,0,0,0,0,0,0,0,0,0.26192774764017,0,0,0,1.73472347597681e-18,0.0714054383523905,0,0,0,0,0,0,0,0,0,0.0251562978977446,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.235202612487238,0,0,0.114949596952624,0,0.23897918864864,0,0,0,0,0,-0.033577221981572,0,0.16954237570869,0,0,0,0,0,0,0,0,0,0.0238107078055438,0,0.100719960861216,0,0,0,0,0,0,0,0,-0.0464854553450589,0,0,0,0,0,0.0853807912930252,0,0,0,0.0763484935536665,0,0,0,-0.0506944534021052
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112860767514442,0,0,0,0,0.100758593554753,0,0,0.0983681447231977,0,0,-0.0943932180099807,0,0,0,0,0.00855315518438475,-0.042945327045519,0,0,2.77555756156289e-17,0.717843753186539,-0.0101538163745519,0,0,0,0,0,0,0.0545724373486211,0,0,0,0.185004799875812,0,0,0,-0.0760252069608844
X1299.HK.EQUITY,0,0,-0.0061755806510766,0,0,0,0,-0.0536097613711317,0,0,0,0.208173712803396,0,0,0,0.0101874677143792,0,0,0,0,0,0,0,0,0,0.150647991996358,0,-0.067002997036123,0,0,0,0.102621713465889,0,0,0,0,0,0,0,0.10931644039676,0,0,0.120654763362622,0.272870259503466,0.0482749065178699,0,0,0,0,0,0.0216567946627822
X601988.CH.EQUITY,0,0,0.0300177093931352,0.207833014221967,0.216502042339135,0,0,0,0,0,0,0,0.0210529293136369,0,0,0,0,0.240199735748033,0,0,0.0159541172487982,0,0.0187853256510888,0,0.122917783716591,0.163700722113923,0,0,-0.00836315733980955,0,0.163332940593166,0,0,0,0,0,0.0439945317005132,0,0,-0.0283626933469491,8.67361737988404e-19,0,0,0,0,0,0,0.0368624842008033,0,0,0
X5.HK.EQUITY,0,0.0522939634587893,0,0,0,0.0461803366361036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123950436484538,0,0,0,0.105094739555428,0,0.121674379091996,0,0,0.00766967260273516,0,0,0,0,0,0,0,0.0447218164917063,0,0.273735519192058,0,-0.0583763873312365,0,0,0.158555314709279,0,0,0,0,0.0959216455474585,0,0
X601166.CH.EQUITY,0,0,0.0447671902762227,0.0234898549745712,0,0.00837154792180625,0,0,0,0,0.0274581147880392,0,0.1255248234589,0.0835913990714118,0,0,0,0,0,0,0,0,0,0,0.165127409754734,0,0,0.400648925772197,0,0,0,0,0,0,0.0344747180651226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
